variant_id,edge_index,from_x,from_y,to_x,to_y,direction,edge_kind,main_path,owner_index,required_socket_bit
MP_RUN_02_C_MULTI_ROOM_SPLIT,98,40,11,41,11,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,99,41,11,42,11,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,100,42,11,43,11,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,101,43,11,44,11,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,102,44,11,45,11,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,103,45,11,46,11,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,104,46,11,47,11,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,105,47,11,48,11,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,106,48,11,49,11,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,107,49,11,49,10,South,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,108,49,10,49,9,South,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,109,49,9,49,8,South,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,110,49,8,49,7,South,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,111,3,7,3,8,North,BRANCH,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,112,3,8,3,9,North,BRANCH,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,113,6,7,6,6,South,BRANCH,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,114,6,6,6,5,South,BRANCH,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,115,10,7,10,8,North,BRANCH,FALSE,3,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,116,10,8,10,9,North,BRANCH,FALSE,3,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,117,14,7,14,6,South,BRANCH,FALSE,4,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,118,14,6,14,5,South,BRANCH,FALSE,4,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,119,17,7,17,8,North,BRANCH,FALSE,5,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,120,17,8,17,9,North,BRANCH,FALSE,5,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,121,20,10,20,11,North,BRANCH,FALSE,6,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,122,20,11,20,12,North,BRANCH,FALSE,6,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,123,24,10,24,9,South,BRANCH,FALSE,7,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,124,24,9,24,8,South,BRANCH,FALSE,7,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,125,28,10,28,11,North,BRANCH,FALSE,8,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,126,28,11,28,12,North,BRANCH,FALSE,8,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,127,33,7,33,8,North,BRANCH,FALSE,9,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,128,33,8,33,9,North,BRANCH,FALSE,9,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,129,40,3,40,2,South,BRANCH,FALSE,10,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,130,40,2,40,1,South,BRANCH,FALSE,10,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,131,44,3,44,2,South,BRANCH,FALSE,11,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,132,44,2,44,1,South,BRANCH,FALSE,11,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,133,53,7,53,8,North,BRANCH,FALSE,12,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,134,53,8,53,9,North,BRANCH,FALSE,12,1
