candidate_id,projection_id,pair_id,direction,orientation,entry_side,exit_side,socket_signature,route_intent,movement_tokens,access_class,mandatory_route,tool_requirement,profile_digest,canonical_digest
BND_MILL_DOUGH_V_04,BND_MILL_DOUGH_V_04__B_TO_A,PAIR_MILL_DOUGH,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,0dc41034436976623b0d7b8c91de48c21f78a69f33d0834da1f6674c0cc2639d,a63137f64159938990f7773c09d5de85f943bd2dba0dcc8f236aed400d19183b
BND_ROOT_DOUGH_H_01,BND_ROOT_DOUGH_H_01__A_TO_B,PAIR_ROOT_DOUGH,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,6d20376d016905f15c3f5cf18f3744caca5393f591b4da0f20f15f1cc3a5c2b4,c558d55aeac037668431f89ef1e1ad2b2c4228e7f68f70d19c7d097f5db90d4a
BND_ROOT_DOUGH_H_01,BND_ROOT_DOUGH_H_01__B_TO_A,PAIR_ROOT_DOUGH,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,1e4c271c1ec5bb02bd7414193d8194163f294df2742a9ccce8927898bf812600,43cdbf20119b526ee6115a48b83de17c9ef8aad9b244ec51a32836ac7fa0fe28
BND_ROOT_DOUGH_H_02,BND_ROOT_DOUGH_H_02__A_TO_B,PAIR_ROOT_DOUGH,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,cb759f0b84c38e0b08cc64e60a3cf8df710d1cbac3780c23933145ee50551e1f,f30f3fa8a22ae3598cd68c75fe982f683c9039aab16ce5ddbdfdb2799c4b827d
BND_ROOT_DOUGH_H_02,BND_ROOT_DOUGH_H_02__B_TO_A,PAIR_ROOT_DOUGH,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,c0498a2e04dd8238a234550f8e71f7146ae248825fb5dc450848f0d0747e0869,97ca1a6eefb5eef384299f0bad2760edc941a5e8491533c5cc3f0e02f0473645
BND_ROOT_DOUGH_H_03,BND_ROOT_DOUGH_H_03__A_TO_B,PAIR_ROOT_DOUGH,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,aa027a409c8ae25afa0097397fb74cf0b1d7eaa6e332d5db9dd43ba44191fdfd,a665434150e752606f9cd4fb3917ab028146d04b6f823d0e64cc48f4e2033149
BND_ROOT_DOUGH_H_03,BND_ROOT_DOUGH_H_03__B_TO_A,PAIR_ROOT_DOUGH,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,cd8c14ab63f9cecd9cf89e775cd3e642d412a079fcdf3a52cc97883c9340272c,7faa2ddacf75ce8393837151950736bfc8b3b6462fe70311d6e00a2668ca0ce5
BND_ROOT_DOUGH_H_04,BND_ROOT_DOUGH_H_04__A_TO_B,PAIR_ROOT_DOUGH,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,73fac8630d38ba47d0e82f91f7a35c9d115373c40ef4187f217f3a4a653cd47f,e2ba76df4c13c4b3d41ab8a14be8491b8808790a9095beb3f1f4e831cfc48a06
BND_ROOT_DOUGH_H_04,BND_ROOT_DOUGH_H_04__B_TO_A,PAIR_ROOT_DOUGH,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,0905e44ef4bf8075f109dfa0043db0de1f91a84154ea3697244fd9a3fd37fb02,90a86841f42ab1261da481cf66ddec00f2e0d41d6c58b94cc6690ffae6a366b9
BND_ROOT_DOUGH_V_01,BND_ROOT_DOUGH_V_01__A_TO_B,PAIR_ROOT_DOUGH,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,57bc3edccac4a4d7607c44a537b7263596f79c85888cded42a62a78d56acd625,97f9cd84d85b91836768bbe0643f36d674f191f5c0763862014b67e8ef1e1988
BND_ROOT_DOUGH_V_01,BND_ROOT_DOUGH_V_01__B_TO_A,PAIR_ROOT_DOUGH,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,77619e77df263b511e9e508eb48ffbe851fe3a700987b00e3014170f455df4d9,2d5426bfea920c04bd4671c4620f94e4097bb90e7d4ceafd8d3580aabe3c6422
BND_ROOT_DOUGH_V_02,BND_ROOT_DOUGH_V_02__A_TO_B,PAIR_ROOT_DOUGH,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,987a8dc1c208c1fbb2d5cdb2a98a9578f11864134c72922f5055b01c9d41e74b,48cfde2ede703f5e6391e6327b4d20329d87cc77d57712bcab91995cc0a8afd8
BND_ROOT_DOUGH_V_02,BND_ROOT_DOUGH_V_02__B_TO_A,PAIR_ROOT_DOUGH,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,79b466c7e9051ef3bc0dce5a6320d8efa290a2a6ec08a00b655c089814be0d16,bc3ad5eb894cfa8a78bbb5387403c55fa0f1c48beb085d75274afc82c0b4ca8f
BND_ROOT_DOUGH_V_03,BND_ROOT_DOUGH_V_03__A_TO_B,PAIR_ROOT_DOUGH,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,4a34bf30e0d37bccfa608687a5263d6fb4fd5c618bf728fd34b981eb3b2cecd6,c427f398b0d770ecb9b72b394926ce8bea9c57db2da48a7a063c53ff1a6426c3
BND_ROOT_DOUGH_V_03,BND_ROOT_DOUGH_V_03__B_TO_A,PAIR_ROOT_DOUGH,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,fcf5b2fd8c2b549e461e8aa57e369acff8a5cf349854a6fc06c44a30f33ae505,94f7b0aa89392321b29e76ffdf061a551920024abe23849d54e11caacd73f823
BND_ROOT_DOUGH_V_04,BND_ROOT_DOUGH_V_04__A_TO_B,PAIR_ROOT_DOUGH,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,ab974b712c41532cd666c6bffa19e370c09ce5aaa860805c6a5bca2d20e188ff,87266cbe9d0dcd4cbb2e33101223effcf57e45ac5db2c5178a2b34ccd04b03d5
BND_ROOT_DOUGH_V_04,BND_ROOT_DOUGH_V_04__B_TO_A,PAIR_ROOT_DOUGH,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,de98a3403247ff68b3fad9cbe5c16dca5014248a9d17f40ef4ca12140718b70b,16c72ec74df61dfcfb1e38475e52fb6af3b56a1b86678f75726e1f0f86c9c8c2
BND_ROOT_MILL_H_01,BND_ROOT_MILL_H_01__A_TO_B,PAIR_ROOT_MILL,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,75b3e63c9a985f460cbcff7fd4dbfe09e0423bd4dcc0ac0e13ef34097fb927f2,654988feef22a470d93a14d327355924292f864d095c7a15aec6afa73d1d4807
BND_ROOT_MILL_H_01,BND_ROOT_MILL_H_01__B_TO_A,PAIR_ROOT_MILL,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,64925c33102c625ebbb855d36f3b8fa95e960a5fcde3abff4aa419bfbb8498d9,2acd9ad97aeeec27dd71f7ddd64770a8770c3d5224f28a99341a58d8cfa7d4ab
BND_ROOT_MILL_H_02,BND_ROOT_MILL_H_02__A_TO_B,PAIR_ROOT_MILL,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,a86581d06b691356759799a18541df02897f31fd3c3078a74c28d4c38adc68c9,4529bb7a24377d06404d2554df1ea083f4ec0c38664b454461f08b0c9fd70845
BND_ROOT_MILL_H_02,BND_ROOT_MILL_H_02__B_TO_A,PAIR_ROOT_MILL,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,8036090837527bdae57c78d2a1d003e908a2e17664e66e0504ea388fad0d3b57,5fe9105329c6ef07cb63a6aee1b2af0e796922c2f12f6ddf0dc6705df06cf552
BND_ROOT_MILL_H_03,BND_ROOT_MILL_H_03__A_TO_B,PAIR_ROOT_MILL,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,dc50c088ff082e71e17c6b0ffdd9eeb040f64cd44caef5e7925fca99e7b0ad25,05c8e27acd6887077122acbe7c77e27bbdc093ed7eb6c333806b3074a5051020
BND_ROOT_MILL_H_03,BND_ROOT_MILL_H_03__B_TO_A,PAIR_ROOT_MILL,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,d1e4f62d0ac2b69666b36993fe1c0775efd874e9c5318488e3eb7ebd18a76675,3a42cbeae12ea22647ee92afd5bb3d12cab06360d3d55e1c756da3d156df15c7
BND_ROOT_MILL_H_04,BND_ROOT_MILL_H_04__A_TO_B,PAIR_ROOT_MILL,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,bf1c4819765ec039f8e4b3d46d54530954750ea498025a4059266be38630160b,8b129ed69a1d84ef861b02b69002cd0fa4b825b0932a99236a9edf092caa63b8
BND_ROOT_MILL_H_04,BND_ROOT_MILL_H_04__B_TO_A,PAIR_ROOT_MILL,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,f2cf62b883915f37d9bc9841a9997313570f37aa14e6cb891a06b9599c4af672,0425e9e08d61542c1a81525b90b48eca7de47fe075f9f244116b5a8e4fd7fac8
BND_ROOT_MILL_V_01,BND_ROOT_MILL_V_01__A_TO_B,PAIR_ROOT_MILL,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,f0782c7d395df2b0ea7342172b331c6f763a6d08410371a4b0af81e1dfec74f2,a7e1d7b03a0d31cb74d9909f77946a03c810523e0636472d02ca99f50bdd6014
BND_ROOT_MILL_V_01,BND_ROOT_MILL_V_01__B_TO_A,PAIR_ROOT_MILL,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,2c27d70536b4896baca533b15cdbcb13434b4ea02bc68f65cc50349f792cefb0,fc4a1aa7673b91f42cd4c8b85c57b4c3be7eb3552295ac728dbb4f6d70223c4a
BND_ROOT_MILL_V_02,BND_ROOT_MILL_V_02__A_TO_B,PAIR_ROOT_MILL,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,e785d7f20bf7e8107057208272eaab2c085e30463ac15fd6327fa358b34f41a4,e7cece6470adf01e567b6cad37f1fc2b5017ccd2a10b1ae6793c5a23b5519d92
BND_ROOT_MILL_V_02,BND_ROOT_MILL_V_02__B_TO_A,PAIR_ROOT_MILL,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,fc9be1a18f7488a58e8122f0a5c9a6fa9d5494597d6a395b1ef0e38c11e114ca,7ad95fe230c6c7e93a44bd16c96b6fd91f5e87d367ee5386bc8dd561aef7beb7
BND_ROOT_MILL_V_03,BND_ROOT_MILL_V_03__A_TO_B,PAIR_ROOT_MILL,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,3d4052a9f506b3dd60d065c0b4226b45a6228a466f5f121d0f75de9109dbd402,f32c0d431b4c7965db1b037518aa93b81404362a989342cd3148496cc0b248ad
BND_ROOT_MILL_V_03,BND_ROOT_MILL_V_03__B_TO_A,PAIR_ROOT_MILL,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,585d322bffb2ee344845e4a3bce3d21c04b7f7b728c3644de835520f355961fd,62e67713fa46b933de66586a82b971604aaa02a9c3c86b47f336df8b55fc0dec
BND_ROOT_MILL_V_04,BND_ROOT_MILL_V_04__A_TO_B,PAIR_ROOT_MILL,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,359c7be38417018a42bca7ef1e77bba6eb9e93b03853449ccc87a770f006c3f9,b5c31a5aad216c455c5baba39b2afdd979c98eeb215c671f38d621ab985b597e
BND_ROOT_MILL_V_04,BND_ROOT_MILL_V_04__B_TO_A,PAIR_ROOT_MILL,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,b46eec85461a85c773aa6ff176cf0c5ef412a5e503de918dc79850b1f7823330,eae5a64e7a87b2cfea869eca1be24649347198964be60abb0743219943db6988
