projection_id,candidate_id,pair_id,direction,category,evidence_key,entering_biome,source_policy,severity,canonical_digest
BND_CRATER_MILL_H_03__B_TO_A,BND_CRATER_MILL_H_03,PAIR_CRATER_MILL,B_TO_A,Background,BG_MOON_CRATER,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,51f56d99bdeaabfe5f1f60f7226193904c134c694124115d6ea5b74746edc6a9
BND_CRATER_MILL_H_03__B_TO_A,BND_CRATER_MILL_H_03,PAIR_CRATER_MILL,B_TO_A,Resource,POOL_RES_BOUND_CRATER_MILL,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,b381e04fd21e1f40ab55effa1197e36165481476f24d80d1106f8d65fd2aa39e
BND_CRATER_MILL_H_03__B_TO_A,BND_CRATER_MILL_H_03,PAIR_CRATER_MILL,B_TO_A,Tile,MAT_MOONSTONE,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,c55dda3e434ecd9e8af98d6cd5d69f1dd32e8ccce7d26e4453d9118602c5d34d
BND_CRATER_MILL_H_04__A_TO_B,BND_CRATER_MILL_H_04,PAIR_CRATER_MILL,A_TO_B,Audio,AMB_MILL_GEAR,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,1689e5bc5bf845f0d9e65b5a5f8c8ad58d75bdac10bbc4d1f77caf8843f9f44b
BND_CRATER_MILL_H_04__A_TO_B,BND_CRATER_MILL_H_04,PAIR_CRATER_MILL,A_TO_B,Background,BG_ABANDONED_MILL,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,30ad6f569bd8c90bcec2faaed26aa41cb5f39e60c323a21da8cf468b0e7c1dd6
BND_CRATER_MILL_H_04__A_TO_B,BND_CRATER_MILL_H_04,PAIR_CRATER_MILL,A_TO_B,Resource,POOL_RES_BOUND_CRATER_MILL,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,2740661dc8188586009815ab9f01a1779474fbab9f1dcd705ce8914c02872a62
BND_CRATER_MILL_H_04__A_TO_B,BND_CRATER_MILL_H_04,PAIR_CRATER_MILL,A_TO_B,Tile,MAT_MILLSTONE,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,4665609158c26489bc93ef0c83b135b4e47e69549748bf70521d34c9b488017f
BND_CRATER_MILL_H_04__B_TO_A,BND_CRATER_MILL_H_04,PAIR_CRATER_MILL,B_TO_A,Audio,AMB_CRATER_WIND,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,893663029edc22edcbd4f2a2454b19cecd3f5bf0fde19962bf8d96efbdc9d297
BND_CRATER_MILL_H_04__B_TO_A,BND_CRATER_MILL_H_04,PAIR_CRATER_MILL,B_TO_A,Background,BG_MOON_CRATER,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,8ac4424933d06213bee628c38578ebeaf0b41e74f0751300f5f3eb840cb1e0bc
BND_CRATER_MILL_H_04__B_TO_A,BND_CRATER_MILL_H_04,PAIR_CRATER_MILL,B_TO_A,Resource,POOL_RES_BOUND_CRATER_MILL,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,aa21d67259f94c3d942f7b46694b373fbca0995f3a5c579e53c429c7cca742e6
BND_CRATER_MILL_H_04__B_TO_A,BND_CRATER_MILL_H_04,PAIR_CRATER_MILL,B_TO_A,Tile,MAT_MOONSTONE,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,9b8462ddd64a7483be327915aa83acc2185edbedb00d6c5dda8c48f4cf03b374
BND_CRATER_MILL_V_01__A_TO_B,BND_CRATER_MILL_V_01,PAIR_CRATER_MILL,A_TO_B,Audio,AMB_MILL_GEAR,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,1806b9c3a968663d8dd7a9ab8bb565de851ee4869851640b87fc88049bfacc77
BND_CRATER_MILL_V_01__A_TO_B,BND_CRATER_MILL_V_01,PAIR_CRATER_MILL,A_TO_B,Background,BG_ABANDONED_MILL,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,0d4630db8ccb0ca87e21e24d053f99675599419503e67dc17f29a01453020f31
BND_CRATER_MILL_V_01__A_TO_B,BND_CRATER_MILL_V_01,PAIR_CRATER_MILL,A_TO_B,Resource,POOL_RES_BOUND_CRATER_MILL,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,c1c741b2a4ddb230c004ca8eae0efe32279ce80d53df2a6fd309758999e84626
BND_CRATER_MILL_V_01__A_TO_B,BND_CRATER_MILL_V_01,PAIR_CRATER_MILL,A_TO_B,Tile,MAT_MILLSTONE,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,e46d9e10dd648a47b0347cebc53f9008d040fc8ca330b4a8da4053d125b02cc5
BND_CRATER_MILL_V_01__B_TO_A,BND_CRATER_MILL_V_01,PAIR_CRATER_MILL,B_TO_A,Audio,AMB_CRATER_WIND,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,1e217fc407d10ccfb77c539ab804616b6c3cbf1bdf75770b446d92192dff7608
BND_CRATER_MILL_V_01__B_TO_A,BND_CRATER_MILL_V_01,PAIR_CRATER_MILL,B_TO_A,Background,BG_MOON_CRATER,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,78e5113478545d15c6e062d09b3f088d9b8ae37b4b4076758c4fe5447cc38fbc
BND_CRATER_MILL_V_01__B_TO_A,BND_CRATER_MILL_V_01,PAIR_CRATER_MILL,B_TO_A,Resource,POOL_RES_BOUND_CRATER_MILL,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,03f0a879ab29f4a7cddc32371bd93a945bae924476848da6d5026c263342fd10
BND_CRATER_MILL_V_01__B_TO_A,BND_CRATER_MILL_V_01,PAIR_CRATER_MILL,B_TO_A,Tile,MAT_MOONSTONE,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,4caa671c9d40f0db4a308dbb006f5940b89ff368761717161ea1b4011f5aacd3
BND_CRATER_MILL_V_02__A_TO_B,BND_CRATER_MILL_V_02,PAIR_CRATER_MILL,A_TO_B,Audio,AMB_MILL_GEAR,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,d405847340a8b90de6aa7805366cd5f4c616e4db788b5d49ab003e3525b500b8
BND_CRATER_MILL_V_02__A_TO_B,BND_CRATER_MILL_V_02,PAIR_CRATER_MILL,A_TO_B,Background,BG_ABANDONED_MILL,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,6961187b8c79de5add2a881cdd7541dfa7bfdd3735a8b6f6708026ef0f15ee0a
BND_CRATER_MILL_V_02__A_TO_B,BND_CRATER_MILL_V_02,PAIR_CRATER_MILL,A_TO_B,Resource,POOL_RES_BOUND_CRATER_MILL,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,ffad2e909b8bcdf534de2bed5d7828f4b1e4788d54ca43196ce970c658b6add6
BND_CRATER_MILL_V_02__A_TO_B,BND_CRATER_MILL_V_02,PAIR_CRATER_MILL,A_TO_B,Tile,MAT_MILLSTONE,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,b6e501e21deb2b87b16f9cbb5552a0d2e874656f58d0a37e0ac73c0559f2e2e9
BND_CRATER_MILL_V_02__B_TO_A,BND_CRATER_MILL_V_02,PAIR_CRATER_MILL,B_TO_A,Audio,AMB_CRATER_WIND,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,c81acf4711608533aa963b9078b0893fad3608982b759f58bd76a372e11b0b14
BND_CRATER_MILL_V_02__B_TO_A,BND_CRATER_MILL_V_02,PAIR_CRATER_MILL,B_TO_A,Background,BG_MOON_CRATER,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,61e3ffba21214499a2d7d1e832e0ba7fab20384ed51856b4248e4fff9ba7653a
BND_CRATER_MILL_V_02__B_TO_A,BND_CRATER_MILL_V_02,PAIR_CRATER_MILL,B_TO_A,Resource,POOL_RES_BOUND_CRATER_MILL,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,957c5b1fe8504844e435db2f140efbae32c33c240467bfc9796a40b0500646db
BND_CRATER_MILL_V_02__B_TO_A,BND_CRATER_MILL_V_02,PAIR_CRATER_MILL,B_TO_A,Tile,MAT_MOONSTONE,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,2ce7ca7e7197c39adee2c91e59cde0cf8ea0ed8ad907dbbc1c3f8be9044a6d15
BND_CRATER_MILL_V_03__A_TO_B,BND_CRATER_MILL_V_03,PAIR_CRATER_MILL,A_TO_B,Audio,AMB_MILL_GEAR,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,dee9c7cd59c800a3ffa63e23f5ec87d87c3f8be1c9aae45281c13512ef230b6b
BND_CRATER_MILL_V_03__A_TO_B,BND_CRATER_MILL_V_03,PAIR_CRATER_MILL,A_TO_B,Background,BG_ABANDONED_MILL,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,6028d8a76f5369da86f8db99c7c9ec96db3be1405fdde328e6e73e0cf5081fed
BND_CRATER_MILL_V_03__A_TO_B,BND_CRATER_MILL_V_03,PAIR_CRATER_MILL,A_TO_B,Resource,POOL_RES_BOUND_CRATER_MILL,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,b955abea6e8d8461caea7905cc3a53e9cb52217cc27db283356e53b46395cb2a
BND_CRATER_MILL_V_03__A_TO_B,BND_CRATER_MILL_V_03,PAIR_CRATER_MILL,A_TO_B,Tile,MAT_MILLSTONE,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,f24fd4c620bd7e3b28d23bb9bf804f51c2357090519c06d8add96523a1b4c994
BND_CRATER_MILL_V_03__B_TO_A,BND_CRATER_MILL_V_03,PAIR_CRATER_MILL,B_TO_A,Audio,AMB_CRATER_WIND,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,1f93ada1a83cd2cb0c9bd0da9a220d150521d9db640bb242ada7d0b86415ce6b
BND_CRATER_MILL_V_03__B_TO_A,BND_CRATER_MILL_V_03,PAIR_CRATER_MILL,B_TO_A,Background,BG_MOON_CRATER,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,31af0974b50a4cacb080ebe0d70afaf91fd0350e3dac73b31970f59ad264bbd8
BND_CRATER_MILL_V_03__B_TO_A,BND_CRATER_MILL_V_03,PAIR_CRATER_MILL,B_TO_A,Resource,POOL_RES_BOUND_CRATER_MILL,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,a9186fffe01a9950b39adce7d2cc7ff357b9ca18a3d553ff45fa801113f0fadd
BND_CRATER_MILL_V_03__B_TO_A,BND_CRATER_MILL_V_03,PAIR_CRATER_MILL,B_TO_A,Tile,MAT_MOONSTONE,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,a14b2e8a547a00f324ebd32f5c33617dfc0b1443956c8303abc0405c9d943ae1
BND_CRATER_MILL_V_04__A_TO_B,BND_CRATER_MILL_V_04,PAIR_CRATER_MILL,A_TO_B,Audio,AMB_MILL_GEAR,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,f5449f8230bbe011daa5867303db54f206bdc6ec3a3ca49d0b792c7a6a13d25f
BND_CRATER_MILL_V_04__A_TO_B,BND_CRATER_MILL_V_04,PAIR_CRATER_MILL,A_TO_B,Background,BG_ABANDONED_MILL,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,7c95793bed0cddd3c192d6171c0d134303c23d968c1184af60b62b05d4c3cfbf
BND_CRATER_MILL_V_04__A_TO_B,BND_CRATER_MILL_V_04,PAIR_CRATER_MILL,A_TO_B,Resource,POOL_RES_BOUND_CRATER_MILL,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,292a4059939467fcf4e2e0729330a3ec667615ed0e555df1baf71144a4a96f7e
BND_CRATER_MILL_V_04__A_TO_B,BND_CRATER_MILL_V_04,PAIR_CRATER_MILL,A_TO_B,Tile,MAT_MILLSTONE,AbandonedMill,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,50304c4956876559b3815c138a16df9b21173a634e78c3c158ddc2071bae5ba7
BND_CRATER_MILL_V_04__B_TO_A,BND_CRATER_MILL_V_04,PAIR_CRATER_MILL,B_TO_A,Audio,AMB_CRATER_WIND,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,15211750cf0a2eaa2aaabb733f621f1387fa8da0c8dfe2df5f9b4431252c9968
BND_CRATER_MILL_V_04__B_TO_A,BND_CRATER_MILL_V_04,PAIR_CRATER_MILL,B_TO_A,Background,BG_MOON_CRATER,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,b79b75407adec587862e2ffb6b98d44e8868ba02b83abdbe05fbd960039525bb
BND_CRATER_MILL_V_04__B_TO_A,BND_CRATER_MILL_V_04,PAIR_CRATER_MILL,B_TO_A,Resource,POOL_RES_BOUND_CRATER_MILL,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,e485601f17ad0905a8e0718369fcb6bb8450fda1772df27b0e97d718e0115233
BND_CRATER_MILL_V_04__B_TO_A,BND_CRATER_MILL_V_04,PAIR_CRATER_MILL,B_TO_A,Tile,MAT_MOONSTONE,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,4c32ecd2271de57c059555d72e5a814d3c59a0b5ead9559e3eef4b6df3bb9b7c
BND_CRATER_ROOT_H_01__A_TO_B,BND_CRATER_ROOT_H_01,PAIR_CRATER_ROOT,A_TO_B,Audio,AMB_CASSIA_CANOPY,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,2ec751ec1dfbef3963f7acac2b6086df8b4c662e6f8daf00369dd5c17df84b8c
BND_CRATER_ROOT_H_01__A_TO_B,BND_CRATER_ROOT_H_01,PAIR_CRATER_ROOT,A_TO_B,Background,BG_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,9446fadc39f726d1aa7d4b9b433aaf2aa625548de5fa26d5e72f6b9865028981
BND_CRATER_ROOT_H_01__A_TO_B,BND_CRATER_ROOT_H_01,PAIR_CRATER_ROOT,A_TO_B,Resource,POOL_RES_BOUND_CRATER_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,15436abc6d1c6d60fa8f2da10cc8625166299e54f26cda1c2c99b8d9047fc511
BND_CRATER_ROOT_H_01__A_TO_B,BND_CRATER_ROOT_H_01,PAIR_CRATER_ROOT,A_TO_B,Tile,MAT_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,fbe90681f04aa31b6f4a87aae86815fed8a166004efadab4f9fc9c16b4194b9a
BND_CRATER_ROOT_H_01__B_TO_A,BND_CRATER_ROOT_H_01,PAIR_CRATER_ROOT,B_TO_A,Audio,AMB_CRATER_WIND,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,6cd4d13467b71d5692f431853d5ce2ff173e6067a364991352f7b4f3d20c8a6f
BND_CRATER_ROOT_H_01__B_TO_A,BND_CRATER_ROOT_H_01,PAIR_CRATER_ROOT,B_TO_A,Background,BG_MOON_CRATER,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,4ccacb56d4ae5acc2755d908e1f9c12caae1228e500296b31db5578748be90c9
BND_CRATER_ROOT_H_01__B_TO_A,BND_CRATER_ROOT_H_01,PAIR_CRATER_ROOT,B_TO_A,Resource,POOL_RES_BOUND_CRATER_ROOT,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,ebd0d7ecc4b7eca54e3cd2d0bcac3e50473ad832b6951579466bd5188c5bf2c6
BND_CRATER_ROOT_H_01__B_TO_A,BND_CRATER_ROOT_H_01,PAIR_CRATER_ROOT,B_TO_A,Tile,MAT_MOONSTONE,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,5a289774f82627a6d240a352d2396cb96bcc536149fa19a6bcde2448884f3676
BND_CRATER_ROOT_H_02__A_TO_B,BND_CRATER_ROOT_H_02,PAIR_CRATER_ROOT,A_TO_B,Audio,AMB_CASSIA_CANOPY,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,60922a245b3261d8f56888b241dcf75612263636fd118e4cf7cf8e943d89797f
BND_CRATER_ROOT_H_02__A_TO_B,BND_CRATER_ROOT_H_02,PAIR_CRATER_ROOT,A_TO_B,Background,BG_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,23bbefbe28707f96bae3dd69bcc7985bb8fa23131ba45c0f938f4d76672d8c79
BND_CRATER_ROOT_H_02__A_TO_B,BND_CRATER_ROOT_H_02,PAIR_CRATER_ROOT,A_TO_B,Resource,POOL_RES_BOUND_CRATER_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,0551edc5d6d03ecae81c43fa3bae8fc9fb443533e9195db0917b0d633e25e8e6
BND_CRATER_ROOT_H_02__A_TO_B,BND_CRATER_ROOT_H_02,PAIR_CRATER_ROOT,A_TO_B,Tile,MAT_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,7d4683fadb9dd1a06a98b37e1cdd5b5bc8a85f0384e08de32e78fc1d847a923b
BND_CRATER_ROOT_H_02__B_TO_A,BND_CRATER_ROOT_H_02,PAIR_CRATER_ROOT,B_TO_A,Audio,AMB_CRATER_WIND,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,b5bda088c9701690016be9d8606316ab8690016264c60a41bcf325b169c28805
BND_CRATER_ROOT_H_02__B_TO_A,BND_CRATER_ROOT_H_02,PAIR_CRATER_ROOT,B_TO_A,Background,BG_MOON_CRATER,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,d58fbc97eda2ea1b0f648cf546d48530dc8a0016fd2cb489a32bed407787a3ea
BND_CRATER_ROOT_H_02__B_TO_A,BND_CRATER_ROOT_H_02,PAIR_CRATER_ROOT,B_TO_A,Resource,POOL_RES_BOUND_CRATER_ROOT,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,eebbad3c55b34ff7fd6a6473940dc2113d0fcc850f6b597796337ef1de4d140a
BND_CRATER_ROOT_H_02__B_TO_A,BND_CRATER_ROOT_H_02,PAIR_CRATER_ROOT,B_TO_A,Tile,MAT_MOONSTONE,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,8ef6bd79ad2cae98be1516db577aad196a751ac0534b7ddf7a6c4b161c7217c7
BND_CRATER_ROOT_H_03__A_TO_B,BND_CRATER_ROOT_H_03,PAIR_CRATER_ROOT,A_TO_B,Audio,AMB_CASSIA_CANOPY,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,7bb8edf616056a0c73bab517a72241c7b976afd47fe484685288b5d45f1c12d6
BND_CRATER_ROOT_H_03__A_TO_B,BND_CRATER_ROOT_H_03,PAIR_CRATER_ROOT,A_TO_B,Background,BG_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,ed0c24a5ab46a06cbb6460dfc44f57817847df36c140d3b054b56e6f5a7775f2
BND_CRATER_ROOT_H_03__A_TO_B,BND_CRATER_ROOT_H_03,PAIR_CRATER_ROOT,A_TO_B,Resource,POOL_RES_BOUND_CRATER_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,695667c80a4c03327f2f5b20d79d3cd1470d7774c21718911235cd27b01436c2
BND_CRATER_ROOT_H_03__A_TO_B,BND_CRATER_ROOT_H_03,PAIR_CRATER_ROOT,A_TO_B,Tile,MAT_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,078f2aab4b4ba885d2cfa51c1d9c97dc5186a14c246370d1a0c07f5aaebac61c
BND_CRATER_ROOT_H_03__B_TO_A,BND_CRATER_ROOT_H_03,PAIR_CRATER_ROOT,B_TO_A,Audio,AMB_CRATER_WIND,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,05b7a3df505d4d38ad2cc0f53ebb681ad0a7d2af5268d40c25a2789e2cccf25d
BND_CRATER_ROOT_H_03__B_TO_A,BND_CRATER_ROOT_H_03,PAIR_CRATER_ROOT,B_TO_A,Background,BG_MOON_CRATER,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,e43e6c722a62b701cdecc5e143d16f80fa8cc88656c986ff68327c763d76ad1d
BND_CRATER_ROOT_H_03__B_TO_A,BND_CRATER_ROOT_H_03,PAIR_CRATER_ROOT,B_TO_A,Resource,POOL_RES_BOUND_CRATER_ROOT,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,27819f08e3db4f9108a5374a68578292509e4b87ac04fd5644d3bd01502cf4e9
BND_CRATER_ROOT_H_03__B_TO_A,BND_CRATER_ROOT_H_03,PAIR_CRATER_ROOT,B_TO_A,Tile,MAT_MOONSTONE,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,dc889c2c4f73f2964a9430071b51fede02398df45e0cff475de2829ebc1b8ea3
BND_CRATER_ROOT_H_04__A_TO_B,BND_CRATER_ROOT_H_04,PAIR_CRATER_ROOT,A_TO_B,Audio,AMB_CASSIA_CANOPY,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,7c1484e47630535e890fbd1ebb55dd29dffc2d51c2e24999cd04bf9f6a7f2734
BND_CRATER_ROOT_H_04__A_TO_B,BND_CRATER_ROOT_H_04,PAIR_CRATER_ROOT,A_TO_B,Background,BG_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,ec5a4ea21f7b7a1f940c7e68c40aeaee5a775767ce669b82faf71045d109ec6b
BND_CRATER_ROOT_H_04__A_TO_B,BND_CRATER_ROOT_H_04,PAIR_CRATER_ROOT,A_TO_B,Resource,POOL_RES_BOUND_CRATER_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,f9233de2eb2e3a2c5c175af9f0ba9521df63c0592efe8e9514bfa361a1369923
BND_CRATER_ROOT_H_04__A_TO_B,BND_CRATER_ROOT_H_04,PAIR_CRATER_ROOT,A_TO_B,Tile,MAT_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,471da8fa24a6088ce4a01de38b234c5963a77d4570052295a261603df695c3dd
BND_CRATER_ROOT_H_04__B_TO_A,BND_CRATER_ROOT_H_04,PAIR_CRATER_ROOT,B_TO_A,Audio,AMB_CRATER_WIND,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,5eba0f38bf0d63fadb465a5a092314f1673e3601bdcb5bbac4cf695984520e51
BND_CRATER_ROOT_H_04__B_TO_A,BND_CRATER_ROOT_H_04,PAIR_CRATER_ROOT,B_TO_A,Background,BG_MOON_CRATER,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,21513a735ef33956aa1d56ce0115ea44f395d953a27984240824f264fced326a
BND_CRATER_ROOT_H_04__B_TO_A,BND_CRATER_ROOT_H_04,PAIR_CRATER_ROOT,B_TO_A,Resource,POOL_RES_BOUND_CRATER_ROOT,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,76fc11d98e026c221efe5f68909d549305a416e846f5be1694239d50af46b524
BND_CRATER_ROOT_H_04__B_TO_A,BND_CRATER_ROOT_H_04,PAIR_CRATER_ROOT,B_TO_A,Tile,MAT_MOONSTONE,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,06096f5e61d602725c285e706e085d1e4c0b4b489875dae528da970e734f2eb6
BND_CRATER_ROOT_V_01__A_TO_B,BND_CRATER_ROOT_V_01,PAIR_CRATER_ROOT,A_TO_B,Audio,AMB_CASSIA_CANOPY,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,0e9253a84c43fd96842b8269308a530f45f4c3ca3c42799d2456bc5ce019bb5b
BND_CRATER_ROOT_V_01__A_TO_B,BND_CRATER_ROOT_V_01,PAIR_CRATER_ROOT,A_TO_B,Background,BG_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,ed57abad2e49a44907c193e554db9f32579f4d1faf005c59b66ee6535f59cac9
BND_CRATER_ROOT_V_01__A_TO_B,BND_CRATER_ROOT_V_01,PAIR_CRATER_ROOT,A_TO_B,Resource,POOL_RES_BOUND_CRATER_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,7505ee992eb404b77bda2ab9a53894485163fd21d632fca9e77cf0902387e03a
BND_CRATER_ROOT_V_01__A_TO_B,BND_CRATER_ROOT_V_01,PAIR_CRATER_ROOT,A_TO_B,Tile,MAT_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,dc975971c2a5f3b7bc3ce5148d0521060dbd9c69023de9632add646791c7826b
BND_CRATER_ROOT_V_01__B_TO_A,BND_CRATER_ROOT_V_01,PAIR_CRATER_ROOT,B_TO_A,Audio,AMB_CRATER_WIND,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,9dbf24778d3fa81bb006a09b9a319bc918fe579ebba22ac7e3d38c778217e01b
BND_CRATER_ROOT_V_01__B_TO_A,BND_CRATER_ROOT_V_01,PAIR_CRATER_ROOT,B_TO_A,Background,BG_MOON_CRATER,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,236bd6a701dcf103ef888aeeec8b4a91b674428589ef971e753b6c9362407b49
BND_CRATER_ROOT_V_01__B_TO_A,BND_CRATER_ROOT_V_01,PAIR_CRATER_ROOT,B_TO_A,Resource,POOL_RES_BOUND_CRATER_ROOT,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,4ccdd2cc490887924b60d63870ee3ccc84012506c06736521d9e94fbeb47f2c7
BND_CRATER_ROOT_V_01__B_TO_A,BND_CRATER_ROOT_V_01,PAIR_CRATER_ROOT,B_TO_A,Tile,MAT_MOONSTONE,MoonCrater,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,ec69039a272c1d91576d8c7a327df4c5083fe2d1d6c4e28a86d6723a51e6b4d0
BND_CRATER_ROOT_V_02__A_TO_B,BND_CRATER_ROOT_V_02,PAIR_CRATER_ROOT,A_TO_B,Audio,AMB_CASSIA_CANOPY,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,6294d61bd143d0b59fcf4ebde35dde05bbedd6c55e3386090255f59e1356f043
BND_CRATER_ROOT_V_02__A_TO_B,BND_CRATER_ROOT_V_02,PAIR_CRATER_ROOT,A_TO_B,Background,BG_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,5346001219f07cfea8962f4db7efba08a6ff652c78717d5c8e82d304c6d32c1b
BND_CRATER_ROOT_V_02__A_TO_B,BND_CRATER_ROOT_V_02,PAIR_CRATER_ROOT,A_TO_B,Resource,POOL_RES_BOUND_CRATER_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,28d960d80e1c53f1dee5324829626051af20d18f3b9ac2a41f2eb0eb0fb7c38b
BND_CRATER_ROOT_V_02__A_TO_B,BND_CRATER_ROOT_V_02,PAIR_CRATER_ROOT,A_TO_B,Tile,MAT_CASSIA_ROOT,CassiaRoot,MAP08_WARNING_MIN_TWO_CATEGORIES,Context,935c9ca83bba384a71769557d72ec018986b308cd37d2d3d78033313ec6ab456
