socket_key,candidate_id,projection_id,direction,entry_side,exit_side,socket_signature,route_profile_id,tool_requirement,canonical_digest
SOCKET_BND_ROOT_MILL_H_01__B_TO_A,BND_ROOT_MILL_H_01,BND_ROOT_MILL_H_01__B_TO_A,B_TO_A,Right,Left,EDGE_H_MID_WALK,ROUTE_BND_ROOT_MILL_H_01,NONE,ba4f458bec2e2225af562b2714f2a7bc79e7d03bf336a4b34c1411213281c0ef
SOCKET_BND_ROOT_MILL_H_02__A_TO_B,BND_ROOT_MILL_H_02,BND_ROOT_MILL_H_02__A_TO_B,A_TO_B,Left,Right,EDGE_H_MID_WALK,ROUTE_BND_ROOT_MILL_H_02,NONE,a71567523fac02d5b127163753387a151a2a3d727e430e7e0ad1c40c727e1c93
SOCKET_BND_ROOT_MILL_H_02__B_TO_A,BND_ROOT_MILL_H_02,BND_ROOT_MILL_H_02__B_TO_A,B_TO_A,Right,Left,EDGE_H_MID_WALK,ROUTE_BND_ROOT_MILL_H_02,NONE,c666e23b73b3e5a22139fd77da6b0808f880132dfec04553698323f9fe7b94ab
SOCKET_BND_ROOT_MILL_H_03__A_TO_B,BND_ROOT_MILL_H_03,BND_ROOT_MILL_H_03__A_TO_B,A_TO_B,Left,Right,EDGE_H_MID_WALK,ROUTE_BND_ROOT_MILL_H_03,NONE,6958c52db86084fe90459af6df0d9bce7415f32bf428d7705f5b998c6d5be7b8
SOCKET_BND_ROOT_MILL_H_03__B_TO_A,BND_ROOT_MILL_H_03,BND_ROOT_MILL_H_03__B_TO_A,B_TO_A,Right,Left,EDGE_H_MID_WALK,ROUTE_BND_ROOT_MILL_H_03,NONE,f9331a5501d9b5aaf54a90d49b723875cd5b1c96edae60220872c0b44ca45bdf
SOCKET_BND_ROOT_MILL_H_04__A_TO_B,BND_ROOT_MILL_H_04,BND_ROOT_MILL_H_04__A_TO_B,A_TO_B,Left,Right,EDGE_H_MID_WALK,ROUTE_BND_ROOT_MILL_H_04,NONE,9b15beb70d12f4aa0b11cef303e544506e3e161967e0635571963597460ff1b8
SOCKET_BND_ROOT_MILL_H_04__B_TO_A,BND_ROOT_MILL_H_04,BND_ROOT_MILL_H_04__B_TO_A,B_TO_A,Right,Left,EDGE_H_MID_WALK,ROUTE_BND_ROOT_MILL_H_04,NONE,23138ab1daf2f7da212711c5417b85c10ab16f674b3b079cb2bdf413249ac1ae
SOCKET_BND_ROOT_MILL_V_01__A_TO_B,BND_ROOT_MILL_V_01,BND_ROOT_MILL_V_01__A_TO_B,A_TO_B,Down,Up,EDGE_V_CENTER_CLIMB,ROUTE_BND_ROOT_MILL_V_01,NONE,fefa5c8953acc0371c814f59eb21ae9a0acee22125f2a6efac1382ef8f65ce07
SOCKET_BND_ROOT_MILL_V_01__B_TO_A,BND_ROOT_MILL_V_01,BND_ROOT_MILL_V_01__B_TO_A,B_TO_A,Up,Down,EDGE_V_CENTER_CLIMB,ROUTE_BND_ROOT_MILL_V_01,NONE,6aa25c8c24fc916a3c57c65fcc61bb45badc178cb6a0f5bb6cce5e32eff297a4
SOCKET_BND_ROOT_MILL_V_02__A_TO_B,BND_ROOT_MILL_V_02,BND_ROOT_MILL_V_02__A_TO_B,A_TO_B,Down,Up,EDGE_V_CENTER_CLIMB,ROUTE_BND_ROOT_MILL_V_02,NONE,53805df8ddae3aafcaac8c3ca7db423b455932cfb63eeac129ef820de59b4876
SOCKET_BND_ROOT_MILL_V_02__B_TO_A,BND_ROOT_MILL_V_02,BND_ROOT_MILL_V_02__B_TO_A,B_TO_A,Up,Down,EDGE_V_CENTER_CLIMB,ROUTE_BND_ROOT_MILL_V_02,NONE,59e2704084c6d3524958be2e9900186a09332d0f23d345ed411f40afef1857f7
SOCKET_BND_ROOT_MILL_V_03__A_TO_B,BND_ROOT_MILL_V_03,BND_ROOT_MILL_V_03__A_TO_B,A_TO_B,Down,Up,EDGE_V_CENTER_CLIMB,ROUTE_BND_ROOT_MILL_V_03,NONE,f297830d02888d1ecb4baf6f62403cd66dba87bf5f7986670ebf7b53011988e6
SOCKET_BND_ROOT_MILL_V_03__B_TO_A,BND_ROOT_MILL_V_03,BND_ROOT_MILL_V_03__B_TO_A,B_TO_A,Up,Down,EDGE_V_CENTER_CLIMB,ROUTE_BND_ROOT_MILL_V_03,NONE,567869f27d4fa395dde6a6ac04648f67b933e6e8d712bc88c69e8930f0c29ec0
SOCKET_BND_ROOT_MILL_V_04__A_TO_B,BND_ROOT_MILL_V_04,BND_ROOT_MILL_V_04__A_TO_B,A_TO_B,Down,Up,EDGE_V_CENTER_CLIMB,ROUTE_BND_ROOT_MILL_V_04,NONE,1fdc45207eac1a3e8a1331bd947f3fb04e435ca23df2a14503cfcdc0097341a4
SOCKET_BND_ROOT_MILL_V_04__B_TO_A,BND_ROOT_MILL_V_04,BND_ROOT_MILL_V_04__B_TO_A,B_TO_A,Up,Down,EDGE_V_CENTER_CLIMB,ROUTE_BND_ROOT_MILL_V_04,NONE,06f00f6044ddf918bba5f2f9ba2366172e8e92118c13e069843a54c229b12f7d
