candidate_id,schema_version,pair_id,biome_a,biome_b,orientation,variant_index,route_profile_id,tile_profile_id,background_profile_id,resource_profile_id,audio_profile_id,source_map08_pair_digest,source_map08_warning_policy_digest,tile_digest,socket_digest,warning_digest,canonical_digest
BND_ROOT_DOUGH_H_01,map21_06.boundary_candidate.v1,PAIR_ROOT_DOUGH,CassiaRoot,MoonDough,Horizontal,1,ROUTE_BND_ROOT_DOUGH_H_01,TILE_BOUND_TUNNEL,BACKGROUND_BOUND_TUNNEL,POOL_RES_BOUND_ROOT_DOUGH,AUDIO_ROOT_DOUGH,47defd8b5d4916222163ec30cfd4af300e845b552f2b3327319cfc29529d8a3f,73450d44b71519e04694b5df4e8060b71f822c7b24c10b5ec24051663f1bbd8a,fe967b37e23188dd280062e8e785919b08b115d9be461dfd8f5f1b8af2f3442c,c281453e25c332bdc976b03db5a65b3aacbaebab731d723ba5f7629a97f509da,1c9ee1afc331c54314de73beb0beeade61737240814dbad6a014ee51388f1ca1,919f0dbfdaf0701df628482c16282991ef28bb39491386f8d78b0f083545c6a4
BND_ROOT_DOUGH_H_02,map21_06.boundary_candidate.v1,PAIR_ROOT_DOUGH,CassiaRoot,MoonDough,Horizontal,2,ROUTE_BND_ROOT_DOUGH_H_02,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_ROOT_DOUGH,AUDIO_ROOT_DOUGH,47defd8b5d4916222163ec30cfd4af300e845b552f2b3327319cfc29529d8a3f,73450d44b71519e04694b5df4e8060b71f822c7b24c10b5ec24051663f1bbd8a,b571e5dd38d1bc7278458f11a08e27623f0fc87570c711e90373fd29f9e33d20,fbb29d1747c65d4c7741050b326e80889592785f547653aafc3cb1385e6ee1cd,2cb2adf569fd7119d586815f4c7a5ae4a6a8f84b6079646cfc2a5be9eea274ba,8f32a7b21a49e2ea94fb9bdf5a4c0e0c95d3212225b742a8fd01d90bcd3cd67d
BND_ROOT_DOUGH_H_03,map21_06.boundary_candidate.v1,PAIR_ROOT_DOUGH,CassiaRoot,MoonDough,Horizontal,3,ROUTE_BND_ROOT_DOUGH_H_03,TILE_BOUND_TUNNEL,BACKGROUND_BOUND_TUNNEL,POOL_RES_BOUND_ROOT_DOUGH,AUDIO_ROOT_DOUGH,47defd8b5d4916222163ec30cfd4af300e845b552f2b3327319cfc29529d8a3f,73450d44b71519e04694b5df4e8060b71f822c7b24c10b5ec24051663f1bbd8a,09150d1d88f0a4ee8963d02c61002a6dd12a30b8eea8239f56037b293047648a,7a71842d5c7674def135f94f2648c8f08abe9eca096d96208dd995be0fb5a0a6,523b0652710e27355457b8d1009c0b2d54ee1bc5fc276a016b8139f4f19fb9a8,ac19d359b74fb8a9e02ec7e9d7b6c5cba0f7ce35dcc62d75022d8ebe3b63fd63
BND_ROOT_DOUGH_H_04,map21_06.boundary_candidate.v1,PAIR_ROOT_DOUGH,CassiaRoot,MoonDough,Horizontal,4,ROUTE_BND_ROOT_DOUGH_H_04,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_ROOT_DOUGH,AUDIO_ROOT_DOUGH,47defd8b5d4916222163ec30cfd4af300e845b552f2b3327319cfc29529d8a3f,73450d44b71519e04694b5df4e8060b71f822c7b24c10b5ec24051663f1bbd8a,d4921a04c5c0f00a10b701cfa3a477d57735db409d24791dc5ab5209e8ab0a72,659118100ca27f1f23491eda565f203cd3b364c45fe3d81b53d52de986fd1819,12e8a5a8ebcaf19aed60d0973284ef0e7d5cc9582ad58a60bb27e1348ca5551f,2968ea6212250c5d7264aea251df02b3ac0987566db8afd924d960ca8c38285c
BND_ROOT_DOUGH_V_01,map21_06.boundary_candidate.v1,PAIR_ROOT_DOUGH,CassiaRoot,MoonDough,Vertical,1,ROUTE_BND_ROOT_DOUGH_V_01,TILE_BOUND_TUNNEL,BACKGROUND_BOUND_TUNNEL,POOL_RES_BOUND_ROOT_DOUGH,AUDIO_ROOT_DOUGH,47defd8b5d4916222163ec30cfd4af300e845b552f2b3327319cfc29529d8a3f,73450d44b71519e04694b5df4e8060b71f822c7b24c10b5ec24051663f1bbd8a,5f38e1c6dc7851decec8cf210642a339a1f7b1386e035f5563cbd9990c3a96e9,bbb70697137a7f44b4cc040e8016ad67ea6153b830e1ddf61889f2922ac2b0b6,39df1d6b640f8d1d118f8374bffc20b871afd60e656f7e7bf64bd2f20fbcf630,2bda2272cb57f9cbc10d58096afd17d2aa1d93266755b853d3b7ea69613d1956
BND_ROOT_DOUGH_V_02,map21_06.boundary_candidate.v1,PAIR_ROOT_DOUGH,CassiaRoot,MoonDough,Vertical,2,ROUTE_BND_ROOT_DOUGH_V_02,TILE_BOUND_LAYER,BACKGROUND_BOUND_LAYER,POOL_RES_BOUND_ROOT_DOUGH,AUDIO_ROOT_DOUGH,47defd8b5d4916222163ec30cfd4af300e845b552f2b3327319cfc29529d8a3f,73450d44b71519e04694b5df4e8060b71f822c7b24c10b5ec24051663f1bbd8a,1df8ad59a08ad312328e01076962243f41841bf8e1b7e0bf68ae109486140065,08ff5bca36f95dfa7fef9617345616ce99bc07e7bde80fe18e282873d473eed6,655757f876665dbbae7b6b0232292e083b9a91d909906cb7cd80a1e352acafd8,d30781911f20a14c865d72213ceeceff36a30d3026aea22e7181acc681e53d01
BND_ROOT_DOUGH_V_03,map21_06.boundary_candidate.v1,PAIR_ROOT_DOUGH,CassiaRoot,MoonDough,Vertical,3,ROUTE_BND_ROOT_DOUGH_V_03,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_ROOT_DOUGH,AUDIO_ROOT_DOUGH,47defd8b5d4916222163ec30cfd4af300e845b552f2b3327319cfc29529d8a3f,73450d44b71519e04694b5df4e8060b71f822c7b24c10b5ec24051663f1bbd8a,c5331f95aa3afe0101dd7721f2758713ada7b652b6ed01c7444ac779be6cea2f,70c0cbf8d60a679723aa2039965d777c4aae2a322677d58f34864b274b5c8ea5,3a7c92934a97c4505712c8b0cb5a0ee0be5323b6fe477c83806f39a6685ca0ac,d2e170a4e6709bff445ae8fd9e8950585c43db57d272c16ddcd85b852674121e
BND_ROOT_DOUGH_V_04,map21_06.boundary_candidate.v1,PAIR_ROOT_DOUGH,CassiaRoot,MoonDough,Vertical,4,ROUTE_BND_ROOT_DOUGH_V_04,TILE_BOUND_TUNNEL,BACKGROUND_BOUND_TUNNEL,POOL_RES_BOUND_ROOT_DOUGH,AUDIO_ROOT_DOUGH,47defd8b5d4916222163ec30cfd4af300e845b552f2b3327319cfc29529d8a3f,73450d44b71519e04694b5df4e8060b71f822c7b24c10b5ec24051663f1bbd8a,5e3bef0512c9173be8088b32a2aa54e5798bef3eb3167c7bccc9f2398afa193f,a3bb26914e2ce862d13a7a59626801af1321310762486b6bae8c33914dd34aa1,93e4d0724abad95ddde568658a67258d7f072e92a7845096e645918f6f5124db,d38328383d608d8759c30a549b86b1074373821303ebc457eb34b8fbd4361b38
BND_ROOT_MILL_H_01,map21_06.boundary_candidate.v1,PAIR_ROOT_MILL,CassiaRoot,AbandonedMill,Horizontal,1,ROUTE_BND_ROOT_MILL_H_01,TILE_BOUND_RUIN,BACKGROUND_BOUND_RUIN,POOL_RES_BOUND_ROOT_MILL,AUDIO_ROOT_MILL,d55ae36885a9a53193f623f709ed139d575832404c0cf7dc9f4228d890929a20,c81e1510356699858defb63e25e0fa4075f629f494ace4ef57d2b994075f655b,bc4fce59867b7f920943c8d3a732762ea83416063d3263724c409ba7caf8c1f6,1f7853d81bfc9f3ce1012ca08abd0a7fb555d31e98e11f6e68135346f9efa8f8,80928192f4b1927b17dd6d388bcc14144fb25d0cbbc29cac29c9357ff57aa889,ee0c0359886d8a73ecb70efb5fee79048e6a0a551c393a50041116527fddbecc
BND_ROOT_MILL_H_02,map21_06.boundary_candidate.v1,PAIR_ROOT_MILL,CassiaRoot,AbandonedMill,Horizontal,2,ROUTE_BND_ROOT_MILL_H_02,TILE_BOUND_TUNNEL,BACKGROUND_BOUND_TUNNEL,POOL_RES_BOUND_ROOT_MILL,AUDIO_ROOT_MILL,d55ae36885a9a53193f623f709ed139d575832404c0cf7dc9f4228d890929a20,c81e1510356699858defb63e25e0fa4075f629f494ace4ef57d2b994075f655b,67cd64fbee25c8130d98c44997ded0a8318bb49728b60dbe2d2e6265f2f58205,68dd83ad05846aaa01a6fdcf9ed67c28d7a4bee7f2a50db699c9c506487d1550,ddedc51c3afe5c2633b0dc5ed2a3e0a8040631927d29fb60d064947b41ded860,8147891f4b11545bb6b3c4d2b9ef16219c7bc114d6b0afc410d48bb69d065b04
BND_ROOT_MILL_H_03,map21_06.boundary_candidate.v1,PAIR_ROOT_MILL,CassiaRoot,AbandonedMill,Horizontal,3,ROUTE_BND_ROOT_MILL_H_03,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_ROOT_MILL,AUDIO_ROOT_MILL,d55ae36885a9a53193f623f709ed139d575832404c0cf7dc9f4228d890929a20,c81e1510356699858defb63e25e0fa4075f629f494ace4ef57d2b994075f655b,5dc68083e9b64c4f80e46509c9efad5f710ec5402f18ff5e8eb97a450f44eb5f,1ca6098bc7b61832e9625454cf1139c53d09187c17049b341f35b5fda89ecf58,f5205c291188bf4fe20ca452d457566351534d20b5b9579627f8afb33ba20e22,c1399a631dfd61111d7940509bd06f369f16672599e01818b06eb5fcfaa4351e
BND_ROOT_MILL_H_04,map21_06.boundary_candidate.v1,PAIR_ROOT_MILL,CassiaRoot,AbandonedMill,Horizontal,4,ROUTE_BND_ROOT_MILL_H_04,TILE_BOUND_RUIN,BACKGROUND_BOUND_RUIN,POOL_RES_BOUND_ROOT_MILL,AUDIO_ROOT_MILL,d55ae36885a9a53193f623f709ed139d575832404c0cf7dc9f4228d890929a20,c81e1510356699858defb63e25e0fa4075f629f494ace4ef57d2b994075f655b,88c3a1b5bad0446737ad9ac754f976510cb79889f81ca0e5ff796f2c23a9c63d,2a08d49db1b3dc3eac45e2533d87974fd63db2da75a7ceff47602fd867360d6c,467dc974e2d5438c3cf9905a0c680fa20386768df9c7295c9eb56a5a674115f0,2e79ee090d938367ce72f1354ef4fcfd9e2360e803fe48dbe9eec9225bfc13e4
BND_ROOT_MILL_V_01,map21_06.boundary_candidate.v1,PAIR_ROOT_MILL,CassiaRoot,AbandonedMill,Vertical,1,ROUTE_BND_ROOT_MILL_V_01,TILE_BOUND_RUIN,BACKGROUND_BOUND_RUIN,POOL_RES_BOUND_ROOT_MILL,AUDIO_ROOT_MILL,d55ae36885a9a53193f623f709ed139d575832404c0cf7dc9f4228d890929a20,c81e1510356699858defb63e25e0fa4075f629f494ace4ef57d2b994075f655b,f06dd8eeab8c3a82dbf42017be05729247cdd7a827e091d4eb85b031a63cf51e,c97217e4676c65a9cc2799283b0b68dc472b7cf06776257c49e37a885a72e647,49086b9c499e1d68d49d7ac20b6eea98e40ab1bae104700f7ed0b3696e33db78,96f60e5bca3453cd4d8ea9c94f4734ffa76d9b4cb52e2fbfe585fff474971ce7
BND_ROOT_MILL_V_02,map21_06.boundary_candidate.v1,PAIR_ROOT_MILL,CassiaRoot,AbandonedMill,Vertical,2,ROUTE_BND_ROOT_MILL_V_02,TILE_BOUND_TUNNEL,BACKGROUND_BOUND_TUNNEL,POOL_RES_BOUND_ROOT_MILL,AUDIO_ROOT_MILL,d55ae36885a9a53193f623f709ed139d575832404c0cf7dc9f4228d890929a20,c81e1510356699858defb63e25e0fa4075f629f494ace4ef57d2b994075f655b,50ff133a411e9cb56ead9bb0986a84486bf2142a71f216f88ae81698a06a58c3,285e9b8a006dc0eb6c6024a747329555312ff12cef6c7ea3cb09daf5a7aea0de,88181d15ade25666b7299a09dc21f46af8edade253607ce9807c87b255859d9d,80d878947dbb13639a0ddb927400787ac43ca3b1c8c39bd86adfc6c128948a01
BND_ROOT_MILL_V_03,map21_06.boundary_candidate.v1,PAIR_ROOT_MILL,CassiaRoot,AbandonedMill,Vertical,3,ROUTE_BND_ROOT_MILL_V_03,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_ROOT_MILL,AUDIO_ROOT_MILL,d55ae36885a9a53193f623f709ed139d575832404c0cf7dc9f4228d890929a20,c81e1510356699858defb63e25e0fa4075f629f494ace4ef57d2b994075f655b,c5738f653130191b879347ee21b32d9ff666f999ea3da6950fc273ce91df42db,e737ab8542a34628f9fbd99a8f19212437123070d4023f4b47bcce1dbccca94a,719bebc5f7274c9fe9bdbe34652c96316cb907e47acb18df45bf5cb1ca0766f2,335cf969c8e1de8a1c6c049bdd3c1c4c046b168539245360a4bf928a8a9473fb
BND_ROOT_MILL_V_04,map21_06.boundary_candidate.v1,PAIR_ROOT_MILL,CassiaRoot,AbandonedMill,Vertical,4,ROUTE_BND_ROOT_MILL_V_04,TILE_BOUND_RUIN,BACKGROUND_BOUND_RUIN,POOL_RES_BOUND_ROOT_MILL,AUDIO_ROOT_MILL,d55ae36885a9a53193f623f709ed139d575832404c0cf7dc9f4228d890929a20,c81e1510356699858defb63e25e0fa4075f629f494ace4ef57d2b994075f655b,f42f5874a6ec9962796fb899ef7449c92bf003c36ddf9a421d36121c56d78c61,f7b4219de4a51ef41732988f7d7d8ef8914633f815e7fd72517643b9f59ac079,9861720e6faab1d06b18eec37e32855e0e021b3574be37095d3662ba7fd8fe4a,506bccfecd68aaba7d47a13ae9e525ab1da12575cbe569ef789dec6997793a96
