sector_recipe_id,chunk_x,chunk_y,cell_role,fixed_microchunk_id,microchunk_pool_id,required_usage_class,required_route_roles,required_biome_ids,required_signature_l,required_signature_r,required_signature_u,required_signature_d,transform_policy,notes
SEC_SPECIAL_BOSS_ARENA_01,2,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,3,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,0,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,1,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,2,1,SPECIAL_ANCHOR,MC_SPECIAL_EVENT_ROOM_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,3,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,0,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,1,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,2,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,3,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,0,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,1,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,2,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,3,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
