proof_id,ordinal,action,state_before,state_after,predicate_passed
"b21789eaaf814cd52ae0abfe3c6e5252975d90e4a424866f96ae72ad4c2bb2c7","15","MOVE|74004c50147eb4af54c7c3beb9c82282fb0d23628aa3c2e2a588301c04e965f4","SV5_TRACE_RMAP13|44a22e8a2bf4736c80a7476cdfcc927f62cfa6a507e5e5c2b962578b1291e105|7|3|1|1|1","SV5_TRACE_RMAP13|27c240714909ea80879f433650a042eb740f8b586e9b43a6376e2a188dba3c67|7|3|1|1|1","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","0","MOVE|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|0|0|0|0|0","SV5_TRACE_RMAP13|074b9996b4a439df4de40e48099d1df36afbea6dc71dfd35dbd88b2d72278db2|0|0|0|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","1","ACQUIRE|MooncoreOre","SV5_TRACE_RMAP13|074b9996b4a439df4de40e48099d1df36afbea6dc71dfd35dbd88b2d72278db2|0|0|0|0|0","SV5_TRACE_RMAP13|074b9996b4a439df4de40e48099d1df36afbea6dc71dfd35dbd88b2d72278db2|1|1|0|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","2","MOVE|21e6a90771dd0ec3a5924c7bed7cedd6df7b87118024ccd550005017a8e7ebd0","SV5_TRACE_RMAP13|074b9996b4a439df4de40e48099d1df36afbea6dc71dfd35dbd88b2d72278db2|1|1|0|0|0","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|1|1|0|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","3","MOVE|b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|1|1|0|0|0","SV5_TRACE_RMAP13|4d2f3947cda6d83ffe46e375d247485ed93f8716ccee3e585ff055ea8ce50707|1|1|0|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","4","ACQUIRE|CondensedCoefficientSap","SV5_TRACE_RMAP13|4d2f3947cda6d83ffe46e375d247485ed93f8716ccee3e585ff055ea8ce50707|1|1|0|0|0","SV5_TRACE_RMAP13|4d2f3947cda6d83ffe46e375d247485ed93f8716ccee3e585ff055ea8ce50707|3|2|0|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","5","MOVE|16f8c96de43cf0ec7882d78bdcae5b4cc79a1e08fd38fcfbbb7e90b19bfc8998","SV5_TRACE_RMAP13|4d2f3947cda6d83ffe46e375d247485ed93f8716ccee3e585ff055ea8ce50707|3|2|0|0|0","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|3|2|0|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","6","MOVE|93f752cf7b8f813c7187a636bc069c5d6f346ab0cc35ccae94931bdb9059f48f","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|3|2|0|0|0","SV5_TRACE_RMAP13|13933f09ce4b0d3a0dc80937a24466faed6d3870661471ec7c307af7e78a40c5|3|2|0|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","7","ACQUIRE|DeepStarYeast","SV5_TRACE_RMAP13|13933f09ce4b0d3a0dc80937a24466faed6d3870661471ec7c307af7e78a40c5|3|2|0|0|0","SV5_TRACE_RMAP13|13933f09ce4b0d3a0dc80937a24466faed6d3870661471ec7c307af7e78a40c5|7|3|0|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","8","MOVE|be0aa26aa7cc3b03c3fcd8635bf07caf7940fd71048ae99a89807ebb540d3f29","SV5_TRACE_RMAP13|13933f09ce4b0d3a0dc80937a24466faed6d3870661471ec7c307af7e78a40c5|7|3|0|0|0","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|7|3|0|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","9","MOVE|a98881f4240397805efa4bd7a49fec0d564a271544864f5fdd66657aed45cdff","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|7|3|0|0|0","SV5_TRACE_RMAP13|25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c|7|3|0|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","10","FORGE|MAKE_SEAL","SV5_TRACE_RMAP13|25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c|7|3|0|0|0","SV5_TRACE_RMAP13|25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c|7|3|1|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","11","MOVE|29dc755094886d48300e9f8cf0fb0e54f09125a29c2fac78855bda7885f7dbaa","SV5_TRACE_RMAP13|25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c|7|3|1|0|0","SV5_TRACE_RMAP13|3a940bd17917accb8b86ed854685e791096281c72956719915c96ba4eba00b22|7|3|1|0|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","12","SEAL|OPEN","SV5_TRACE_RMAP13|3a940bd17917accb8b86ed854685e791096281c72956719915c96ba4eba00b22|7|3|1|0|0","SV5_TRACE_RMAP13|3a940bd17917accb8b86ed854685e791096281c72956719915c96ba4eba00b22|7|3|1|1|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","13","MOVE|88ee0ec82e323424ac35c6a0686f4ad0fe97710744d3eba9277c1b5343f18ac2","SV5_TRACE_RMAP13|3a940bd17917accb8b86ed854685e791096281c72956719915c96ba4eba00b22|7|3|1|1|0","SV5_TRACE_RMAP13|44a22e8a2bf4736c80a7476cdfcc927f62cfa6a507e5e5c2b962578b1291e105|7|3|1|1|0","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","14","BOSS|PLANNED_COMPLETION_EVENT","SV5_TRACE_RMAP13|44a22e8a2bf4736c80a7476cdfcc927f62cfa6a507e5e5c2b962578b1291e105|7|3|1|1|0","SV5_TRACE_RMAP13|44a22e8a2bf4736c80a7476cdfcc927f62cfa6a507e5e5c2b962578b1291e105|7|3|1|1|1","True"
"bbee3c3a46b17c8c7adbb042267304566da30fd83826c8d996224a5ff31369db","15","MOVE|74004c50147eb4af54c7c3beb9c82282fb0d23628aa3c2e2a588301c04e965f4","SV5_TRACE_RMAP13|44a22e8a2bf4736c80a7476cdfcc927f62cfa6a507e5e5c2b962578b1291e105|7|3|1|1|1","SV5_TRACE_RMAP13|27c240714909ea80879f433650a042eb740f8b586e9b43a6376e2a188dba3c67|7|3|1|1|1","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","0","MOVE|93f752cf7b8f813c7187a636bc069c5d6f346ab0cc35ccae94931bdb9059f48f","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|0|0|0|0|0","SV5_TRACE_RMAP13|13933f09ce4b0d3a0dc80937a24466faed6d3870661471ec7c307af7e78a40c5|0|0|0|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","1","ACQUIRE|DeepStarYeast","SV5_TRACE_RMAP13|13933f09ce4b0d3a0dc80937a24466faed6d3870661471ec7c307af7e78a40c5|0|0|0|0|0","SV5_TRACE_RMAP13|13933f09ce4b0d3a0dc80937a24466faed6d3870661471ec7c307af7e78a40c5|4|1|0|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","2","MOVE|be0aa26aa7cc3b03c3fcd8635bf07caf7940fd71048ae99a89807ebb540d3f29","SV5_TRACE_RMAP13|13933f09ce4b0d3a0dc80937a24466faed6d3870661471ec7c307af7e78a40c5|4|1|0|0|0","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|4|1|0|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","3","MOVE|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|4|1|0|0|0","SV5_TRACE_RMAP13|074b9996b4a439df4de40e48099d1df36afbea6dc71dfd35dbd88b2d72278db2|4|1|0|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","4","ACQUIRE|MooncoreOre","SV5_TRACE_RMAP13|074b9996b4a439df4de40e48099d1df36afbea6dc71dfd35dbd88b2d72278db2|4|1|0|0|0","SV5_TRACE_RMAP13|074b9996b4a439df4de40e48099d1df36afbea6dc71dfd35dbd88b2d72278db2|5|2|0|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","5","MOVE|21e6a90771dd0ec3a5924c7bed7cedd6df7b87118024ccd550005017a8e7ebd0","SV5_TRACE_RMAP13|074b9996b4a439df4de40e48099d1df36afbea6dc71dfd35dbd88b2d72278db2|5|2|0|0|0","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|5|2|0|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","6","MOVE|b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|5|2|0|0|0","SV5_TRACE_RMAP13|4d2f3947cda6d83ffe46e375d247485ed93f8716ccee3e585ff055ea8ce50707|5|2|0|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","7","ACQUIRE|CondensedCoefficientSap","SV5_TRACE_RMAP13|4d2f3947cda6d83ffe46e375d247485ed93f8716ccee3e585ff055ea8ce50707|5|2|0|0|0","SV5_TRACE_RMAP13|4d2f3947cda6d83ffe46e375d247485ed93f8716ccee3e585ff055ea8ce50707|7|3|0|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","8","MOVE|16f8c96de43cf0ec7882d78bdcae5b4cc79a1e08fd38fcfbbb7e90b19bfc8998","SV5_TRACE_RMAP13|4d2f3947cda6d83ffe46e375d247485ed93f8716ccee3e585ff055ea8ce50707|7|3|0|0|0","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|7|3|0|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","9","MOVE|a98881f4240397805efa4bd7a49fec0d564a271544864f5fdd66657aed45cdff","SV5_TRACE_RMAP13|9f205e3136515f7b3ccb77c93c7238adefb24933728722c9e29b0a0d6b6fcd47|7|3|0|0|0","SV5_TRACE_RMAP13|25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c|7|3|0|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","10","FORGE|MAKE_SEAL","SV5_TRACE_RMAP13|25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c|7|3|0|0|0","SV5_TRACE_RMAP13|25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c|7|3|1|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","11","MOVE|29dc755094886d48300e9f8cf0fb0e54f09125a29c2fac78855bda7885f7dbaa","SV5_TRACE_RMAP13|25106024ba2b119900ae0ddd27b4ed5900cd904288ad09482650f35774c4eb1c|7|3|1|0|0","SV5_TRACE_RMAP13|3a940bd17917accb8b86ed854685e791096281c72956719915c96ba4eba00b22|7|3|1|0|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","12","SEAL|OPEN","SV5_TRACE_RMAP13|3a940bd17917accb8b86ed854685e791096281c72956719915c96ba4eba00b22|7|3|1|0|0","SV5_TRACE_RMAP13|3a940bd17917accb8b86ed854685e791096281c72956719915c96ba4eba00b22|7|3|1|1|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","13","MOVE|88ee0ec82e323424ac35c6a0686f4ad0fe97710744d3eba9277c1b5343f18ac2","SV5_TRACE_RMAP13|3a940bd17917accb8b86ed854685e791096281c72956719915c96ba4eba00b22|7|3|1|1|0","SV5_TRACE_RMAP13|44a22e8a2bf4736c80a7476cdfcc927f62cfa6a507e5e5c2b962578b1291e105|7|3|1|1|0","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","14","BOSS|PLANNED_COMPLETION_EVENT","SV5_TRACE_RMAP13|44a22e8a2bf4736c80a7476cdfcc927f62cfa6a507e5e5c2b962578b1291e105|7|3|1|1|0","SV5_TRACE_RMAP13|44a22e8a2bf4736c80a7476cdfcc927f62cfa6a507e5e5c2b962578b1291e105|7|3|1|1|1","True"
"d21516a37b64e3a991dd06874043600c1b4fd6f71407e09b4036721e5a726792","15","MOVE|74004c50147eb4af54c7c3beb9c82282fb0d23628aa3c2e2a588301c04e965f4","SV5_TRACE_RMAP13|44a22e8a2bf4736c80a7476cdfcc927f62cfa6a507e5e5c2b962578b1291e105|7|3|1|1|1","SV5_TRACE_RMAP13|27c240714909ea80879f433650a042eb740f8b586e9b43a6376e2a188dba3c67|7|3|1|1|1","True"
