edge_id,from_vertex,to_vertex,kind,loop_id
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_071e519de6c295adb1fe","SV5_INFILL_ROOM_071e519de6c295adb1fe","SV5_INFILL_ROOM_0b37330b20cc0a7ce9c9","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0721ca040a4fb03db0b5","SV5_INFILL_ROOM_0721ca040a4fb03db0b5","SV5_INFILL_ROOM_004a21fe679a80497ef7","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0740dfaa546673a8b5c1","SV5_INFILL_ROOM_0740dfaa546673a8b5c1","SV5_INFILL_ROOM_012515d71cbb8a4aa159","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_077c8203eda478d84a8a","SV5_INFILL_ROOM_077c8203eda478d84a8a","SV5_INFILL_ROOM_068c7c9992134cb31e50","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_07ae130cd11db41e86f7","SV5_INFILL_ROOM_07ae130cd11db41e86f7","SV5_INFILL_ROOM_01c1477b3c55cfc6e110","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_07af10cb4acde894de2d","SV5_INFILL_ROOM_07af10cb4acde894de2d","SV5_INFILL_ROOM_0584c23697100b09d0ae","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_07e007d06ec3f751ba08","SV5_INFILL_ROOM_07e007d06ec3f751ba08","SV5_INFILL_ROOM_050904725fdcd82ff28e","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_07fb3ac254e765673737","SV5_INFILL_ROOM_07fb3ac254e765673737","SV5_OPTIONAL_04","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_085ccdd2aab522478401","SV5_INFILL_ROOM_085ccdd2aab522478401","SV5_INFILL_ROOM_07fb3ac254e765673737","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_08841863b709bc42cfdb","SV5_INFILL_ROOM_08841863b709bc42cfdb","SV5_OPTIONAL_01","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_088b52ae78584124831f","SV5_INFILL_ROOM_088b52ae78584124831f","SV5_INFILL_ROOM_01f1deda8d91f26fc910","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_088f25cbc663d6d3b7a4","SV5_INFILL_ROOM_088f25cbc663d6d3b7a4","SV5_OPTIONAL_00","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0906eed53b6b0073b19f","SV5_INFILL_ROOM_0906eed53b6b0073b19f","SV5_INFILL_ROOM_02317cbd349a906d55ab","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0909a36ec6e7704afdde","SV5_INFILL_ROOM_0909a36ec6e7704afdde","SV5_INFILL_ROOM_1b1a069b5675bac4c797","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_090d026d03e4c895fe2f","SV5_INFILL_ROOM_090d026d03e4c895fe2f","SV5_INFILL_ROOM_0274815fcd6818f05a6a","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0975974720d7a7ab44f2","SV5_INFILL_ROOM_0975974720d7a7ab44f2","SV5_INFILL_ROOM_0c69ae74af31ab21da75","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_09beaf6f785387326af3","SV5_INFILL_ROOM_09beaf6f785387326af3","SV5_INFILL_ROOM_01436909100db22b451e","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_09cb99c9abddc7fd396e","SV5_INFILL_ROOM_09cb99c9abddc7fd396e","SV5_OPTIONAL_03","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0a0176e55952a06363c6","SV5_INFILL_ROOM_0a0176e55952a06363c6","SV5_OPTIONAL_11","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0a107f903c1e96b3791e","SV5_INFILL_ROOM_0a107f903c1e96b3791e","SV5_INFILL_ROOM_057683d5fe82e4d2d316","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0a31f8299bcf4e6b93c9","SV5_INFILL_ROOM_0a31f8299bcf4e6b93c9","SV5_INFILL_ROOM_09beaf6f785387326af3","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0a36c81afd9dafbde939","SV5_INFILL_ROOM_0a36c81afd9dafbde939","SV5_INFILL_ROOM_06221a856d3548df6440","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0a876125fd11905b88fc","SV5_INFILL_ROOM_0a876125fd11905b88fc","SV5_INFILL_ROOM_02515634e73d42bbbebe","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0ae6927cb63168de9a09","SV5_INFILL_ROOM_0ae6927cb63168de9a09","SV5_OPTIONAL_09","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0b37330b20cc0a7ce9c9","SV5_INFILL_ROOM_0b37330b20cc0a7ce9c9","SV5_INFILL_ROOM_0348461d960659e46de4","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0b825bde62b1eee79257","SV5_INFILL_ROOM_0b825bde62b1eee79257","SV5_OPTIONAL_12","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0c69ae74af31ab21da75","SV5_INFILL_ROOM_0c69ae74af31ab21da75","SV5_INFILL_ROOM_02ae7414022cdad35012","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0c74848c713648c23e1f","SV5_INFILL_ROOM_0c74848c713648c23e1f","SV5_INFILL_ROOM_042225214705273a5475","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0c97bc8d682a1b5e9ce0","SV5_INFILL_ROOM_0c97bc8d682a1b5e9ce0","SV5_INFILL_ROOM_0555f7159cc5807eccd0","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0cf3150abb2be197bdc3","SV5_INFILL_ROOM_0cf3150abb2be197bdc3","SV5_INFILL_ROOM_00cf93b8e5daaa4b04e1","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0d63595f6cd949c1a932","SV5_INFILL_ROOM_0d63595f6cd949c1a932","SV5_OPTIONAL_05","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0d6757c798ece8ef8ef4","SV5_INFILL_ROOM_0d6757c798ece8ef8ef4","SV5_INFILL_ROOM_046863d4c69cd86e081e","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0d8cf875280fe40a6142","SV5_INFILL_ROOM_0d8cf875280fe40a6142","SV5_OPTIONAL_12","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0dab25b86c4a80f558fb","SV5_INFILL_ROOM_0dab25b86c4a80f558fb","SV5_INFILL_ROOM_00b4a4fe56b192880b8c","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0dbd53f17d6303f0e39e","SV5_INFILL_ROOM_0dbd53f17d6303f0e39e","SV5_INFILL_ROOM_0975974720d7a7ab44f2","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0e03c89fc44cb27c66ab","SV5_INFILL_ROOM_0e03c89fc44cb27c66ab","SV5_OPTIONAL_04","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0e1d0458b0d793642356","SV5_INFILL_ROOM_0e1d0458b0d793642356","SV5_INFILL_ROOM_0193b889fad304bdfe2d","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0e316ce78212c7a7aa18","SV5_INFILL_ROOM_0e316ce78212c7a7aa18","SV5_INFILL_ROOM_014ff8b35cb7a06ee610","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0eaf7a838d77541f94b1","SV5_INFILL_ROOM_0eaf7a838d77541f94b1","SV5_INFILL_ROOM_03457115457eb0b59c96","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0eec20aa3a5b45e6fa41","SV5_INFILL_ROOM_0eec20aa3a5b45e6fa41","SV5_INFILL_ROOM_11ea6749b4a84e4590a4","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0eed68767be005747705","SV5_INFILL_ROOM_0eed68767be005747705","SV5_INFILL_ROOM_0e316ce78212c7a7aa18","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0f17f69a0304b7b0be0e","SV5_INFILL_ROOM_0f17f69a0304b7b0be0e","SV5_OPTIONAL_RETURN_TO_START","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0f5736599d7acc3ea0a8","SV5_INFILL_ROOM_0f5736599d7acc3ea0a8","SV5_OPTIONAL_04","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0f8b0d9ffd48309ac358","SV5_INFILL_ROOM_0f8b0d9ffd48309ac358","SV5_INFILL_ROOM_39e7fd02f83a59cef59e","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_0fbf6eda874a033c0543","SV5_INFILL_ROOM_0fbf6eda874a033c0543","SV5_INFILL_ROOM_01dff27f34909d8482fd","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_1021773e205f6254b33f","SV5_INFILL_ROOM_1021773e205f6254b33f","SV5_INFILL_ROOM_12b7e28ceac0decd5997","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_10723a60cc9b706bf1c1","SV5_INFILL_ROOM_10723a60cc9b706bf1c1","SV5_INFILL_ROOM_016e566fdda939779b86","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_11ea6749b4a84e4590a4","SV5_INFILL_ROOM_11ea6749b4a84e4590a4","SV5_INFILL_ROOM_19a08e580d8eca79134f","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_12b7e28ceac0decd5997","SV5_INFILL_ROOM_12b7e28ceac0decd5997","SV5_INFILL_ROOM_007c17890d68e31350a9","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_136a2d749c8d7eddcf7e","SV5_INFILL_ROOM_136a2d749c8d7eddcf7e","SV5_OPTIONAL_09","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_136ff74ff913d769873e","SV5_INFILL_ROOM_136ff74ff913d769873e","SV5_OPTIONAL_03","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_150d787e360e62610bbb","SV5_INFILL_ROOM_150d787e360e62610bbb","SV5_INFILL_ROOM_2192769697c59dae3b85","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_151318558e48aa217292","SV5_INFILL_ROOM_151318558e48aa217292","SV5_OPTIONAL_04","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_16870ede36f0a6d666e9","SV5_INFILL_ROOM_16870ede36f0a6d666e9","SV5_INFILL_ROOM_02310f3878fc359b92be","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_16de283f3026f06e031f","SV5_INFILL_ROOM_16de283f3026f06e031f","SV5_OPTIONAL_04","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_16ef78d2a7097c01be03","SV5_INFILL_ROOM_16ef78d2a7097c01be03","SV5_OPTIONAL_02","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_174a5fe09e7fd27dfbba","SV5_INFILL_ROOM_174a5fe09e7fd27dfbba","SV5_INFILL_ROOM_00e5c1799c48f53348c3","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_182a17cb890b879d85a4","SV5_INFILL_ROOM_182a17cb890b879d85a4","SV5_OPTIONAL_12","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_190cf8428ea073484d80","SV5_INFILL_ROOM_190cf8428ea073484d80","SV5_OPTIONAL_07","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_194f12f3b9fdea3e9c6d","SV5_INFILL_ROOM_194f12f3b9fdea3e9c6d","SV5_INFILL_ROOM_0906eed53b6b0073b19f","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_19964c61275fdbcb2d6a","SV5_INFILL_ROOM_19964c61275fdbcb2d6a","SV5_INFILL_ROOM_090d026d03e4c895fe2f","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_19a08e580d8eca79134f","SV5_INFILL_ROOM_19a08e580d8eca79134f","SV5_INFILL_ROOM_0a36c81afd9dafbde939","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_1a82971bf4756de9b6e1","SV5_INFILL_ROOM_1a82971bf4756de9b6e1","SV5_OPTIONAL_00","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_1b1a069b5675bac4c797","SV5_INFILL_ROOM_1b1a069b5675bac4c797","SV5_INFILL_ROOM_02284733d117494c6d27","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_1c4c6b34887f12eefac3","SV5_INFILL_ROOM_1c4c6b34887f12eefac3","SV5_OPTIONAL_09","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_1ea3a9898e39ffe90dff","SV5_INFILL_ROOM_1ea3a9898e39ffe90dff","SV5_OPTIONAL_04","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_2086070c2f754602b0be","SV5_INFILL_ROOM_2086070c2f754602b0be","SV5_OPTIONAL_TO_VILLAGE","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_2089d42e9ee8a59ad22d","SV5_INFILL_ROOM_2089d42e9ee8a59ad22d","SV5_OPTIONAL_08","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_2192769697c59dae3b85","SV5_INFILL_ROOM_2192769697c59dae3b85","SV5_OPTIONAL_05","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_225c40e5664c1cf9ab35","SV5_INFILL_ROOM_225c40e5664c1cf9ab35","SV5_INFILL_ROOM_19964c61275fdbcb2d6a","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_2325332083fe0bf08a93","SV5_INFILL_ROOM_2325332083fe0bf08a93","SV5_INFILL_ROOM_01122f644626dea695c0","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_2552a495926947171721","SV5_INFILL_ROOM_2552a495926947171721","SV5_INFILL_ROOM_2089d42e9ee8a59ad22d","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_25b653b8d4924f41c50c","SV5_INFILL_ROOM_25b653b8d4924f41c50c","SV5_OPTIONAL_04","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_2678b577b7872468bc34","SV5_INFILL_ROOM_2678b577b7872468bc34","SV5_INFILL_ROOM_04306d96a9442be86a73","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_2ffc6e44cb591e10f332","SV5_INFILL_ROOM_2ffc6e44cb591e10f332","SV5_INFILL_ROOM_2552a495926947171721","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_33f41990cacb1dba9034","SV5_INFILL_ROOM_33f41990cacb1dba9034","SV5_OPTIONAL_RETURN_TO_START","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_39e7fd02f83a59cef59e","SV5_INFILL_ROOM_39e7fd02f83a59cef59e","SV5_INFILL_ROOM_16ef78d2a7097c01be03","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_41bfb11db98643b33449","SV5_INFILL_ROOM_41bfb11db98643b33449","SV5_OPTIONAL_07","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_41d8d12437f0a0253f28","SV5_INFILL_ROOM_41d8d12437f0a0253f28","SV5_INFILL_ROOM_014ea698f88348a9d9a6","INFILL_PARENT",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_5eb07ccd7c43c8a2a37d","SV5_INFILL_ROOM_5eb07ccd7c43c8a2a37d","SV5_OPTIONAL_04","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_7e2a072aec3341bfd326","SV5_INFILL_ROOM_7e2a072aec3341bfd326","SV5_OPTIONAL_12","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_939a268ae0351a48d2f8","SV5_INFILL_ROOM_939a268ae0351a48d2f8","SV5_OPTIONAL_02","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_INFILL_ROOM_9643b540e628fa680b9f","SV5_INFILL_ROOM_9643b540e628fa680b9f","SV5_OPTIONAL_00","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_PLACE_08_3479F08218885852","SV5_PLACE_08_3479F08218885852","SV5_OPTIONAL_08;SV5_OPTIONAL_09","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_PLACE_09_0BAFE3A7FA93D31C","SV5_PLACE_09_0BAFE3A7FA93D31C","SV5_OPTIONAL_07;SV5_OPTIONAL_08","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_PLACE_10_F83FE72914C9299C","SV5_PLACE_10_F83FE72914C9299C","SV5_OPTIONAL_05;SV5_OPTIONAL_06","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_PLACE_11_E64745F7462770DD","SV5_PLACE_11_E64745F7462770DD","SV5_OPTIONAL_04;SV5_OPTIONAL_05","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_PLACE_12_391D0CF7A4422180","SV5_PLACE_12_391D0CF7A4422180","SV5_OPTIONAL_09;SV5_OPTIONAL_10","INFILL_HOST",""
"SV5_INFILL_EDGE_SV5_PLACE_13_97A1D09E3197EA92","SV5_PLACE_13_97A1D09E3197EA92","SV5_OPTIONAL_06;SV5_OPTIONAL_07","INFILL_HOST",""
