micro_x,micro_y,tile_min_x,tile_min_y,patch_id,biome_key,owner_state
"45","12","540","96","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","CassiaRoot","Active"
"46","12","552","96","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","CassiaRoot","Active"
"47","12","564","96","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","CassiaRoot","Active"
"48","12","576","96","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","CassiaRoot","Active"
"49","12","588","96","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","CassiaRoot","Active"
"50","12","600","96","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","CassiaRoot","Active"
"51","12","612","96","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","CassiaRoot","Active"
"0","13","0","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"1","13","12","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"2","13","24","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"3","13","36","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"4","13","48","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"5","13","60","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"6","13","72","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"7","13","84","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"8","13","96","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"9","13","108","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"10","13","120","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"11","13","132","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"12","13","144","104","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"13","13","156","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"14","13","168","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"15","13","180","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"16","13","192","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"17","13","204","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"18","13","216","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"19","13","228","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"20","13","240","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"21","13","252","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"22","13","264","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"23","13","276","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"24","13","288","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"25","13","300","104","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"26","13","312","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"27","13","324","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"28","13","336","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"29","13","348","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"30","13","360","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"31","13","372","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"32","13","384","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"33","13","396","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"34","13","408","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"35","13","420","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"36","13","432","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"37","13","444","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"38","13","456","104","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"39","13","468","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"40","13","480","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"41","13","492","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"42","13","504","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"43","13","516","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"44","13","528","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"45","13","540","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"46","13","552","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"47","13","564","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"48","13","576","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"49","13","588","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"50","13","600","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"51","13","612","104","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"0","14","0","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"1","14","12","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"2","14","24","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"3","14","36","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"4","14","48","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"5","14","60","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"6","14","72","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"7","14","84","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"8","14","96","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"9","14","108","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"10","14","120","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"11","14","132","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"12","14","144","112","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"13","14","156","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"14","14","168","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"15","14","180","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"16","14","192","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"17","14","204","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"18","14","216","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"19","14","228","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"20","14","240","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"21","14","252","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"22","14","264","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"23","14","276","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"24","14","288","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"25","14","300","112","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"26","14","312","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"27","14","324","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"28","14","336","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"29","14","348","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"30","14","360","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"31","14","372","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"32","14","384","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"33","14","396","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"34","14","408","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"35","14","420","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"36","14","432","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"37","14","444","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"38","14","456","112","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"39","14","468","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"40","14","480","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"41","14","492","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"42","14","504","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"43","14","516","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"44","14","528","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"45","14","540","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"46","14","552","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"47","14","564","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"48","14","576","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"49","14","588","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"50","14","600","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"51","14","612","112","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"0","15","0","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"1","15","12","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"2","15","24","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"3","15","36","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"4","15","48","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"5","15","60","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"6","15","72","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"7","15","84","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"8","15","96","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"9","15","108","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"10","15","120","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"11","15","132","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"12","15","144","120","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"13","15","156","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"14","15","168","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"15","15","180","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"16","15","192","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"17","15","204","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"18","15","216","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"19","15","228","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"20","15","240","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"21","15","252","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"22","15","264","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"23","15","276","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"24","15","288","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"25","15","300","120","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"26","15","312","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"27","15","324","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"28","15","336","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"29","15","348","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"30","15","360","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"31","15","372","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"32","15","384","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"33","15","396","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"34","15","408","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"35","15","420","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"36","15","432","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"37","15","444","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"38","15","456","120","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"39","15","468","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"40","15","480","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"41","15","492","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"42","15","504","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"43","15","516","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"44","15","528","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"45","15","540","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"46","15","552","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"47","15","564","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"48","15","576","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"49","15","588","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"50","15","600","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"51","15","612","120","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"0","16","0","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"1","16","12","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"2","16","24","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"3","16","36","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"4","16","48","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"5","16","60","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"6","16","72","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"7","16","84","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"8","16","96","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"9","16","108","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"10","16","120","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"11","16","132","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"12","16","144","128","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"13","16","156","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"14","16","168","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"15","16","180","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"16","16","192","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"17","16","204","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"18","16","216","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"19","16","228","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"20","16","240","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"21","16","252","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"22","16","264","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"23","16","276","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"24","16","288","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"25","16","300","128","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","CassiaRoot","Active"
"26","16","312","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"27","16","324","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"28","16","336","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"29","16","348","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"30","16","360","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"31","16","372","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"32","16","384","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"33","16","396","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"34","16","408","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"35","16","420","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"36","16","432","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"37","16","444","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"38","16","456","128","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","MoonDough","Active"
"39","16","468","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"40","16","480","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"41","16","492","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"42","16","504","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"43","16","516","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"44","16","528","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"45","16","540","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"46","16","552","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"47","16","564","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"48","16","576","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"49","16","588","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"50","16","600","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"51","16","612","128","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill","Active"
"0","17","0","136","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"1","17","12","136","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"2","17","24","136","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"3","17","36","136","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
"4","17","48","136","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","MoonCrater","Active"
