micro_x,micro_y,patch_id,state,cluster_id,protected_cell_count,port_type
"4","12","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"5","12","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"6","12","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"7","12","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"8","12","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"9","12","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"10","12","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"11","12","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"12","12","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"13","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"14","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"15","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"16","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"17","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"18","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"19","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"20","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"21","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"22","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"23","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"24","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"25","12","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"26","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"27","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"28","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"29","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"30","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"31","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"32","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"33","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"34","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"35","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"36","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"37","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"38","12","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"39","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"40","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"41","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"42","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"43","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"44","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"45","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"46","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"47","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"48","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"49","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"50","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"51","12","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"0","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","InactiveSolid","","0","INACTIVE_NO_PORT"
"1","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"2","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"3","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"4","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"5","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"6","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"7","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"8","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"9","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"10","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"11","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"12","13","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"13","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","InactiveSolid","","0","INACTIVE_NO_PORT"
"14","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"15","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"16","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"17","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"18","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"19","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"20","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"21","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"22","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"23","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"24","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"25","13","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"26","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","InactiveSolid","","0","INACTIVE_NO_PORT"
"27","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"28","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"29","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"30","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"31","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"32","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"33","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"34","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"35","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"36","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"37","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"38","13","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"39","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","InactiveSolid","","0","INACTIVE_NO_PORT"
"40","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"41","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"42","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"43","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"44","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"45","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"46","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"47","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"48","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"49","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"50","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"51","13","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"0","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"1","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"2","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"3","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"4","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"5","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"6","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"7","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"8","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"9","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"10","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"11","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"12","14","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"13","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"14","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"15","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"16","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"17","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"18","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"19","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"20","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"21","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"22","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"23","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"24","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"25","14","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"26","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"27","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"28","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"29","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"30","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"31","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"32","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"33","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"34","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"35","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"36","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"37","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"38","14","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"39","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"40","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"41","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"42","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"43","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"44","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"45","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"46","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"47","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"48","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"49","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"50","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"51","14","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"0","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"1","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"2","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"3","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"4","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"5","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"6","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"7","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"8","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"9","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"10","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"11","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"12","15","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","Active","","0","TYPE0_PUBLIC"
"13","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"14","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"15","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"16","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"17","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"18","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"19","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"20","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"21","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"22","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"23","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"24","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"25","15","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","Active","","0","TYPE0_PUBLIC"
"26","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"27","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"28","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"29","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"30","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"31","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"32","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"33","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"34","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"35","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"36","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"37","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"38","15","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","Active","","0","TYPE0_PUBLIC"
"39","15","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"40","15","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"41","15","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","SpecialReserved","","2","RMAP15_RESERVED_ACCESS"
"42","15","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","SpecialReserved","","24","RMAP15_RESERVED_ACCESS"
"43","15","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","SpecialReserved","","14","RMAP15_RESERVED_ACCESS"
"44","15","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"45","15","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"46","15","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"47","15","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
"48","15","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","Active","","0","TYPE0_PUBLIC"
