scope_kind,scope_id,solid,air,one_way,total,density_permille,policy
"CHUNK_STATE","Active:49,12","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,12","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,12","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","InactiveSolid:0,13","96","0","0","96","1000","ALL_SOLID_REQUIRED"
"CHUNK_STATE","Active:1,13","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,13","42","54","0","96","437","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,13","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,13","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,13","46","50","0","96","479","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,13","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,13","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,13","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,13","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,13","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,13","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,13","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","InactiveSolid:13,13","96","0","0","96","1000","ALL_SOLID_REQUIRED"
"CHUNK_STATE","Active:14,13","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:15,13","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:16,13","66","30","0","96","687","ACTUAL_S_A_O"
"CHUNK_STATE","Active:17,13","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:18,13","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:19,13","73","23","0","96","760","ACTUAL_S_A_O"
"CHUNK_STATE","Active:20,13","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:21,13","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:22,13","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:23,13","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:24,13","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:25,13","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","InactiveSolid:26,13","96","0","0","96","1000","ALL_SOLID_REQUIRED"
"CHUNK_STATE","Active:27,13","91","5","0","96","947","ACTUAL_S_A_O"
"CHUNK_STATE","Active:28,13","92","4","0","96","958","ACTUAL_S_A_O"
"CHUNK_STATE","Active:29,13","90","6","0","96","937","ACTUAL_S_A_O"
"CHUNK_STATE","Active:30,13","92","4","0","96","958","ACTUAL_S_A_O"
"CHUNK_STATE","Active:31,13","90","6","0","96","937","ACTUAL_S_A_O"
"CHUNK_STATE","Active:32,13","95","1","0","96","989","ACTUAL_S_A_O"
"CHUNK_STATE","Active:33,13","89","7","0","96","927","ACTUAL_S_A_O"
"CHUNK_STATE","Active:34,13","85","11","0","96","885","ACTUAL_S_A_O"
"CHUNK_STATE","Active:35,13","94","2","0","96","979","ACTUAL_S_A_O"
"CHUNK_STATE","Active:36,13","91","5","0","96","947","ACTUAL_S_A_O"
"CHUNK_STATE","Active:37,13","92","4","0","96","958","ACTUAL_S_A_O"
"CHUNK_STATE","Active:38,13","86","10","0","96","895","ACTUAL_S_A_O"
"CHUNK_STATE","InactiveSolid:39,13","96","0","0","96","1000","ALL_SOLID_REQUIRED"
"CHUNK_STATE","Active:40,13","91","5","0","96","947","ACTUAL_S_A_O"
"CHUNK_STATE","Active:41,13","86","10","0","96","895","ACTUAL_S_A_O"
"CHUNK_STATE","Active:42,13","90","6","0","96","937","ACTUAL_S_A_O"
"CHUNK_STATE","Active:43,13","91","5","0","96","947","ACTUAL_S_A_O"
"CHUNK_STATE","Active:44,13","88","8","0","96","916","ACTUAL_S_A_O"
"CHUNK_STATE","Active:45,13","86","10","0","96","895","ACTUAL_S_A_O"
"CHUNK_STATE","Active:46,13","84","12","0","96","875","ACTUAL_S_A_O"
"CHUNK_STATE","Active:47,13","83","13","0","96","864","ACTUAL_S_A_O"
"CHUNK_STATE","Active:48,13","84","12","0","96","875","ACTUAL_S_A_O"
"CHUNK_STATE","Active:49,13","89","7","0","96","927","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,13","84","12","0","96","875","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,13","83","13","0","96","864","ACTUAL_S_A_O"
"CHUNK_STATE","Active:0,14","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:1,14","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,14","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,14","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,14","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,14","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,14","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,14","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,14","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,14","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,14","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,14","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,14","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:13,14","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:14,14","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:15,14","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:16,14","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:17,14","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:18,14","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:19,14","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:20,14","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:21,14","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:22,14","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:23,14","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:24,14","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:25,14","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:26,14","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","Active:27,14","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:28,14","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:29,14","72","24","0","96","750","ACTUAL_S_A_O"
"CHUNK_STATE","Active:30,14","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:31,14","76","20","0","96","791","ACTUAL_S_A_O"
"CHUNK_STATE","Active:32,14","78","18","0","96","812","ACTUAL_S_A_O"
"CHUNK_STATE","Active:33,14","71","25","0","96","739","ACTUAL_S_A_O"
"CHUNK_STATE","Active:34,14","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:35,14","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:36,14","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:37,14","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:38,14","72","24","0","96","750","ACTUAL_S_A_O"
"CHUNK_STATE","Active:39,14","72","24","0","96","750","ACTUAL_S_A_O"
"CHUNK_STATE","Active:40,14","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:41,14","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:42,14","77","19","0","96","802","ACTUAL_S_A_O"
"CHUNK_STATE","Active:43,14","69","27","0","96","718","ACTUAL_S_A_O"
"CHUNK_STATE","Active:44,14","71","25","0","96","739","ACTUAL_S_A_O"
"CHUNK_STATE","Active:45,14","70","26","0","96","729","ACTUAL_S_A_O"
"CHUNK_STATE","Active:46,14","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","Active:47,14","69","27","0","96","718","ACTUAL_S_A_O"
"CHUNK_STATE","Active:48,14","74","22","0","96","770","ACTUAL_S_A_O"
"CHUNK_STATE","Active:49,14","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,14","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,14","70","26","0","96","729","ACTUAL_S_A_O"
"CHUNK_STATE","Active:0,15","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:1,15","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,15","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,15","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,15","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,15","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,15","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,15","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,15","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,15","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,15","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,15","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,15","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:13,15","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:14,15","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:15,15","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:16,15","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:17,15","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:18,15","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:19,15","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:20,15","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:21,15","70","26","0","96","729","ACTUAL_S_A_O"
"CHUNK_STATE","Active:22,15","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:23,15","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:24,15","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:25,15","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:26,15","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:27,15","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:28,15","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","Active:29,15","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:30,15","66","30","0","96","687","ACTUAL_S_A_O"
"CHUNK_STATE","Active:31,15","70","26","0","96","729","ACTUAL_S_A_O"
"CHUNK_STATE","Active:32,15","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:33,15","72","24","0","96","750","ACTUAL_S_A_O"
"CHUNK_STATE","Active:34,15","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","Active:35,15","71","25","0","96","739","ACTUAL_S_A_O"
"CHUNK_STATE","Active:36,15","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:37,15","72","24","0","96","750","ACTUAL_S_A_O"
"CHUNK_STATE","Active:38,15","70","26","0","96","729","ACTUAL_S_A_O"
"CHUNK_STATE","Active:39,15","70","26","0","96","729","ACTUAL_S_A_O"
"CHUNK_STATE","Active:40,15","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:41,15","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:42,15","74","22","0","96","770","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:43,15","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:44,15","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:45,15","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:46,15","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:47,15","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:48,15","73","23","0","96","760","ACTUAL_S_A_O"
"CHUNK_STATE","Active:49,15","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,15","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,15","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:0,16","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:1,16","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,16","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,16","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,16","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,16","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,16","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,16","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,16","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,16","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,16","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,16","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,16","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:13,16","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:14,16","66","30","0","96","687","ACTUAL_S_A_O"
"CHUNK_STATE","Active:15,16","74","22","0","96","770","ACTUAL_S_A_O"
"CHUNK_STATE","Active:16,16","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:17,16","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:18,16","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:19,16","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:20,16","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:21,16","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:22,16","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:23,16","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:24,16","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:25,16","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:26,16","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:27,16","70","26","0","96","729","ACTUAL_S_A_O"
"CHUNK_STATE","Active:28,16","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:29,16","66","30","0","96","687","ACTUAL_S_A_O"
"CHUNK_STATE","Active:30,16","74","22","0","96","770","ACTUAL_S_A_O"
"CHUNK_STATE","Active:31,16","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:32,16","72","24","0","96","750","ACTUAL_S_A_O"
"CHUNK_STATE","Active:33,16","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:34,16","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:35,16","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:36,16","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","Active:37,16","66","30","0","96","687","ACTUAL_S_A_O"
"CHUNK_STATE","Active:38,16","73","23","0","96","760","ACTUAL_S_A_O"
"CHUNK_STATE","Active:39,16","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:40,16","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:41,16","66","30","0","96","687","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:42,16","0","93","3","96","0","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:43,16","29","67","0","96","302","ACTUAL_S_A_O"
"CHUNK_STATE","Active:44,16","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:45,16","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:46,16","69","27","0","96","718","ACTUAL_S_A_O"
"CHUNK_STATE","Active:47,16","66","30","0","96","687","ACTUAL_S_A_O"
"CHUNK_STATE","Active:48,16","73","23","0","96","760","ACTUAL_S_A_O"
"CHUNK_STATE","Active:49,16","66","30","0","96","687","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,16","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,16","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:0,17","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:1,17","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,17","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,17","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,17","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,17","66","30","0","96","687","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,17","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,17","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,17","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,17","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,17","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,17","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,17","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:13,17","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:14,17","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:15,17","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:16,17","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:17,17","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:18,17","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:19,17","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:20,17","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:21,17","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:22,17","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:23,17","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:24,17","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:25,17","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:26,17","69","27","0","96","718","ACTUAL_S_A_O"
"CHUNK_STATE","Active:27,17","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:28,17","71","25","0","96","739","ACTUAL_S_A_O"
"CHUNK_STATE","Active:29,17","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:30,17","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:31,17","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:32,17","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:33,17","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:34,17","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:35,17","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:36,17","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:37,17","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:38,17","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:39,17","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:40,17","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:41,17","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:42,17","0","96","0","96","0","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:43,17","29","67","0","96","302","ACTUAL_S_A_O"
"CHUNK_STATE","Active:44,17","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:45,17","66","30","0","96","687","ACTUAL_S_A_O"
"CHUNK_STATE","Active:46,17","76","20","0","96","791","ACTUAL_S_A_O"
"CHUNK_STATE","Active:47,17","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:48,17","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:49,17","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,17","70","26","0","96","729","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,17","69","27","0","96","718","ACTUAL_S_A_O"
"CHUNK_STATE","Active:0,18","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:1,18","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,18","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,18","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,18","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,18","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,18","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,18","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,18","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,18","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,18","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,18","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,18","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:13,18","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:14,18","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:15,18","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:16,18","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:17,18","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:18,18","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:19,18","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:20,18","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:21,18","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:22,18","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:23,18","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:24,18","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:25,18","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:26,18","69","27","0","96","718","ACTUAL_S_A_O"
"CHUNK_STATE","Active:27,18","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:28,18","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","Active:29,18","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:30,18","72","24","0","96","750","ACTUAL_S_A_O"
"CHUNK_STATE","Active:31,18","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:32,18","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:33,18","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:34,18","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:35,18","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Secret:36,18","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Secret:37,18","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:38,18","66","30","0","96","687","ACTUAL_S_A_O"
"CHUNK_STATE","Active:39,18","69","27","0","96","718","ACTUAL_S_A_O"
"CHUNK_STATE","Active:40,18","73","23","0","96","760","ACTUAL_S_A_O"
"CHUNK_STATE","Active:41,18","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:42,18","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","Active:43,18","75","21","0","96","781","ACTUAL_S_A_O"
"CHUNK_STATE","Active:44,18","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:45,18","68","28","0","96","708","ACTUAL_S_A_O"
"CHUNK_STATE","Active:46,18","69","27","0","96","718","ACTUAL_S_A_O"
"CHUNK_STATE","Active:47,18","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:48,18","73","23","0","96","760","ACTUAL_S_A_O"
"CHUNK_STATE","Active:49,18","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,18","72","24","0","96","750","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,18","76","20","0","96","791","ACTUAL_S_A_O"
"CHUNK_STATE","Active:0,19","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:1,19","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,19","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,19","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,19","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,19","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,19","45","51","0","96","468","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,19","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,19","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,19","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,19","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,19","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,19","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:13,19","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:14,19","54","42","0","96","562","ACTUAL_S_A_O"
