layer_index,layer_name,x,y,value
1,TERRAIN,38,25,MP_CEILING_CORE:OPEN
1,TERRAIN,39,25,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,40,25,MP_HAZARD_CORE:OPEN
1,TERRAIN,41,25,MP_GROUND_CORE:OPEN
1,TERRAIN,42,25,MP_CEILING_CORE:OPEN
1,TERRAIN,43,25,MP_WALL_CORE:OPEN
1,TERRAIN,44,25,MP_HAZARD_CORE:OPEN
1,TERRAIN,45,25,MP_WALL_CORE:OPEN
1,TERRAIN,46,25,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,47,25,MP_WALL_CORE:OPEN
1,TERRAIN,0,26,MP_WALL_CORE:OPEN
1,TERRAIN,1,26,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,2,26,MP_CEILING_CORE:SOLID
1,TERRAIN,3,26,MP_STEP_CORE:OPEN
1,TERRAIN,4,26,MP_HAZARD_CORE:SOLID
1,TERRAIN,5,26,MP_STEP_CORE:OPEN
1,TERRAIN,6,26,MP_DECOR_CORE:SOLID
1,TERRAIN,7,26,MP_ONEWAY_CORE:SOLID
1,TERRAIN,8,26,MP_ONEWAY_CORE:OPEN
1,TERRAIN,9,26,MP_DECOR_CORE:OPEN
1,TERRAIN,10,26,MP_DEBUG_MISSING:OPEN
1,TERRAIN,11,26,MP_HAZARD_CORE:OPEN
1,TERRAIN,12,26,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,13,26,MP_CEILING_CORE:OPEN
1,TERRAIN,14,26,MP_BACKGROUND_CORE:SOLID
1,TERRAIN,15,26,MP_HAZARD_CORE:OPEN
1,TERRAIN,16,26,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,17,26,MP_STEP_CORE:OPEN
1,TERRAIN,18,26,MP_BACKGROUND_CORE:SOLID
1,TERRAIN,19,26,MP_DEBUG_MISSING:SOLID
1,TERRAIN,20,26,MP_GROUND_CORE:OPEN
1,TERRAIN,21,26,MP_CEILING_CORE:OPEN
1,TERRAIN,22,26,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,23,26,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,24,26,MP_GROUND_CORE:OPEN
1,TERRAIN,25,26,MP_BOUNDARY_BLEND:SOLID
1,TERRAIN,26,26,MP_CEILING_CORE:SOLID
1,TERRAIN,27,26,MP_DECOR_CORE:OPEN
1,TERRAIN,28,26,MP_DEBUG_MISSING:OPEN
1,TERRAIN,29,26,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,30,26,MP_WALL_CORE:OPEN
1,TERRAIN,31,26,MP_DECOR_CORE:OPEN
1,TERRAIN,32,26,MP_WALL_CORE:OPEN
1,TERRAIN,33,26,MP_HAZARD_CORE:OPEN
1,TERRAIN,34,26,MP_HAZARD_CORE:SOLID
1,TERRAIN,35,26,MP_STEP_CORE:OPEN
1,TERRAIN,36,26,MP_DEBUG_MISSING:OPEN
1,TERRAIN,37,26,MP_DECOR_CORE:OPEN
1,TERRAIN,38,26,MP_WALL_CORE:OPEN
1,TERRAIN,39,26,MP_DECOR_CORE:OPEN
1,TERRAIN,40,26,MP_ONEWAY_CORE:OPEN
1,TERRAIN,41,26,MP_DECOR_CORE:OPEN
1,TERRAIN,42,26,MP_WALL_CORE:OPEN
1,TERRAIN,43,26,MP_BOUNDARY_BLEND:SOLID
1,TERRAIN,44,26,MP_CEILING_CORE:SOLID
1,TERRAIN,45,26,MP_STEP_CORE:OPEN
1,TERRAIN,46,26,MP_DECOR_CORE:SOLID
1,TERRAIN,47,26,MP_CEILING_CORE:OPEN
1,TERRAIN,0,27,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,1,27,MP_WALL_CORE:OPEN
1,TERRAIN,2,27,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,3,27,MP_ONEWAY_CORE:OPEN
1,TERRAIN,4,27,MP_STEP_CORE:OPEN
1,TERRAIN,5,27,MP_ONEWAY_CORE:OPEN
1,TERRAIN,6,27,MP_DECOR_CORE:OPEN
1,TERRAIN,7,27,MP_ONEWAY_CORE:OPEN
1,TERRAIN,8,27,MP_STEP_CORE:OPEN
1,TERRAIN,9,27,MP_DEBUG_MISSING:OPEN
1,TERRAIN,10,27,MP_DECOR_CORE:OPEN
1,TERRAIN,11,27,MP_GROUND_CORE:OPEN
1,TERRAIN,12,27,MP_CEILING_CORE:OPEN
1,TERRAIN,13,27,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,14,27,MP_STEP_CORE:OPEN
1,TERRAIN,15,27,MP_GROUND_CORE:OPEN
1,TERRAIN,16,27,MP_CEILING_CORE:OPEN
1,TERRAIN,17,27,MP_ONEWAY_CORE:OPEN
1,TERRAIN,18,27,MP_STEP_CORE:OPEN
1,TERRAIN,19,27,MP_GROUND_CORE:OPEN
1,TERRAIN,20,27,MP_HAZARD_CORE:OPEN
1,TERRAIN,21,27,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,22,27,MP_CEILING_CORE:OPEN
1,TERRAIN,23,27,MP_WALL_CORE:OPEN
1,TERRAIN,24,27,MP_HAZARD_CORE:OPEN
1,TERRAIN,25,27,MP_GROUND_CORE:OPEN
1,TERRAIN,26,27,MP_CEILING_CORE:OPEN
1,TERRAIN,27,27,MP_DEBUG_MISSING:OPEN
1,TERRAIN,28,27,MP_DECOR_CORE:OPEN
1,TERRAIN,29,27,MP_WALL_CORE:OPEN
1,TERRAIN,30,27,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,31,27,MP_DEBUG_MISSING:OPEN
1,TERRAIN,32,27,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,33,27,MP_GROUND_CORE:OPEN
1,TERRAIN,34,27,MP_HAZARD_CORE:OPEN
1,TERRAIN,35,27,MP_ONEWAY_CORE:OPEN
1,TERRAIN,36,27,MP_DECOR_CORE:OPEN
1,TERRAIN,37,27,MP_DEBUG_MISSING:OPEN
1,TERRAIN,38,27,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,39,27,MP_DEBUG_MISSING:OPEN
1,TERRAIN,40,27,MP_STEP_CORE:OPEN
1,TERRAIN,41,27,MP_DEBUG_MISSING:OPEN
1,TERRAIN,42,27,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,43,27,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,44,27,MP_STEP_CORE:OPEN
1,TERRAIN,45,27,MP_ONEWAY_CORE:OPEN
1,TERRAIN,46,27,MP_STEP_CORE:OPEN
1,TERRAIN,47,27,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,0,28,MP_DEBUG_MISSING:OPEN
1,TERRAIN,1,28,MP_STEP_CORE:OPEN
1,TERRAIN,2,28,MP_ONEWAY_CORE:OPEN
1,TERRAIN,3,28,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,4,28,MP_WALL_CORE:OPEN
1,TERRAIN,5,28,MP_DECOR_CORE:OPEN
1,TERRAIN,6,28,MP_WALL_CORE:OPEN
1,TERRAIN,7,28,MP_CEILING_CORE:OPEN
1,TERRAIN,8,28,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,9,28,MP_CEILING_CORE:OPEN
1,TERRAIN,10,28,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,11,28,MP_STEP_CORE:OPEN
1,TERRAIN,12,28,MP_DEBUG_MISSING:OPEN
1,TERRAIN,13,28,MP_STEP_CORE:OPEN
1,TERRAIN,14,28,MP_DEBUG_MISSING:OPEN
1,TERRAIN,15,28,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,16,28,MP_GROUND_CORE:OPEN
1,TERRAIN,17,28,MP_HAZARD_CORE:OPEN
1,TERRAIN,18,28,MP_GROUND_CORE:OPEN
1,TERRAIN,19,28,MP_STEP_CORE:OPEN
1,TERRAIN,20,28,MP_ONEWAY_CORE:OPEN
1,TERRAIN,21,28,MP_STEP_CORE:OPEN
1,TERRAIN,22,28,MP_ONEWAY_CORE:OPEN
1,TERRAIN,23,28,MP_DECOR_CORE:OPEN
1,TERRAIN,24,28,MP_WALL_CORE:OPEN
1,TERRAIN,25,28,MP_DECOR_CORE:OPEN
1,TERRAIN,26,28,MP_WALL_CORE:OPEN
1,TERRAIN,27,28,MP_HAZARD_CORE:OPEN
1,TERRAIN,28,28,MP_GROUND_CORE:OPEN
1,TERRAIN,29,28,MP_HAZARD_CORE:OPEN
1,TERRAIN,30,28,MP_GROUND_CORE:OPEN
1,TERRAIN,31,28,MP_STEP_CORE:OPEN
1,TERRAIN,32,28,MP_DEBUG_MISSING:OPEN
1,TERRAIN,33,28,MP_DECOR_CORE:OPEN
1,TERRAIN,34,28,MP_DEBUG_MISSING:OPEN
1,TERRAIN,35,28,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,36,28,MP_GROUND_CORE:OPEN
1,TERRAIN,37,28,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,38,28,MP_GROUND_CORE:OPEN
1,TERRAIN,39,28,MP_STEP_CORE:OPEN
1,TERRAIN,40,28,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,41,28,MP_CEILING_CORE:OPEN
1,TERRAIN,42,28,MP_ONEWAY_CORE:OPEN
1,TERRAIN,43,28,MP_DECOR_CORE:OPEN
1,TERRAIN,44,28,MP_WALL_CORE:OPEN
1,TERRAIN,45,28,MP_DECOR_CORE:OPEN
1,TERRAIN,46,28,MP_DEBUG_MISSING:OPEN
1,TERRAIN,47,28,MP_HAZARD_CORE:OPEN
1,TERRAIN,0,29,MP_DECOR_CORE:OPEN
1,TERRAIN,1,29,MP_DECOR_CORE:SOLID
1,TERRAIN,2,29,MP_STEP_CORE:OPEN
1,TERRAIN,3,29,MP_DECOR_CORE:SOLID
1,TERRAIN,4,29,MP_ONEWAY_CORE:SOLID
1,TERRAIN,5,29,MP_DEBUG_MISSING:OPEN
1,TERRAIN,6,29,MP_BOUNDARY_BLEND:SOLID
1,TERRAIN,7,29,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,8,29,MP_CEILING_CORE:OPEN
1,TERRAIN,9,29,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,10,29,MP_DEBUG_MISSING:SOLID
1,TERRAIN,11,29,MP_ONEWAY_CORE:OPEN
1,TERRAIN,12,29,MP_DECOR_CORE:OPEN
1,TERRAIN,13,29,MP_ONEWAY_CORE:OPEN
1,TERRAIN,14,29,MP_DECOR_CORE:OPEN
1,TERRAIN,15,29,MP_WALL_CORE:OPEN
1,TERRAIN,16,29,MP_HAZARD_CORE:OPEN
1,TERRAIN,17,29,MP_GROUND_CORE:OPEN
1,TERRAIN,18,29,MP_HAZARD_CORE:OPEN
1,TERRAIN,19,29,MP_ONEWAY_CORE:OPEN
1,TERRAIN,20,29,MP_STEP_CORE:OPEN
1,TERRAIN,21,29,MP_ONEWAY_CORE:OPEN
1,TERRAIN,22,29,MP_DEBUG_MISSING:SOLID
1,TERRAIN,23,29,MP_DEBUG_MISSING:OPEN
1,TERRAIN,24,29,MP_DEBUG_MISSING:SOLID
1,TERRAIN,25,29,MP_DEBUG_MISSING:OPEN
1,TERRAIN,26,29,MP_ONEWAY_CORE:SOLID
1,TERRAIN,27,29,MP_GROUND_CORE:OPEN
1,TERRAIN,28,29,MP_HAZARD_CORE:OPEN
1,TERRAIN,29,29,MP_GROUND_CORE:OPEN
1,TERRAIN,30,29,MP_HAZARD_CORE:OPEN
1,TERRAIN,31,29,MP_HAZARD_CORE:SOLID
1,TERRAIN,32,29,MP_DEBUG_MISSING:SOLID
1,TERRAIN,33,29,MP_DEBUG_MISSING:OPEN
1,TERRAIN,34,29,MP_DECOR_CORE:OPEN
1,TERRAIN,35,29,MP_STEP_CORE:SOLID
1,TERRAIN,36,29,MP_HAZARD_CORE:OPEN
1,TERRAIN,37,29,MP_WALL_CORE:OPEN
1,TERRAIN,38,29,MP_GROUND_CORE:SOLID
1,TERRAIN,39,29,MP_ONEWAY_CORE:OPEN
1,TERRAIN,40,29,MP_GROUND_CORE:SOLID
1,TERRAIN,41,29,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,42,29,MP_STEP_CORE:OPEN
1,TERRAIN,43,29,MP_DECOR_CORE:SOLID
1,TERRAIN,44,29,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,45,29,MP_DEBUG_MISSING:OPEN
1,TERRAIN,46,29,MP_DECOR_CORE:OPEN
1,TERRAIN,47,29,MP_GROUND_CORE:OPEN
1,TERRAIN,0,30,MP_GROUND_CORE:OPEN
1,TERRAIN,1,30,MP_HAZARD_CORE:OPEN
1,TERRAIN,2,30,MP_GROUND_CORE:OPEN
1,TERRAIN,3,30,MP_CEILING_CORE:OPEN
1,TERRAIN,4,30,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,5,30,MP_CEILING_CORE:OPEN
1,TERRAIN,6,30,MP_ONEWAY_CORE:OPEN
1,TERRAIN,7,30,MP_DECOR_CORE:OPEN
1,TERRAIN,8,30,MP_DEBUG_MISSING:OPEN
1,TERRAIN,9,30,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,10,30,MP_WALL_CORE:OPEN
1,TERRAIN,11,30,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,12,30,MP_GROUND_CORE:OPEN
1,TERRAIN,13,30,MP_HAZARD_CORE:OPEN
1,TERRAIN,14,30,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,15,30,MP_CEILING_CORE:OPEN
1,TERRAIN,16,30,MP_BACKGROUND_CORE:SOLID
1,TERRAIN,17,30,MP_DECOR_CORE:OPEN
1,TERRAIN,18,30,MP_DEBUG_MISSING:OPEN
1,TERRAIN,19,30,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,20,30,MP_WALL_CORE:OPEN
1,TERRAIN,21,30,MP_ONEWAY_CORE:SOLID
1,TERRAIN,22,30,MP_GROUND_CORE:OPEN
1,TERRAIN,23,30,MP_HAZARD_CORE:OPEN
1,TERRAIN,24,30,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,25,30,MP_CEILING_CORE:OPEN
1,TERRAIN,26,30,MP_ONEWAY_CORE:OPEN
1,TERRAIN,27,30,MP_STEP_CORE:OPEN
1,TERRAIN,28,30,MP_ONEWAY_CORE:OPEN
1,TERRAIN,29,30,MP_DECOR_CORE:OPEN
1,TERRAIN,30,30,MP_DEBUG_MISSING:OPEN
1,TERRAIN,31,30,MP_ONEWAY_CORE:SOLID
1,TERRAIN,32,30,MP_HAZARD_CORE:SOLID
1,TERRAIN,33,30,MP_CEILING_CORE:OPEN
1,TERRAIN,34,30,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,35,30,MP_WALL_CORE:SOLID
1,TERRAIN,36,30,MP_ONEWAY_CORE:OPEN
1,TERRAIN,37,30,MP_STEP_CORE:OPEN
1,TERRAIN,38,30,MP_DEBUG_MISSING:OPEN
1,TERRAIN,39,30,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,40,30,MP_STEP_CORE:SOLID
1,TERRAIN,41,30,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,42,30,MP_CEILING_CORE:SOLID
1,TERRAIN,43,30,MP_GROUND_CORE:SOLID
1,TERRAIN,44,30,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,45,30,MP_CEILING_CORE:OPEN
1,TERRAIN,46,30,MP_BACKGROUND_CORE:SOLID
1,TERRAIN,47,30,MP_WALL_CORE:SOLID
1,TERRAIN,0,31,MP_HAZARD_CORE:OPEN
1,TERRAIN,1,31,MP_GROUND_CORE:OPEN
1,TERRAIN,2,31,MP_HAZARD_CORE:OPEN
1,TERRAIN,3,31,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,4,31,MP_CEILING_CORE:OPEN
1,TERRAIN,5,31,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,6,31,MP_STEP_CORE:OPEN
1,TERRAIN,7,31,MP_DEBUG_MISSING:OPEN
1,TERRAIN,8,31,MP_DECOR_CORE:OPEN
1,TERRAIN,9,31,MP_WALL_CORE:OPEN
1,TERRAIN,10,31,MP_BOUNDARY_BLEND:SOLID
1,TERRAIN,11,31,MP_WALL_CORE:OPEN
1,TERRAIN,12,31,MP_HAZARD_CORE:OPEN
1,TERRAIN,13,31,MP_GROUND_CORE:OPEN
1,TERRAIN,14,31,MP_GROUND_CORE:SOLID
1,TERRAIN,15,31,MP_HAZARD_CORE:SOLID
1,TERRAIN,16,31,MP_STEP_CORE:OPEN
1,TERRAIN,17,31,MP_DEBUG_MISSING:OPEN
1,TERRAIN,18,31,MP_DEBUG_MISSING:SOLID
1,TERRAIN,19,31,MP_WALL_CORE:OPEN
1,TERRAIN,20,31,MP_BACKGROUND_CORE:OPEN
1,TERRAIN,21,31,MP_GROUND_CORE:OPEN
1,TERRAIN,22,31,MP_HAZARD_CORE:OPEN
1,TERRAIN,23,31,MP_GROUND_CORE:OPEN
1,TERRAIN,24,31,MP_CEILING_CORE:OPEN
1,TERRAIN,25,31,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,26,31,MP_STEP_CORE:OPEN
1,TERRAIN,27,31,MP_ONEWAY_CORE:OPEN
1,TERRAIN,28,31,MP_STEP_CORE:OPEN
1,TERRAIN,29,31,MP_DEBUG_MISSING:OPEN
1,TERRAIN,30,31,MP_DECOR_CORE:OPEN
1,TERRAIN,31,31,MP_WALL_CORE:OPEN
1,TERRAIN,32,31,MP_HAZARD_CORE:OPEN
1,TERRAIN,33,31,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,34,31,MP_CEILING_CORE:OPEN
1,TERRAIN,35,31,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,36,31,MP_STEP_CORE:OPEN
1,TERRAIN,37,31,MP_ONEWAY_CORE:OPEN
1,TERRAIN,38,31,MP_DECOR_CORE:OPEN
1,TERRAIN,39,31,MP_STEP_CORE:SOLID
1,TERRAIN,40,31,MP_ONEWAY_CORE:SOLID
1,TERRAIN,41,31,MP_WALL_CORE:OPEN
1,TERRAIN,42,31,MP_HAZARD_CORE:OPEN
1,TERRAIN,43,31,MP_HAZARD_CORE:SOLID
1,TERRAIN,44,31,MP_CEILING_CORE:OPEN
1,TERRAIN,45,31,MP_BOUNDARY_BLEND:OPEN
1,TERRAIN,46,31,MP_CEILING_CORE:OPEN
1,TERRAIN,47,31,MP_ONEWAY_CORE:OPEN
2,REQUIRED_ROUTE,0,0,
2,REQUIRED_ROUTE,1,0,
2,REQUIRED_ROUTE,2,0,
2,REQUIRED_ROUTE,3,0,
2,REQUIRED_ROUTE,4,0,
2,REQUIRED_ROUTE,5,0,REQUIRED
2,REQUIRED_ROUTE,6,0,
2,REQUIRED_ROUTE,7,0,
2,REQUIRED_ROUTE,8,0,
2,REQUIRED_ROUTE,9,0,
2,REQUIRED_ROUTE,10,0,
2,REQUIRED_ROUTE,11,0,
2,REQUIRED_ROUTE,12,0,
2,REQUIRED_ROUTE,13,0,
2,REQUIRED_ROUTE,14,0,
2,REQUIRED_ROUTE,15,0,
2,REQUIRED_ROUTE,16,0,
2,REQUIRED_ROUTE,17,0,REQUIRED
2,REQUIRED_ROUTE,18,0,
2,REQUIRED_ROUTE,19,0,
2,REQUIRED_ROUTE,20,0,
2,REQUIRED_ROUTE,21,0,
2,REQUIRED_ROUTE,22,0,
2,REQUIRED_ROUTE,23,0,
2,REQUIRED_ROUTE,24,0,
2,REQUIRED_ROUTE,25,0,
2,REQUIRED_ROUTE,26,0,
2,REQUIRED_ROUTE,27,0,
2,REQUIRED_ROUTE,28,0,
2,REQUIRED_ROUTE,29,0,REQUIRED
2,REQUIRED_ROUTE,30,0,
2,REQUIRED_ROUTE,31,0,
2,REQUIRED_ROUTE,32,0,
2,REQUIRED_ROUTE,33,0,
2,REQUIRED_ROUTE,34,0,
2,REQUIRED_ROUTE,35,0,
2,REQUIRED_ROUTE,36,0,
2,REQUIRED_ROUTE,37,0,
2,REQUIRED_ROUTE,38,0,
2,REQUIRED_ROUTE,39,0,
2,REQUIRED_ROUTE,40,0,
2,REQUIRED_ROUTE,41,0,REQUIRED
2,REQUIRED_ROUTE,42,0,
2,REQUIRED_ROUTE,43,0,
2,REQUIRED_ROUTE,44,0,
2,REQUIRED_ROUTE,45,0,
2,REQUIRED_ROUTE,46,0,
2,REQUIRED_ROUTE,47,0,
2,REQUIRED_ROUTE,0,1,
2,REQUIRED_ROUTE,1,1,
2,REQUIRED_ROUTE,2,1,
2,REQUIRED_ROUTE,3,1,
2,REQUIRED_ROUTE,4,1,
2,REQUIRED_ROUTE,5,1,REQUIRED
2,REQUIRED_ROUTE,6,1,
2,REQUIRED_ROUTE,7,1,
2,REQUIRED_ROUTE,8,1,
2,REQUIRED_ROUTE,9,1,
2,REQUIRED_ROUTE,10,1,
2,REQUIRED_ROUTE,11,1,
2,REQUIRED_ROUTE,12,1,
2,REQUIRED_ROUTE,13,1,
2,REQUIRED_ROUTE,14,1,
2,REQUIRED_ROUTE,15,1,
2,REQUIRED_ROUTE,16,1,
2,REQUIRED_ROUTE,17,1,REQUIRED
2,REQUIRED_ROUTE,18,1,
2,REQUIRED_ROUTE,19,1,
2,REQUIRED_ROUTE,20,1,
2,REQUIRED_ROUTE,21,1,
2,REQUIRED_ROUTE,22,1,
2,REQUIRED_ROUTE,23,1,
2,REQUIRED_ROUTE,24,1,
2,REQUIRED_ROUTE,25,1,
2,REQUIRED_ROUTE,26,1,
2,REQUIRED_ROUTE,27,1,
2,REQUIRED_ROUTE,28,1,
2,REQUIRED_ROUTE,29,1,REQUIRED
2,REQUIRED_ROUTE,30,1,
2,REQUIRED_ROUTE,31,1,
2,REQUIRED_ROUTE,32,1,
2,REQUIRED_ROUTE,33,1,
2,REQUIRED_ROUTE,34,1,
2,REQUIRED_ROUTE,35,1,
2,REQUIRED_ROUTE,36,1,
2,REQUIRED_ROUTE,37,1,
2,REQUIRED_ROUTE,38,1,
2,REQUIRED_ROUTE,39,1,
2,REQUIRED_ROUTE,40,1,
2,REQUIRED_ROUTE,41,1,REQUIRED
2,REQUIRED_ROUTE,42,1,
2,REQUIRED_ROUTE,43,1,
2,REQUIRED_ROUTE,44,1,
2,REQUIRED_ROUTE,45,1,
2,REQUIRED_ROUTE,46,1,
2,REQUIRED_ROUTE,47,1,
2,REQUIRED_ROUTE,0,2,
2,REQUIRED_ROUTE,1,2,
2,REQUIRED_ROUTE,2,2,
2,REQUIRED_ROUTE,3,2,
2,REQUIRED_ROUTE,4,2,
2,REQUIRED_ROUTE,5,2,REQUIRED
2,REQUIRED_ROUTE,6,2,
2,REQUIRED_ROUTE,7,2,
2,REQUIRED_ROUTE,8,2,
2,REQUIRED_ROUTE,9,2,
2,REQUIRED_ROUTE,10,2,
2,REQUIRED_ROUTE,11,2,
2,REQUIRED_ROUTE,12,2,
2,REQUIRED_ROUTE,13,2,
2,REQUIRED_ROUTE,14,2,
2,REQUIRED_ROUTE,15,2,
2,REQUIRED_ROUTE,16,2,
2,REQUIRED_ROUTE,17,2,REQUIRED
2,REQUIRED_ROUTE,18,2,
2,REQUIRED_ROUTE,19,2,
2,REQUIRED_ROUTE,20,2,
2,REQUIRED_ROUTE,21,2,
2,REQUIRED_ROUTE,22,2,
2,REQUIRED_ROUTE,23,2,
2,REQUIRED_ROUTE,24,2,
2,REQUIRED_ROUTE,25,2,
2,REQUIRED_ROUTE,26,2,
2,REQUIRED_ROUTE,27,2,
2,REQUIRED_ROUTE,28,2,
2,REQUIRED_ROUTE,29,2,REQUIRED
2,REQUIRED_ROUTE,30,2,
2,REQUIRED_ROUTE,31,2,
2,REQUIRED_ROUTE,32,2,
2,REQUIRED_ROUTE,33,2,
2,REQUIRED_ROUTE,34,2,
2,REQUIRED_ROUTE,35,2,
2,REQUIRED_ROUTE,36,2,
2,REQUIRED_ROUTE,37,2,
2,REQUIRED_ROUTE,38,2,
2,REQUIRED_ROUTE,39,2,
2,REQUIRED_ROUTE,40,2,
2,REQUIRED_ROUTE,41,2,REQUIRED
2,REQUIRED_ROUTE,42,2,
2,REQUIRED_ROUTE,43,2,
2,REQUIRED_ROUTE,44,2,
2,REQUIRED_ROUTE,45,2,
2,REQUIRED_ROUTE,46,2,
2,REQUIRED_ROUTE,47,2,
2,REQUIRED_ROUTE,0,3,REQUIRED
2,REQUIRED_ROUTE,1,3,REQUIRED
2,REQUIRED_ROUTE,2,3,REQUIRED
2,REQUIRED_ROUTE,3,3,REQUIRED
2,REQUIRED_ROUTE,4,3,REQUIRED
2,REQUIRED_ROUTE,5,3,REQUIRED
2,REQUIRED_ROUTE,6,3,REQUIRED
2,REQUIRED_ROUTE,7,3,REQUIRED
2,REQUIRED_ROUTE,8,3,REQUIRED
2,REQUIRED_ROUTE,9,3,REQUIRED
2,REQUIRED_ROUTE,10,3,REQUIRED
2,REQUIRED_ROUTE,11,3,REQUIRED
2,REQUIRED_ROUTE,12,3,REQUIRED
2,REQUIRED_ROUTE,13,3,REQUIRED
2,REQUIRED_ROUTE,14,3,REQUIRED
2,REQUIRED_ROUTE,15,3,REQUIRED
2,REQUIRED_ROUTE,16,3,REQUIRED
2,REQUIRED_ROUTE,17,3,REQUIRED
2,REQUIRED_ROUTE,18,3,REQUIRED
2,REQUIRED_ROUTE,19,3,REQUIRED
2,REQUIRED_ROUTE,20,3,REQUIRED
2,REQUIRED_ROUTE,21,3,REQUIRED
2,REQUIRED_ROUTE,22,3,REQUIRED
2,REQUIRED_ROUTE,23,3,REQUIRED
2,REQUIRED_ROUTE,24,3,REQUIRED
2,REQUIRED_ROUTE,25,3,REQUIRED
2,REQUIRED_ROUTE,26,3,REQUIRED
2,REQUIRED_ROUTE,27,3,REQUIRED
2,REQUIRED_ROUTE,28,3,REQUIRED
2,REQUIRED_ROUTE,29,3,REQUIRED
2,REQUIRED_ROUTE,30,3,REQUIRED
2,REQUIRED_ROUTE,31,3,REQUIRED
2,REQUIRED_ROUTE,32,3,REQUIRED
2,REQUIRED_ROUTE,33,3,REQUIRED
2,REQUIRED_ROUTE,34,3,REQUIRED
2,REQUIRED_ROUTE,35,3,REQUIRED
2,REQUIRED_ROUTE,36,3,REQUIRED
2,REQUIRED_ROUTE,37,3,REQUIRED
2,REQUIRED_ROUTE,38,3,REQUIRED
2,REQUIRED_ROUTE,39,3,REQUIRED
2,REQUIRED_ROUTE,40,3,REQUIRED
2,REQUIRED_ROUTE,41,3,REQUIRED
2,REQUIRED_ROUTE,42,3,REQUIRED
2,REQUIRED_ROUTE,43,3,REQUIRED
2,REQUIRED_ROUTE,44,3,REQUIRED
2,REQUIRED_ROUTE,45,3,REQUIRED
2,REQUIRED_ROUTE,46,3,REQUIRED
2,REQUIRED_ROUTE,47,3,REQUIRED
2,REQUIRED_ROUTE,0,4,
2,REQUIRED_ROUTE,1,4,
2,REQUIRED_ROUTE,2,4,
2,REQUIRED_ROUTE,3,4,
2,REQUIRED_ROUTE,4,4,
2,REQUIRED_ROUTE,5,4,REQUIRED
2,REQUIRED_ROUTE,6,4,
2,REQUIRED_ROUTE,7,4,
2,REQUIRED_ROUTE,8,4,
2,REQUIRED_ROUTE,9,4,
2,REQUIRED_ROUTE,10,4,
2,REQUIRED_ROUTE,11,4,
2,REQUIRED_ROUTE,12,4,
2,REQUIRED_ROUTE,13,4,
2,REQUIRED_ROUTE,14,4,
2,REQUIRED_ROUTE,15,4,
2,REQUIRED_ROUTE,16,4,
2,REQUIRED_ROUTE,17,4,REQUIRED
2,REQUIRED_ROUTE,18,4,
2,REQUIRED_ROUTE,19,4,
2,REQUIRED_ROUTE,20,4,
2,REQUIRED_ROUTE,21,4,
2,REQUIRED_ROUTE,22,4,
2,REQUIRED_ROUTE,23,4,
2,REQUIRED_ROUTE,24,4,
2,REQUIRED_ROUTE,25,4,
2,REQUIRED_ROUTE,26,4,
