slot_index,pattern_x,pattern_y,candidate_id,mask_u16_hex,socket_signature,transform,selection_reason,attempt_count,main_path,branch_index,map21_02_presentation_family_link
118,38,2,VIS01_MP_991F,0x991F,N6-S0-W0-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
119,39,2,VIS01_MP_9B01,0x9B01,N6-SE-W2-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
120,0,3,VIS01_MP_8457,0x8457,N7-S8-WC-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
121,1,3,VIS01_MP_8641,0x8641,N7-SE-WE-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
122,2,3,VIS01_MP_8641,0x8641,N7-SE-WE-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
123,3,3,VIS01_MP_8173,0x8173,N7-SC-W8-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
124,4,3,VIS01_MP_820E,0x820E,N7-S1-WF-E6,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
125,5,3,VIS01_MP_8C66,0x8C66,N7-S9-WF-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
126,6,3,VIS01_MP_8DEE,0x8DEE,N7-S1-WB-E0,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
127,7,3,VIS01_MP_8F38,0x8F38,N7-S7-W9-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
128,8,3,VIS01_MP_8173,0x8173,N7-SC-W8-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
129,9,3,VIS01_MP_8242,0x8242,N7-SD-WF-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
130,10,3,VIS01_MP_8C66,0x8C66,N7-S9-WF-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
131,11,3,VIS01_MP_8DDC,0x8DDC,N7-S3-W9-E0,IDENTITY_NO_ROTATION,ROUTE_SOCKET_North,1,FALSE,2,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
132,12,3,VIS01_MP_8F1B,0x8F1B,N7-S4-W8-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
133,13,3,VIS01_MP_88A0,0x88A0,N7-SF-WF-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
134,14,3,VIS01_MP_8A2C,0x8A2C,N7-S3-WF-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
135,15,3,VIS01_MP_8B8A,0x8B8A,N7-S5-WB-E0,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
136,16,3,VIS01_MP_7599,0x7599,N8-S6-W0-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
137,17,3,VIS01_MP_7737,0x7737,N8-S8-W0-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
138,18,3,VIS01_MP_70D0,0x70D0,N8-SF-W5-ED,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
139,19,3,VIS01_MP_7227,0x7227,N8-S8-W6-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
140,20,3,VIS01_MP_739B,0x739B,N8-S4-W0-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
141,21,3,VIS01_MP_7518,0x7518,N8-S7-W1-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
142,22,3,VIS01_MP_768C,0x768C,N8-S3-W7-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
143,23,3,VIS01_MP_70D0,0x70D0,N8-SF-W5-ED,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
144,24,3,VIS01_MP_A809,0xA809,N5-S6-WE-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
145,25,3,VIS01_MP_88D8,0x88D8,N7-S7-WD-E0,IDENTITY_NO_ROTATION,ROUTE_SOCKET_North,32,FALSE,4,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
146,26,3,VIS01_MP_AA02,0xAA02,N5-SD-WF-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
147,27,3,VIS01_MP_9457,0x9457,N6-S8-W4-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
148,28,3,VIS01_MP_9705,0x9705,N6-SA-W2-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
149,29,3,VIS01_MP_9000,0x9000,N6-SF-W7-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
150,30,3,VIS01_MP_91D9,0x91D9,N6-S6-W0-E4,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
151,31,3,VIS01_MP_9200,0x9200,N6-SF-W7-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
152,32,3,VIS01_MP_9CF1,0x9CF1,N6-SE-W4-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
153,33,3,VIS01_MP_9EC0,0x9EC0,N6-SF-W7-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
154,34,3,VIS01_MP_9EC0,0x9EC0,N6-SF-W7-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
155,35,3,VIS01_MP_991F,0x991F,N6-S0-W0-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
156,36,3,VIS01_MP_9B01,0x9B01,N6-SE-W2-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
157,37,3,VIS01_MP_8400,0x8400,N7-SF-WF-E7,IDENTITY_NO_ROTATION,ROUTE_SOCKET_North,2,FALSE,6,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
158,38,3,VIS01_MP_8641,0x8641,N7-SE-WE-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
159,39,3,VIS01_MP_8641,0x8641,N7-SE-WE-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
160,0,4,VIS01_MP_50F0,0x50F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
161,1,4,VIS01_MP_5401,0x5401,NA-SE-W6-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
162,2,4,VIS01_MP_5515,0x5515,NA-SA-W0-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
163,3,4,VIS01_MP_5520,0x5520,NA-SF-W3-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
164,4,4,VIS01_MP_50F0,0x50F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
165,5,4,VIS01_MP_500D,0x500D,NA-S2-W6-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
166,6,4,VIS01_MP_4455,0x4455,NB-SA-WC-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
167,7,4,VIS01_MP_44DF,0x44DF,NB-S0-WC-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
168,8,4,VIS01_MP_4762,0x4762,NB-SD-WB-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
169,9,4,VIS01_MP_40CF,0x40CF,NB-S0-WE-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
170,10,4,VIS01_MP_4200,0x4200,NB-SF-WF-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
171,11,4,VIS01_MP_4200,0x4200,NB-SF-WF-EF,IDENTITY_NO_ROTATION,ROUTE_SOCKET_North_South,3,FALSE,2,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
172,12,4,VIS01_MP_4400,0x4400,NB-SF-WF-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
173,13,4,VIS01_MP_460B,0x460B,NB-S4-WE-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
174,14,4,VIS01_MP_4020,0x4020,NB-SF-WF-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
175,15,4,VIS01_MP_41C8,0x41C8,NB-S7-WB-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
176,16,4,VIS01_MP_7117,0x7117,N8-S8-W0-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
177,17,4,VIS01_MP_732A,0x732A,N8-S5-W3-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
178,18,4,VIS01_MP_6448,0x6448,N9-S7-WF-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
179,19,4,VIS01_MP_66F0,0x66F0,N9-SF-WD-ED,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
180,20,4,VIS01_MP_6044,0x6044,N9-SB-WF-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
181,21,4,VIS01_MP_604D,0x604D,N9-S2-WE-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
182,22,4,VIS01_MP_6222,0x6222,N9-SD-WF-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
183,23,4,VIS01_MP_64EC,0x64EC,N9-S3-WF-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
184,24,4,VIS01_MP_6604,0x6604,N9-SB-WF-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
185,25,4,VIS01_MP_4400,0x4400,NB-SF-WF-EF,IDENTITY_NO_ROTATION,ROUTE_SOCKET_North_South,45,FALSE,4,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
186,26,4,VIS01_MP_6020,0x6020,N9-SF-WF-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
187,27,4,VIS01_MP_62AF,0x62AF,N9-S0-WE-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
188,28,4,VIS01_MP_54F0,0x54F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
189,29,4,VIS01_MP_5447,0x5447,NA-S8-W6-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
190,30,4,VIS01_MP_5540,0x5540,NA-SF-W3-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
191,31,4,VIS01_MP_5105,0x5105,NA-SA-W2-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
192,32,4,VIS01_MP_E439,0xE439,N1-S6-WC-E6,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
193,33,4,VIS01_MP_E673,0xE673,N1-SC-WC-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
194,34,4,VIS01_MP_E0A2,0xE0A2,N1-SD-WF-E5,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
195,35,4,VIS01_MP_E0FF,0xE0FF,N1-S0-WC-E4,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
196,36,4,VIS01_MP_EC44,0xEC44,N1-SB-WF-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
197,37,4,VIS01_MP_CDD0,0xCDD0,N3-SF-W9-E1,IDENTITY_NO_ROTATION,ROUTE_SOCKET_North_South,68,FALSE,6,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
198,38,4,VIS01_MP_EE0B,0xEE0B,N1-S4-WE-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
199,39,4,VIS01_MP_E8E0,0xE8E0,N1-SF-WF-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
200,0,5,VIS01_MP_EA00,0xEA00,N1-SF-WF-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
201,1,5,VIS01_MP_EA15,0xEA15,N1-SA-WC-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
202,2,5,VIS01_MP_D514,0xD514,N2-SB-W1-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
203,3,5,VIS01_MP_D514,0xD514,N2-SB-W1-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
204,4,5,VIS01_MP_D0C9,0xD0C9,N2-S6-W6-E4,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
205,5,5,VIS01_MP_D0C9,0xD0C9,N2-S6-W6-E4,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
206,6,5,VIS01_MP_D100,0xD100,N2-SF-W3-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
207,7,5,VIS01_MP_DD00,0xDD00,N2-SF-W3-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
208,8,5,VIS01_MP_0D41,0x0D41,NF-SE-WA-EB,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
209,9,5,VIS01_MP_0ECE,0x0ECE,NF-S1-WF-E8,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
210,10,5,VIS01_MP_0840,0x0840,NF-SF-WF-EB,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
211,11,5,VIS01_MP_0990,0x0990,NF-SF-W9-E9,IDENTITY_NO_ROTATION,ROUTE_SOCKET_North_South,1,FALSE,2,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
212,12,5,VIS01_MP_0B0F,0x0B0F,NF-S0-WA-EA,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
213,13,5,VIS01_MP_F415,0xF415,N0-SA-W4-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
214,14,5,VIS01_MP_F60A,0xF60A,N0-S5-W7-E6,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
215,15,5,VIS01_MP_F707,0xF707,N0-S8-W2-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
216,16,5,VIS01_MP_F110,0xF110,N0-SF-W1-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
217,17,5,VIS01_MP_F344,0xF344,N0-SB-W3-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
218,18,5,VIS01_MP_FCD1,0xFCD1,N0-SE-W4-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
219,19,5,VIS01_MP_FF44,0xFF44,N0-SB-W3-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
220,20,5,VIS01_MP_FFD0,0xFFD0,N0-SF-W1-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
221,21,5,VIS01_MP_F954,0xF954,N0-SB-W1-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
222,22,5,VIS01_MP_FA0F,0xFA0F,N0-S0-W6-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
223,23,5,VIS01_MP_E439,0xE439,N1-S6-WC-E6,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
224,24,5,VIS01_MP_B33B,0xB33B,N4-S4-W0-E6,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
225,25,5,VIS01_MP_91D9,0x91D9,N6-S6-W0-E4,IDENTITY_NO_ROTATION,ROUTE_SOCKET_North_South,32,FALSE,4,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
226,26,5,VIS01_MP_B311,0xB311,N4-SE-W0-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
227,27,5,VIS01_MP_B837,0xB837,N4-S8-W4-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
228,28,5,VIS01_MP_B9D0,0xB9D0,N4-SF-W1-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
229,29,5,VIS01_MP_BB3C,0xBB3C,N4-S3-W1-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
230,30,5,VIS01_MP_B88F,0xB88F,N4-S0-W6-E0,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
231,31,5,VIS01_MP_BA8A,0xBA8A,N4-S5-W7-E0,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
232,32,5,VIS01_MP_BB8B,0xBB8B,N4-S4-W2-E0,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
233,33,5,VIS01_MP_A022,0xA022,N5-SD-WF-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
234,34,5,VIS01_MP_A29F,0xA29F,N5-S0-WC-E4,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
235,35,5,VIS01_MP_A0DD,0xA0DD,N5-S2-WC-E4,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
236,36,5,VIS01_MP_A227,0xA227,N5-S8-WE-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
