SourceId,SourceMaskReference,OriginalReference,Transform,FinalCandidateId,Decision
"VIS01_MP_0421","0x0421","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_E93615ECCE33","RETAINED_FINAL_POOL"
"VIS01_MP_0422","0x0422","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_F20D3DF9552A","RETAINED_FINAL_POOL"
"VIS01_MP_0424","0x0424","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_9CE32AC65278","RETAINED_FINAL_POOL"
"VIS01_MP_0440","0x0440","MapDesign/MCP/GENERATED/VIS01/moonpalace_vis01_pattern_candidates_500.json","R0","RMAP07_8A1BF4189067","RETAINED_RMAP07_FIRST_POOL"
"VIS01_MP_0440","0x0440","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP07_8A1BF4189067","MERGED_WITH_RETAINED_RMAP07_16_CELL_GEOMETRY"
"VIS01_MP_0440","0x0440","MapDesign/MCP/GENERATED/VIS01/moonpalace_vis01_pattern_candidates_500.json","MirrorX","RMAP07_26DF04E23AA9","RETAINED_RMAP07_FIRST_POOL"
"VIS01_MP_0440","0x0440","MapDesign/MCP/GENERATED/VIS01/moonpalace_vis01_pattern_candidates_500.json","MirrorY","RMAP07_8A1BF4189067","RETAINED_RMAP07_FIRST_POOL"
"VIS01_MP_0440","0x0440","MapDesign/MCP/GENERATED/VIS01/moonpalace_vis01_pattern_candidates_500.json","R180","RMAP07_26DF04E23AA9","RETAINED_RMAP07_FIRST_POOL"
"VIS01_MP_0448","0x0448","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_F5CCB4BA0F81","RETAINED_FINAL_POOL"
"VIS01_MP_044C","0x044C","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_045D","0x045D","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_804FB558396D","RETAINED_FINAL_POOL"
"VIS01_MP_045F","0x045F","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_6BBAC74F32ED","RETAINED_FINAL_POOL"
"VIS01_MP_0471","0x0471","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_90F6372EEDB5","RETAINED_FINAL_POOL"
"VIS01_MP_0480","0x0480","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_9F78F05499E5","RETAINED_FINAL_POOL"
"VIS01_MP_0493","0x0493","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_0C2A8029160B","RETAINED_FINAL_POOL"
"VIS01_MP_04C0","0x04C0","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_A1A1A960CB6B","RETAINED_FINAL_POOL"
"VIS01_MP_04C1","0x04C1","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_753091A0F398","RETAINED_FINAL_POOL"
"VIS01_MP_0500","0x0500","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_9452FE7C2804","RETAINED_FINAL_POOL"
"VIS01_MP_0526","0x0526","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_DD817546EEF5","RETAINED_FINAL_POOL"
"VIS01_MP_0540","0x0540","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_ECC0EA3E5B62","RETAINED_FINAL_POOL"
"VIS01_MP_0542","0x0542","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_0579","0x0579","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_5E2ABAFF4671","RETAINED_FINAL_POOL"
"VIS01_MP_0600","0x0600","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_62A800CFE174","RETAINED_FINAL_POOL"
"VIS01_MP_0644","0x0644","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_FA505EB1BCA5","RETAINED_FINAL_POOL"
"VIS01_MP_0648","0x0648","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_DC168ADA903C","RETAINED_FINAL_POOL"
"VIS01_MP_06E3","0x06E3","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_D28E2A055FDD","RETAINED_FINAL_POOL"
"VIS01_MP_07F3","0x07F3","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_83E5BC2E4D88","RETAINED_FINAL_POOL"
"VIS01_MP_0801","0x0801","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_E80322ED5BBE","RETAINED_FINAL_POOL"
"VIS01_MP_0802","0x0802","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_349A7C04360C","RETAINED_FINAL_POOL"
"VIS01_MP_0804","0x0804","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_49F5024BBF51","RETAINED_FINAL_POOL"
"VIS01_MP_0808","0x0808","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_6E4802E2F39F","RETAINED_FINAL_POOL"
"VIS01_MP_0810","0x0810","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_598518A3ABA1","RETAINED_FINAL_POOL"
"VIS01_MP_0820","0x0820","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_B8713C35B4BB","RETAINED_FINAL_POOL"
"VIS01_MP_0833","0x0833","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_9BC0DDCB3B8F","RETAINED_FINAL_POOL"
"VIS01_MP_0840","0x0840","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_C6BCA6F08F7F","RETAINED_FINAL_POOL"
"VIS01_MP_0855","0x0855","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_3F89A25FDDF0","RETAINED_FINAL_POOL"
"VIS01_MP_0880","0x0880","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_D8E2F2259BD1","RETAINED_FINAL_POOL"
"VIS01_MP_0893","0x0893","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_ABD9F046FE9D","RETAINED_FINAL_POOL"
"VIS01_MP_0990","0x0990","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_43AF5317A786","RETAINED_FINAL_POOL"
"VIS01_MP_0A00","0x0A00","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_BC78C2916D59","RETAINED_FINAL_POOL"
"VIS01_MP_0A2E","0x0A2E","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_0A01A0E1AB73","RETAINED_FINAL_POOL"
"VIS01_MP_0AA3","0x0AA3","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_0AAE","0x0AAE","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_0AB0","0x0AB0","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_11E4550E7EFA","RETAINED_FINAL_POOL"
"VIS01_MP_0AF1","0x0AF1","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_4081FE771097","RETAINED_FINAL_POOL"
"VIS01_MP_0B0F","0x0B0F","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_421E7F659C10","RETAINED_FINAL_POOL"
"VIS01_MP_0B88","0x0B88","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_869CD6DB7795","RETAINED_FINAL_POOL"
"VIS01_MP_0BE2","0x0BE2","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_D7B499733004","RETAINED_FINAL_POOL"
"VIS01_MP_0BFF","0x0BFF","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_2C0EF9CC1D7D","RETAINED_FINAL_POOL"
"VIS01_MP_0C00","0x0C00","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_F046F5AF37CB","RETAINED_FINAL_POOL"
"VIS01_MP_0C19","0x0C19","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_0C8D","0x0C8D","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_0C9B","0x0C9B","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_171BBC6B3EE5","RETAINED_FINAL_POOL"
"VIS01_MP_0C9D","0x0C9D","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_0CC2","0x0CC2","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_0CD8","0x0CD8","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_07BF4C2812DF","RETAINED_FINAL_POOL"
"VIS01_MP_0CE8","0x0CE8","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_A14AF5F1E030","RETAINED_FINAL_POOL"
"VIS01_MP_0D01","0x0D01","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_C6FC8D5DF919","RETAINED_FINAL_POOL"
"VIS01_MP_0D41","0x0D41","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_FFC8EFB7CAEC","RETAINED_FINAL_POOL"
"VIS01_MP_0D43","0x0D43","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_0D9269962289","RETAINED_FINAL_POOL"
"VIS01_MP_0D77","0x0D77","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_5978850B5DF8","RETAINED_FINAL_POOL"
"VIS01_MP_0D80","0x0D80","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_4893083029EE","RETAINED_FINAL_POOL"
"VIS01_MP_0D83","0x0D83","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_12393C3A2754","RETAINED_FINAL_POOL"
"VIS01_MP_0E06","0x0E06","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_C61188D37444","RETAINED_FINAL_POOL"
"VIS01_MP_0E41","0x0E41","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_D912CC19FDC5","RETAINED_FINAL_POOL"
"VIS01_MP_0E8F","0x0E8F","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_05DC9EC7AA5F","RETAINED_FINAL_POOL"
"VIS01_MP_0EB3","0x0EB3","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_F7B32048E5D1","RETAINED_FINAL_POOL"
"VIS01_MP_0EC2","0x0EC2","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_F5CEFEC3AE0D","RETAINED_FINAL_POOL"
"VIS01_MP_0ECE","0x0ECE","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_406552B64E43","RETAINED_FINAL_POOL"
"VIS01_MP_0F2A","0x0F2A","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_320BE3D1EAC3","RETAINED_FINAL_POOL"
"VIS01_MP_0F40","0x0F40","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_B4E6356AD63D","RETAINED_FINAL_POOL"
"VIS01_MP_0FCF","0x0FCF","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_89F41EB663F6","RETAINED_FINAL_POOL"
"VIS01_MP_100B","0x100B","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_BBC946EA3A6C","RETAINED_FINAL_POOL"
"VIS01_MP_1010","0x1010","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_279D1C254DBD","RETAINED_FINAL_POOL"
"VIS01_MP_1013","0x1013","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_BF4F48FA1F4B","RETAINED_FINAL_POOL"
"VIS01_MP_1017","0x1017","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_3687C256CD91","RETAINED_FINAL_POOL"
"VIS01_MP_1020","0x1020","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_3E9DAF60ADD0","RETAINED_FINAL_POOL"
"VIS01_MP_102C","0x102C","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_1040","0x1040","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_C1F66248B2CF","RETAINED_FINAL_POOL"
"VIS01_MP_1080","0x1080","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_DA7D3029DC98","RETAINED_FINAL_POOL"
"VIS01_MP_10D1","0x10D1","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_FAFF37F1DEFE","RETAINED_FINAL_POOL"
"VIS01_MP_1100","0x1100","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP07_A97A420107D6","MERGED_WITH_RETAINED_RMAP07_16_CELL_GEOMETRY"
"VIS01_MP_11DC","0x11DC","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_2B59FBDB35F7","RETAINED_FINAL_POOL"
"VIS01_MP_1200","0x1200","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_AAAEFCB23DC1","RETAINED_FINAL_POOL"
"VIS01_MP_128E","0x128E","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_649531DA1CA7","RETAINED_FINAL_POOL"
"VIS01_MP_136E","0x136E","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_E98EBCCC03A6","RETAINED_FINAL_POOL"
"VIS01_MP_1537","0x1537","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_E5F6A13E9E6B","RETAINED_FINAL_POOL"
"VIS01_MP_1579","0x1579","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_43DFDEF338CB","RETAINED_FINAL_POOL"
"VIS01_MP_15D0","0x15D0","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_25319F87605D","RETAINED_FINAL_POOL"
"VIS01_MP_160F","0x160F","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_6C3138C4CD88","RETAINED_FINAL_POOL"
"VIS01_MP_171C","0x171C","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_12880B99543A","RETAINED_FINAL_POOL"
"VIS01_MP_1773","0x1773","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_781BC2D223D9","REPLACED_IN_RMAP11_FINAL_CONSUMER_BY_FIX25_ATLAS_44"
"VIS01_MP_1773","0x1773","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_17CF","0x17CF","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_CAAD9AD1F963","RETAINED_FINAL_POOL"
"VIS01_MP_1800","0x1800","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP07_0A655882772A","MERGED_WITH_RETAINED_RMAP07_16_CELL_GEOMETRY"
"VIS01_MP_1840","0x1840","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_C3037BE9C1C2","RETAINED_FINAL_POOL"
"VIS01_MP_18E2","0x18E2","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_1904","0x1904","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_2AEDBD7A5998","RETAINED_FINAL_POOL"
"VIS01_MP_19B9","0x19B9","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_923ACD4AB2D7","RETAINED_FINAL_POOL"
"VIS01_MP_19C8","0x19C8","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_8C4BF5A92649","RETAINED_FINAL_POOL"
"VIS01_MP_1A08","0x1A08","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_27DA4A935DD3","RETAINED_FINAL_POOL"
"VIS01_MP_1B22","0x1B22","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_A85D2A96D12D","RETAINED_FINAL_POOL"
"VIS01_MP_1B8A","0x1B8A","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_81096149F9C0","RETAINED_FINAL_POOL"
"VIS01_MP_1D77","0x1D77","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_0953B8266F9F","REPLACED_IN_RMAP11_FINAL_CONSUMER_BY_FIX25_ATLAS_182"
"VIS01_MP_1D77","0x1D77","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_1D9D","0x1D9D","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_6630F05E1114","RETAINED_FINAL_POOL"
"VIS01_MP_1DCF","0x1DCF","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_01FBE53FC2F8","RETAINED_FINAL_POOL"
"VIS01_MP_1ECC","0x1ECC","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_1CF2D8761AB8","RETAINED_FINAL_POOL"
"VIS01_MP_1F03","0x1F03","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_83F5766393F3","RETAINED_FINAL_POOL"
"VIS01_MP_1F0D","0x1F0D","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_5DD6F53BF858","RETAINED_FINAL_POOL"
"VIS01_MP_1F93","0x1F93","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_67570CDF8E49","REPLACED_IN_RMAP11_FINAL_CONSUMER_BY_FIX25_ATLAS_47"
"VIS01_MP_1F93","0x1F93","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_1FB1","0x1FB1","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_A1985A508A99","REPLACED_IN_RMAP11_FINAL_CONSUMER_BY_FIX25_ATLAS_174"
"VIS01_MP_1FB1","0x1FB1","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","","EXCLUDED_AFTER_FIXED_500_CAP_AND_RMAP07_RETENTION"
"VIS01_MP_2010","0x2010","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_DC7CD395B0AB","RETAINED_FINAL_POOL"
"VIS01_MP_2020","0x2020","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_905DA8F7CD26","RETAINED_FINAL_POOL"
"VIS01_MP_2034","0x2034","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_978D01E91975","RETAINED_FINAL_POOL"
"VIS01_MP_2040","0x2040","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_B2824D242219","RETAINED_FINAL_POOL"
"VIS01_MP_2070","0x2070","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_E7D067DA4269","RETAINED_FINAL_POOL"
"VIS01_MP_2080","0x2080","Assets/_Game/Map/Runtime/WorldGeneration/MoonPalace/Visualization/MoonPalaceMicroPatternCandidateLibrary.cs","R0","RMAP11_212F6E1FE24D","RETAINED_FINAL_POOL"
