id,recipe,x,y,width,height,parent,depth,mirror
SV5_INFILL_ROOM_1b1a069b5675bac4c797,SMALL_CAVE,68,340,20,12,SV5_INFILL_ROOM_02284733d117494c6d27,2,False
SV5_INFILL_ROOM_1c4c6b34887f12eefac3,EMPTY_ROOM,148,132,16,12,SV5_OPTIONAL_09,1,False
SV5_INFILL_ROOM_1ea3a9898e39ffe90dff,DEAD_END,536,104,16,12,SV5_OPTIONAL_04,1,True
SV5_INFILL_ROOM_2086070c2f754602b0be,EMPTY_ROOM,468,264,16,12,SV5_OPTIONAL_TO_VILLAGE,1,True
SV5_INFILL_ROOM_2089d42e9ee8a59ad22d,SMALL_CAVE,108,64,20,12,SV5_OPTIONAL_08,1,True
SV5_INFILL_ROOM_2192769697c59dae3b85,DEAD_END,312,16,16,12,SV5_OPTIONAL_05,1,True
SV5_INFILL_ROOM_225c40e5664c1cf9ab35,EMPTY_ROOM,8,152,16,12,SV5_INFILL_ROOM_19964c61275fdbcb2d6a,4,True
SV5_INFILL_ROOM_2325332083fe0bf08a93,EMPTY_ROOM,8,276,16,12,SV5_INFILL_ROOM_01122f644626dea695c0,2,True
SV5_INFILL_ROOM_2552a495926947171721,DEAD_END,84,68,16,12,SV5_INFILL_ROOM_2089d42e9ee8a59ad22d,2,True
SV5_INFILL_ROOM_25b653b8d4924f41c50c,EMPTY_ROOM,536,168,16,12,SV5_OPTIONAL_04,1,True
SV5_INFILL_ROOM_2678b577b7872468bc34,LANDING,228,212,16,16,SV5_INFILL_ROOM_04306d96a9442be86a73,3,False
SV5_INFILL_ROOM_2ffc6e44cb591e10f332,DEAD_END,64,68,16,12,SV5_INFILL_ROOM_2552a495926947171721,3,True
SV5_INFILL_ROOM_33f41990cacb1dba9034,EMPTY_ROOM,388,308,16,12,SV5_OPTIONAL_RETURN_TO_START,1,False
SV5_INFILL_ROOM_39e7fd02f83a59cef59e,EMPTY_ROOM,484,368,16,12,SV5_INFILL_ROOM_16ef78d2a7097c01be03,2,True
SV5_INFILL_ROOM_41bfb11db98643b33449,EMPTY_ROOM,156,84,16,12,SV5_OPTIONAL_07,1,True
SV5_INFILL_ROOM_41d8d12437f0a0253f28,DEAD_END,604,248,16,12,SV5_INFILL_ROOM_014ea698f88348a9d9a6,2,False
SV5_INFILL_ROOM_5eb07ccd7c43c8a2a37d,DEAD_END,536,136,16,12,SV5_OPTIONAL_04,1,True
SV5_INFILL_ROOM_7e2a072aec3341bfd326,EMPTY_ROOM,20,340,16,12,SV5_OPTIONAL_12,1,True
SV5_INFILL_ROOM_939a268ae0351a48d2f8,DEAD_END,544,272,16,12,SV5_OPTIONAL_02,1,False
SV5_INFILL_ROOM_9643b540e628fa680b9f,LANDING,364,344,16,16,SV5_OPTIONAL_00,1,True
SV5_PLACE_08_3479F08218885852,LEGACY_ORDINARY_PORTED,136,80,12,8,SV5_PLACE_08_3479F08218885852,0,False
SV5_PLACE_09_0BAFE3A7FA93D31C,LEGACY_ORDINARY_PORTED,180,68,16,8,SV5_PLACE_09_0BAFE3A7FA93D31C,0,False
SV5_PLACE_10_F83FE72914C9299C,LEGACY_ORDINARY_PORTED,352,16,12,12,SV5_PLACE_10_F83FE72914C9299C,0,False
SV5_PLACE_11_E64745F7462770DD,LEGACY_ORDINARY_PORTED,560,4,20,8,SV5_PLACE_11_E64745F7462770DD,0,False
SV5_PLACE_12_391D0CF7A4422180,LEGACY_ORDINARY_PORTED,132,192,12,8,SV5_PLACE_12_391D0CF7A4422180,0,False
SV5_PLACE_13_97A1D09E3197EA92,LEGACY_ORDINARY_PORTED,224,108,16,12,SV5_PLACE_13_97A1D09E3197EA92,0,False
