x,y,value,provenance,owner
"370","143","UNKNOWN","UNKNOWN",""
"371","143","UNKNOWN","UNKNOWN",""
"372","143","UNKNOWN","UNKNOWN",""
"373","143","UNKNOWN","UNKNOWN",""
"374","143","UNKNOWN","UNKNOWN",""
"375","143","UNKNOWN","UNKNOWN",""
"376","143","UNKNOWN","UNKNOWN",""
"377","143","UNKNOWN","UNKNOWN",""
"378","143","UNKNOWN","UNKNOWN",""
"379","143","UNKNOWN","UNKNOWN",""
"380","143","UNKNOWN","UNKNOWN",""
"381","143","UNKNOWN","UNKNOWN",""
"382","143","UNKNOWN","UNKNOWN",""
"383","143","UNKNOWN","UNKNOWN",""
"384","143","UNKNOWN","UNKNOWN",""
"385","143","UNKNOWN","UNKNOWN",""
"386","143","UNKNOWN","UNKNOWN",""
"387","143","UNKNOWN","UNKNOWN",""
"388","143","UNKNOWN","UNKNOWN",""
"389","143","UNKNOWN","UNKNOWN",""
"390","143","UNKNOWN","UNKNOWN",""
"391","143","UNKNOWN","UNKNOWN",""
"392","143","UNKNOWN","UNKNOWN",""
"393","143","UNKNOWN","UNKNOWN",""
"394","143","UNKNOWN","UNKNOWN",""
"395","143","UNKNOWN","UNKNOWN",""
"396","143","UNKNOWN","UNKNOWN",""
"397","143","UNKNOWN","UNKNOWN",""
"398","143","UNKNOWN","UNKNOWN",""
"399","143","UNKNOWN","UNKNOWN",""
"400","143","UNKNOWN","UNKNOWN",""
"401","143","UNKNOWN","UNKNOWN",""
"402","143","UNKNOWN","UNKNOWN",""
"403","143","UNKNOWN","UNKNOWN",""
"404","143","UNKNOWN","UNKNOWN",""
"405","143","UNKNOWN","UNKNOWN",""
"406","143","UNKNOWN","UNKNOWN",""
"407","143","UNKNOWN","UNKNOWN",""
"408","143","UNKNOWN","UNKNOWN",""
"409","143","UNKNOWN","UNKNOWN",""
"410","143","UNKNOWN","UNKNOWN",""
"411","143","UNKNOWN","UNKNOWN",""
"412","143","UNKNOWN","UNKNOWN",""
"413","143","UNKNOWN","UNKNOWN",""
"414","143","UNKNOWN","UNKNOWN",""
"415","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3|21e6a90771dd0ec3a5924c7bed7cedd6df7b87118024ccd550005017a8e7ebd0"
"416","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"417","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"418","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"419","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"420","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"421","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"422","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"423","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"424","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"425","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"426","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"427","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"428","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"429","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"430","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"431","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"432","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"433","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"434","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"435","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"436","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"437","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"438","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"439","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"440","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"441","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"442","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"443","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"444","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"445","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"446","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"447","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"448","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"449","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"450","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"451","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"452","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"453","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"454","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"455","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"456","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"457","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"458","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"459","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"460","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"461","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"462","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"463","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"464","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"465","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"466","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"467","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"468","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"469","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"470","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"471","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"472","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"473","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"474","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"475","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"476","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"477","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"478","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"479","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"480","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"481","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"482","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"483","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"484","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"485","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"486","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"487","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"488","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"489","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"490","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"491","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"492","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"493","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"494","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"495","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"496","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"497","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"498","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"499","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"500","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"501","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"502","143","AIR","HOST_CORRIDOR_AIR","SV5_CORE_CONN_a98881f424039780"
"503","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"504","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"505","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"506","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"507","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"508","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"509","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"510","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"511","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"512","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"513","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"514","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"515","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"516","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"517","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"518","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"519","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"520","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"521","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"522","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"523","143","UNKNOWN","RESERVATION_CoreRoute","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"524","143","UNKNOWN","UNKNOWN",""
"525","143","UNKNOWN","UNKNOWN",""
"526","143","UNKNOWN","UNKNOWN",""
"527","143","UNKNOWN","UNKNOWN",""
"528","143","UNKNOWN","UNKNOWN",""
"529","143","UNKNOWN","UNKNOWN",""
"530","143","UNKNOWN","UNKNOWN",""
"531","143","UNKNOWN","UNKNOWN",""
"532","143","UNKNOWN","RESERVATION_CoreRoute","29dc755094886d48300e9f8cf0fb0e54f09125a29c2fac78855bda7885f7dbaa"
"533","143","UNKNOWN","UNKNOWN",""
"534","143","UNKNOWN","UNKNOWN",""
"535","143","UNKNOWN","UNKNOWN",""
"536","143","SOLID","INFILL_ACTUAL+HOST_COMPONENT_SUPPORT","SV5_OPTIONAL_04"
"537","143","AIR","INFILL_ACTUAL+HOST_COMPONENT_AIR","SV5_OPTIONAL_04"
"538","143","AIR","INFILL_ACTUAL+HOST_COMPONENT_AIR","SV5_OPTIONAL_04"
"539","143","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_5eb07ccd7c43c8a2a37d"
"540","143","AIR","HOST_CORRIDOR_AIR","SV5_OPTIONAL_04"
"541","143","AIR","HOST_CORRIDOR_AIR","SV5_OPTIONAL_04"
"542","143","AIR","HOST_CORRIDOR_AIR","SV5_OPTIONAL_04"
"543","143","AIR","HOST_CORRIDOR_AIR","SV5_OPTIONAL_04"
"544","143","AIR","HOST_CORRIDOR_AIR","SV5_OPTIONAL_04"
"545","143","AIR","HOST_CORRIDOR_AIR","SV5_OPTIONAL_04"
"546","143","AIR","HOST_CORRIDOR_AIR","SV5_OPTIONAL_04"
"547","143","AIR","HOST_CORRIDOR_AIR","SV5_OPTIONAL_04"
"548","143","AIR","HOST_CORRIDOR_AIR","SV5_OPTIONAL_04"
"549","143","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_5eb07ccd7c43c8a2a37d"
"550","143","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_5eb07ccd7c43c8a2a37d"
"551","143","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_5eb07ccd7c43c8a2a37d"
"552","143","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_5eb07ccd7c43c8a2a37d_LINK"
"553","143","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_5eb07ccd7c43c8a2a37d_LINK"
"554","143","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_5eb07ccd7c43c8a2a37d_LINK"
"555","143","UNKNOWN","RESERVATION_CorridorClearance","SV5_OPTIONAL_04"
"556","143","AIR","HOST_CORRIDOR_AIR","SV5_OPTIONAL_04"
"557","143","UNKNOWN","RESERVATION_CorridorClearance","SV5_OPTIONAL_04"
"558","143","UNKNOWN","UNKNOWN",""
"559","143","UNKNOWN","UNKNOWN",""
"560","143","UNKNOWN","UNKNOWN",""
"561","143","UNKNOWN","UNKNOWN",""
"562","143","UNKNOWN","UNKNOWN",""
"563","143","AIR","HOST_CORRIDOR_AIR","SV5_CORE_CONN_29dc755094886d48"
"564","143","UNKNOWN","UNKNOWN",""
"565","143","UNKNOWN","UNKNOWN",""
"566","143","UNKNOWN","UNKNOWN",""
"567","143","UNKNOWN","UNKNOWN",""
"568","143","UNKNOWN","UNKNOWN",""
"569","143","UNKNOWN","UNKNOWN",""
"570","143","UNKNOWN","UNKNOWN",""
"571","143","UNKNOWN","UNKNOWN",""
"572","143","UNKNOWN","UNKNOWN",""
"573","143","UNKNOWN","UNKNOWN",""
"574","143","UNKNOWN","UNKNOWN",""
"575","143","UNKNOWN","UNKNOWN",""
"576","143","UNKNOWN","UNKNOWN",""
"577","143","UNKNOWN","UNKNOWN",""
"578","143","UNKNOWN","UNKNOWN",""
"579","143","UNKNOWN","UNKNOWN",""
"580","143","UNKNOWN","UNKNOWN",""
"581","143","UNKNOWN","UNKNOWN",""
"582","143","UNKNOWN","UNKNOWN",""
"583","143","UNKNOWN","UNKNOWN",""
"584","143","UNKNOWN","UNKNOWN",""
"585","143","UNKNOWN","UNKNOWN",""
"586","143","UNKNOWN","UNKNOWN",""
"587","143","UNKNOWN","UNKNOWN",""
"588","143","UNKNOWN","UNKNOWN",""
"589","143","UNKNOWN","UNKNOWN",""
"590","143","UNKNOWN","UNKNOWN",""
"591","143","UNKNOWN","UNKNOWN",""
"592","143","UNKNOWN","UNKNOWN",""
"593","143","UNKNOWN","UNKNOWN",""
"594","143","UNKNOWN","UNKNOWN",""
"595","143","UNKNOWN","UNKNOWN",""
"596","143","UNKNOWN","UNKNOWN",""
"597","143","UNKNOWN","UNKNOWN",""
"598","143","UNKNOWN","UNKNOWN",""
"599","143","UNKNOWN","UNKNOWN",""
"600","143","UNKNOWN","UNKNOWN",""
"601","143","UNKNOWN","UNKNOWN",""
"602","143","UNKNOWN","UNKNOWN",""
"603","143","UNKNOWN","UNKNOWN",""
"604","143","UNKNOWN","UNKNOWN",""
"605","143","UNKNOWN","UNKNOWN",""
"606","143","UNKNOWN","UNKNOWN",""
"607","143","UNKNOWN","UNKNOWN",""
"608","143","UNKNOWN","UNKNOWN",""
"609","143","UNKNOWN","UNKNOWN",""
"610","143","UNKNOWN","UNKNOWN",""
"611","143","UNKNOWN","UNKNOWN",""
"612","143","UNKNOWN","UNKNOWN",""
"613","143","UNKNOWN","UNKNOWN",""
"614","143","UNKNOWN","UNKNOWN",""
"615","143","UNKNOWN","UNKNOWN",""
"616","143","UNKNOWN","UNKNOWN",""
"617","143","UNKNOWN","UNKNOWN",""
"618","143","UNKNOWN","UNKNOWN",""
"619","143","UNKNOWN","UNKNOWN",""
"620","143","UNKNOWN","UNKNOWN",""
"621","143","UNKNOWN","UNKNOWN",""
"622","143","UNKNOWN","UNKNOWN",""
"623","143","UNKNOWN","UNKNOWN",""
"0","144","UNKNOWN","UNKNOWN",""
"1","144","UNKNOWN","UNKNOWN",""
"2","144","UNKNOWN","UNKNOWN",""
"3","144","UNKNOWN","UNKNOWN",""
"4","144","UNKNOWN","UNKNOWN",""
"5","144","UNKNOWN","UNKNOWN",""
"6","144","UNKNOWN","UNKNOWN",""
"7","144","UNKNOWN","UNKNOWN",""
"8","144","UNKNOWN","UNKNOWN",""
"9","144","UNKNOWN","UNKNOWN",""
"10","144","UNKNOWN","UNKNOWN",""
"11","144","UNKNOWN","UNKNOWN",""
"12","144","UNKNOWN","UNKNOWN",""
"13","144","UNKNOWN","UNKNOWN",""
"14","144","UNKNOWN","UNKNOWN",""
"15","144","UNKNOWN","UNKNOWN",""
"16","144","UNKNOWN","UNKNOWN",""
"17","144","UNKNOWN","UNKNOWN",""
"18","144","UNKNOWN","UNKNOWN",""
"19","144","UNKNOWN","UNKNOWN",""
"20","144","UNKNOWN","UNKNOWN",""
"21","144","UNKNOWN","UNKNOWN",""
"22","144","UNKNOWN","UNKNOWN",""
"23","144","UNKNOWN","UNKNOWN",""
"24","144","UNKNOWN","UNKNOWN",""
"25","144","UNKNOWN","UNKNOWN",""
"26","144","UNKNOWN","UNKNOWN",""
"27","144","UNKNOWN","UNKNOWN",""
"28","144","AIR","HOST_COMPONENT_AIR","SV5_OPTIONAL_09"
"29","144","AIR","HOST_COMPONENT_AIR","SV5_OPTIONAL_09"
"30","144","SOLID","HOST_COMPONENT_SUPPORT","SV5_OPTIONAL_09"
"31","144","UNKNOWN","UNKNOWN",""
"32","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"33","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"34","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"35","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"36","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"37","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"38","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"39","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"40","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"41","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"42","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"43","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"44","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"45","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"46","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"47","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a"
"48","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a_LINK"
"49","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a_LINK"
"50","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a_LINK"
"51","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a_LINK"
"52","144","SOLID","INFILL_ACTUAL","SV5_INFILL_ROOM_19964c61275fdbcb2d6a_LINK"
"53","144","UNKNOWN","UNKNOWN",""
"54","144","UNKNOWN","UNKNOWN",""
"55","144","UNKNOWN","UNKNOWN",""
"56","144","UNKNOWN","UNKNOWN",""
"57","144","UNKNOWN","UNKNOWN",""
"58","144","UNKNOWN","UNKNOWN",""
"59","144","UNKNOWN","UNKNOWN",""
"60","144","UNKNOWN","UNKNOWN",""
"61","144","UNKNOWN","UNKNOWN",""
"62","144","UNKNOWN","UNKNOWN",""
"63","144","UNKNOWN","UNKNOWN",""
"64","144","UNKNOWN","UNKNOWN",""
"65","144","UNKNOWN","UNKNOWN",""
"66","144","UNKNOWN","UNKNOWN",""
"67","144","UNKNOWN","UNKNOWN",""
"68","144","UNKNOWN","UNKNOWN",""
"69","144","UNKNOWN","UNKNOWN",""
"70","144","UNKNOWN","UNKNOWN",""
"71","144","UNKNOWN","UNKNOWN",""
"72","144","UNKNOWN","UNKNOWN",""
"73","144","UNKNOWN","UNKNOWN",""
"74","144","UNKNOWN","UNKNOWN",""
"75","144","UNKNOWN","UNKNOWN",""
"76","144","UNKNOWN","UNKNOWN",""
"77","144","UNKNOWN","UNKNOWN",""
"78","144","UNKNOWN","UNKNOWN",""
"79","144","UNKNOWN","UNKNOWN",""
"80","144","UNKNOWN","UNKNOWN",""
"81","144","UNKNOWN","UNKNOWN",""
"82","144","UNKNOWN","UNKNOWN",""
"83","144","UNKNOWN","UNKNOWN",""
"84","144","UNKNOWN","UNKNOWN",""
"85","144","UNKNOWN","UNKNOWN",""
"86","144","UNKNOWN","UNKNOWN",""
"87","144","UNKNOWN","UNKNOWN",""
"88","144","UNKNOWN","UNKNOWN",""
"89","144","UNKNOWN","UNKNOWN",""
"90","144","UNKNOWN","UNKNOWN",""
"91","144","UNKNOWN","UNKNOWN",""
"92","144","UNKNOWN","UNKNOWN",""
"93","144","UNKNOWN","UNKNOWN",""
"94","144","UNKNOWN","UNKNOWN",""
"95","144","UNKNOWN","UNKNOWN",""
"96","144","UNKNOWN","UNKNOWN",""
"97","144","UNKNOWN","UNKNOWN",""
"98","144","UNKNOWN","UNKNOWN",""
"99","144","UNKNOWN","UNKNOWN",""
"100","144","UNKNOWN","UNKNOWN",""
"101","144","UNKNOWN","UNKNOWN",""
"102","144","UNKNOWN","UNKNOWN",""
"103","144","UNKNOWN","UNKNOWN",""
"104","144","UNKNOWN","UNKNOWN",""
"105","144","UNKNOWN","UNKNOWN",""
"106","144","UNKNOWN","UNKNOWN",""
