slot_index,pattern_x,pattern_y,room_id,route_ownership,candidate_id,mask_hex,socket_signature,transform,attempt_count
509,29,5,B01_NORTH,FILLER_DETAIL,VIS01_MP_9EC0,0x9EC0,N6-SF-W7-E1,IDENTITY_NO_ROTATION,1
510,30,5,B01_NORTH,FILLER_DETAIL,VIS01_MP_9571,0x9571,N6-SE-W0-E7,IDENTITY_NO_ROTATION,1
511,31,5,B01_NORTH,FILLER_DETAIL,VIS01_MP_92E0,0x92E0,N6-SF-W7-E5,IDENTITY_NO_ROTATION,1
512,32,5,B01_NORTH,FILLER_DETAIL,VIS01_MP_54F0,0x54F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,1
513,33,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_5540,0x5540,NA-SF-W3-EF,IDENTITY_NO_ROTATION,1
514,34,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_5191,0x5191,NA-SE-W0-ED,IDENTITY_NO_ROTATION,1
515,35,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_5000,0x5000,NA-SF-W7-EF,IDENTITY_NO_ROTATION,1
516,36,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_54F0,0x54F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,1
517,37,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_5501,0x5501,NA-SE-W2-EF,IDENTITY_NO_ROTATION,1
518,38,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_4040,0x4040,NB-SF-WF-EF,IDENTITY_NO_ROTATION,1
519,39,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_5401,0x5401,NA-SE-W6-EF,IDENTITY_NO_ROTATION,1
520,40,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A227,0xA227,N5-S8-WE-E7,IDENTITY_NO_ROTATION,1
521,41,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A0DD,0xA0DD,N5-S2-WC-E4,IDENTITY_NO_ROTATION,1
522,42,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A227,0xA227,N5-S8-WE-E7,IDENTITY_NO_ROTATION,1
523,43,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A0DD,0xA0DD,N5-S2-WC-E4,IDENTITY_NO_ROTATION,1
524,44,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_50F0,0x50F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,1
525,45,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A29F,0xA29F,N5-S0-WC-E4,IDENTITY_NO_ROTATION,1
526,46,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_5540,0x5540,NA-SF-W3-EF,IDENTITY_NO_ROTATION,1
527,47,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_507C,0x507C,NA-S3-W5-EE,IDENTITY_NO_ROTATION,1
528,48,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_7117,0x7117,N8-S8-W0-EF,IDENTITY_NO_ROTATION,1
529,49,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_47C8,0x47C8,NB-S7-WB-EC,IDENTITY_NO_ROTATION,1
530,50,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_720F,0x720F,N8-S0-W6-EE,IDENTITY_NO_ROTATION,1
531,51,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_7362,0x7362,N8-SD-W3-EF,IDENTITY_NO_ROTATION,1
532,52,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_77D0,0x77D0,N8-SF-W1-ED,IDENTITY_NO_ROTATION,1
533,53,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_746C,0x746C,N8-S3-W7-EE,IDENTITY_NO_ROTATION,1
534,54,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_70D0,0x70D0,N8-SF-W5-ED,IDENTITY_NO_ROTATION,1
535,55,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_7117,0x7117,N8-S8-W0-EF,IDENTITY_NO_ROTATION,1
536,56,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_4455,0x4455,NB-SA-WC-EF,IDENTITY_NO_ROTATION,1
537,57,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_4340,0x4340,NB-SF-WB-EF,IDENTITY_NO_ROTATION,1
538,58,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_460B,0x460B,NB-S4-WE-EE,IDENTITY_NO_ROTATION,1
539,59,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_44FF,0x44FF,NB-S0-WC-EC,IDENTITY_NO_ROTATION,1
540,60,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_4300,0x4300,NB-SF-WB-EF,IDENTITY_NO_ROTATION,1
541,61,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_41C8,0x41C8,NB-S7-WB-EC,IDENTITY_NO_ROTATION,1
542,62,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_4400,0x4400,NB-SF-WF-EF,IDENTITY_NO_ROTATION,1
543,63,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_4200,0x4200,NB-SF-WF-EF,IDENTITY_NO_ROTATION,1
544,64,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_6000,0x6000,N9-SF-WF-EF,IDENTITY_NO_ROTATION,1
545,65,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_66F0,0x66F0,N9-SF-WD-ED,IDENTITY_NO_ROTATION,1
546,66,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_6448,0x6448,N9-S7-WF-EE,IDENTITY_NO_ROTATION,1
547,67,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_62AF,0x62AF,N9-S0-WE-EC,IDENTITY_NO_ROTATION,1
548,68,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_66F0,0x66F0,N9-SF-WD-ED,IDENTITY_NO_ROTATION,1
549,69,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_64EC,0x64EC,N9-S3-WF-EC,IDENTITY_NO_ROTATION,1
550,70,5,B03_NORTH,FILLER_DETAIL,VIS01_MP_1B8A,0x1B8A,NE-S5-W3-E8,IDENTITY_NO_ROTATION,1
551,71,5,B03_NORTH,BRANCH,VIS01_MP_1840,0x1840,NE-SF-W7-EB,IDENTITY_NO_ROTATION,1
552,72,5,B03_NORTH,FILLER_DETAIL,VIS01_MP_7599,0x7599,N8-S6-W0-EC,IDENTITY_NO_ROTATION,1
553,73,5,B03_NORTH,FILLER_DETAIL,VIS01_MP_7226,0x7226,N8-S9-W7-EF,IDENTITY_NO_ROTATION,1
554,74,5,B03_NORTH,FILLER_DETAIL,VIS01_MP_6040,0x6040,N9-SF-WF-EF,IDENTITY_NO_ROTATION,1
555,75,5,B03_NORTH,FILLER_DETAIL,VIS01_MP_7737,0x7737,N8-S8-W0-EF,IDENTITY_NO_ROTATION,1
556,76,5,B03_NORTH,FILLER_DETAIL,VIS01_MP_6222,0x6222,N9-SD-WF-EF,IDENTITY_NO_ROTATION,1
557,77,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_6040,0x6040,N9-SF-WF-EF,IDENTITY_NO_ROTATION,1
558,78,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_664F,0x664F,N9-S0-WE-EE,IDENTITY_NO_ROTATION,1
559,79,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_64EC,0x64EC,N9-S3-WF-EC,IDENTITY_NO_ROTATION,1
560,80,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0B0F,0x0B0F,NF-S0-WA-EA,IDENTITY_NO_ROTATION,1
561,81,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0990,0x0990,NF-SF-W9-E9,IDENTITY_NO_ROTATION,1
562,82,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0C00,0x0C00,NF-SF-WF-EB,IDENTITY_NO_ROTATION,1
563,83,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0AF1,0x0AF1,NF-SE-WC-E9,IDENTITY_NO_ROTATION,1
564,84,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0108,0x0108,NF-S7-WB-EE,IDENTITY_NO_ROTATION,1
565,85,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0FCF,0x0FCF,NF-S0-WA-E8,IDENTITY_NO_ROTATION,1
566,86,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0220,0x0220,NF-SF-WF-EF,IDENTITY_NO_ROTATION,1
567,87,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_00A0,0x00A0,NF-SF-WF-ED,IDENTITY_NO_ROTATION,1
568,88,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1DCF,0x1DCF,NE-S0-W2-E8,IDENTITY_NO_ROTATION,1
569,89,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1D77,0x1D77,NE-S8-W0-EB,IDENTITY_NO_ROTATION,1
570,90,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_11DC,0x11DC,NE-S3-W1-EC,IDENTITY_NO_ROTATION,1
571,91,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1ECC,0x1ECC,NE-S3-W7-E8,IDENTITY_NO_ROTATION,1
572,92,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_128E,0x128E,NE-S1-W7-EC,IDENTITY_NO_ROTATION,1
573,93,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_136E,0x136E,NE-S1-W3-EE,IDENTITY_NO_ROTATION,1
574,94,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_160F,0x160F,NE-S0-W6-EE,IDENTITY_NO_ROTATION,1
575,95,5,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1537,0x1537,NE-S8-W0-EF,IDENTITY_NO_ROTATION,1
576,0,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_FD04,0xFD04,N0-SB-W3-E3,IDENTITY_NO_ROTATION,1
577,1,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_FA0F,0xFA0F,N0-S0-W6-E2,IDENTITY_NO_ROTATION,1
578,2,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_FFD0,0xFFD0,N0-SF-W1-E1,IDENTITY_NO_ROTATION,1
579,3,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_FF44,0xFF44,N0-SB-W3-E3,IDENTITY_NO_ROTATION,1
580,4,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_F344,0xF344,N0-SB-W3-E7,IDENTITY_NO_ROTATION,1
581,5,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_F01F,0xF01F,N0-S0-W4-E6,IDENTITY_NO_ROTATION,1
582,6,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_F415,0xF415,N0-SA-W4-E7,IDENTITY_NO_ROTATION,1
583,7,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_F430,0xF430,N0-SF-W5-E7,IDENTITY_NO_ROTATION,1
584,8,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_C157,0xC157,N3-S8-W8-E7,IDENTITY_NO_ROTATION,1
585,9,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_CEC0,0xCEC0,N3-SF-WF-E1,IDENTITY_NO_ROTATION,1
586,10,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_C271,0xC271,N3-SE-WC-E7,IDENTITY_NO_ROTATION,1
587,11,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_C0BB,0xC0BB,N3-S4-WC-E4,IDENTITY_NO_ROTATION,1
588,12,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_C474,0xC474,N3-SB-WD-E7,IDENTITY_NO_ROTATION,1
589,13,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_C460,0xC460,N3-SF-WF-E7,IDENTITY_NO_ROTATION,1
590,14,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_F803,0xF803,N0-SC-W6-E3,IDENTITY_NO_ROTATION,1
591,15,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_C474,0xC474,N3-SB-WD-E7,IDENTITY_NO_ROTATION,1
592,16,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_E439,0xE439,N1-S6-WC-E6,IDENTITY_NO_ROTATION,1
593,17,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_E0FF,0xE0FF,N1-S0-WC-E4,IDENTITY_NO_ROTATION,1
594,18,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_991F,0x991F,N6-S0-W0-E2,IDENTITY_NO_ROTATION,1
595,19,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_E644,0xE644,N1-SB-WF-E7,IDENTITY_NO_ROTATION,1
596,20,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9B01,0x9B01,N6-SE-W2-E3,IDENTITY_NO_ROTATION,1
597,21,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_98A8,0x98A8,N6-S7-W7-E0,IDENTITY_NO_ROTATION,1
598,22,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9EC0,0x9EC0,N6-SF-W7-E1,IDENTITY_NO_ROTATION,1
599,23,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9C66,0x9C66,N6-S9-W7-E3,IDENTITY_NO_ROTATION,1
600,24,6,B01_NORTH,FILLER_DETAIL,VIS01_MP_E8AC,0xE8AC,N1-S3-WF-E0,IDENTITY_NO_ROTATION,1
601,25,6,B01_NORTH,FILLER_DETAIL,VIS01_MP_F60A,0xF60A,N0-S5-W7-E6,IDENTITY_NO_ROTATION,1
602,26,6,B01_NORTH,BRANCH,VIS01_MP_CE89,0xCE89,N3-S6-WE-E0,IDENTITY_NO_ROTATION,78
603,27,6,B01_NORTH,FILLER_DETAIL,VIS01_MP_EA15,0xEA15,N1-SA-WC-E3,IDENTITY_NO_ROTATION,1
604,28,6,B01_NORTH,FILLER_DETAIL,VIS01_MP_EE0B,0xEE0B,N1-S4-WE-E2,IDENTITY_NO_ROTATION,1
605,29,6,B01_NORTH,FILLER_DETAIL,VIS01_MP_ECC8,0xECC8,N1-S7-WF-E0,IDENTITY_NO_ROTATION,1
606,30,6,B01_NORTH,FILLER_DETAIL,VIS01_MP_E06E,0xE06E,N1-S1-WF-E6,IDENTITY_NO_ROTATION,1
607,31,6,B01_NORTH,FILLER_DETAIL,VIS01_MP_E0FF,0xE0FF,N1-S0-WC-E4,IDENTITY_NO_ROTATION,1
608,32,6,B01_NORTH,FILLER_DETAIL,VIS01_MP_8F51,0x8F51,N7-SE-W8-E3,IDENTITY_NO_ROTATION,1
609,33,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8DDC,0x8DDC,N7-S3-W9-E0,IDENTITY_NO_ROTATION,1
610,34,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8040,0x8040,N7-SF-WF-E7,IDENTITY_NO_ROTATION,1
611,35,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8EFF,0x8EFF,N7-S0-WC-E0,IDENTITY_NO_ROTATION,1
612,36,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8508,0x8508,N7-S7-WB-E6,IDENTITY_NO_ROTATION,1
613,37,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_83FC,0x83FC,N7-S3-W9-E4,IDENTITY_NO_ROTATION,1
614,38,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8641,0x8641,N7-SE-WE-E7,IDENTITY_NO_ROTATION,1
615,39,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8400,0x8400,N7-SF-WF-E7,IDENTITY_NO_ROTATION,1
616,40,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_90D8,0x90D8,N6-S7-W5-E4,IDENTITY_NO_ROTATION,1
617,41,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9137,0x9137,N6-S8-W0-E7,IDENTITY_NO_ROTATION,1
618,42,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9571,0x9571,N6-SE-W0-E7,IDENTITY_NO_ROTATION,1
619,43,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9200,0x9200,N6-SF-W7-E7,IDENTITY_NO_ROTATION,1
620,44,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9705,0x9705,N6-SA-W2-E7,IDENTITY_NO_ROTATION,1
621,45,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9705,0x9705,N6-SA-W2-E7,IDENTITY_NO_ROTATION,1
622,46,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8B8A,0x8B8A,N7-S5-WB-E0,IDENTITY_NO_ROTATION,1
623,47,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_880E,0x880E,N7-S1-WF-E2,IDENTITY_NO_ROTATION,1
624,48,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B33B,0xB33B,N4-S4-W0-E6,IDENTITY_NO_ROTATION,1
625,49,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B013,0xB013,N4-SC-W4-E7,IDENTITY_NO_ROTATION,1
626,50,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A809,0xA809,N5-S6-WE-E2,IDENTITY_NO_ROTATION,1
627,51,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A809,0xA809,N5-S6-WE-E2,IDENTITY_NO_ROTATION,1
628,52,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A866,0xA866,N5-S9-WF-E3,IDENTITY_NO_ROTATION,1
629,53,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_AAA0,0xAAA0,N5-SF-WF-E1,IDENTITY_NO_ROTATION,1
630,54,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A057,0xA057,N5-S8-WC-E7,IDENTITY_NO_ROTATION,1
631,55,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_AAA0,0xAAA0,N5-SF-WF-E1,IDENTITY_NO_ROTATION,1
632,56,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_BB3C,0xBB3C,N4-S3-W1-E2,IDENTITY_NO_ROTATION,1
633,57,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B9D0,0xB9D0,N4-SF-W1-E1,IDENTITY_NO_ROTATION,1
634,58,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B88F,0xB88F,N4-S0-W6-E0,IDENTITY_NO_ROTATION,1
635,59,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B90B,0xB90B,N4-S4-W2-E2,IDENTITY_NO_ROTATION,1
636,60,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B130,0xB130,N4-SF-W1-E7,IDENTITY_NO_ROTATION,1
637,61,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_BA8A,0xBA8A,N4-S5-W7-E0,IDENTITY_NO_ROTATION,1
638,62,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B311,0xB311,N4-SE-W0-E7,IDENTITY_NO_ROTATION,1
639,63,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B33B,0xB33B,N4-S4-W0-E6,IDENTITY_NO_ROTATION,1
640,64,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1840,0x1840,NE-SF-W7-EB,IDENTITY_NO_ROTATION,1
641,65,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_66F0,0x66F0,N9-SF-WD-ED,IDENTITY_NO_ROTATION,1
642,66,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1D77,0x1D77,NE-S8-W0-EB,IDENTITY_NO_ROTATION,1
643,67,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1B8A,0x1B8A,NE-S5-W3-E8,IDENTITY_NO_ROTATION,1
644,68,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1ECC,0x1ECC,NE-S3-W7-E8,IDENTITY_NO_ROTATION,1
645,69,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1D9D,0x1D9D,NE-S2-W0-E8,IDENTITY_NO_ROTATION,1
646,70,6,B03_NORTH,FILLER_DETAIL,VIS01_MP_136E,0x136E,NE-S1-W3-EE,IDENTITY_NO_ROTATION,1
647,71,6,B03_NORTH,BRANCH,VIS01_MP_11DC,0x11DC,NE-S3-W1-EC,IDENTITY_NO_ROTATION,1
648,72,6,B03_NORTH,FILLER_DETAIL,VIS01_MP_64EC,0x64EC,N9-S3-WF-EC,IDENTITY_NO_ROTATION,1
649,73,6,B03_NORTH,FILLER_DETAIL,VIS01_MP_6222,0x6222,N9-SD-WF-EF,IDENTITY_NO_ROTATION,1
650,74,6,B03_NORTH,FILLER_DETAIL,VIS01_MP_66F0,0x66F0,N9-SF-WD-ED,IDENTITY_NO_ROTATION,1
651,75,6,B03_NORTH,FILLER_DETAIL,VIS01_MP_660E,0x660E,N9-S1-WF-EE,IDENTITY_NO_ROTATION,1
652,76,6,B03_NORTH,FILLER_DETAIL,VIS01_MP_6222,0x6222,N9-SD-WF-EF,IDENTITY_NO_ROTATION,1
653,77,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_6020,0x6020,N9-SF-WF-EF,IDENTITY_NO_ROTATION,1
654,78,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_664F,0x664F,N9-S0-WE-EE,IDENTITY_NO_ROTATION,1
655,79,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_64EC,0x64EC,N9-S3-WF-EC,IDENTITY_NO_ROTATION,1
656,80,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_037F,0x037F,NF-S0-W8-EE,IDENTITY_NO_ROTATION,1
657,81,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0120,0x0120,NF-SF-WB-EF,IDENTITY_NO_ROTATION,1
658,82,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0448,0x0448,NF-S7-WF-EE,IDENTITY_NO_ROTATION,1
659,83,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0280,0x0280,NF-SF-WF-ED,IDENTITY_NO_ROTATION,1
660,84,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_38F0,0x38F0,NC-SF-W5-E9,IDENTITY_NO_ROTATION,1
661,85,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_07F3,0x07F3,NF-SC-W8-ED,IDENTITY_NO_ROTATION,1
662,86,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3B01,0x3B01,NC-SE-W2-EB,IDENTITY_NO_ROTATION,1
663,87,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_38F0,0x38F0,NC-SF-W5-E9,IDENTITY_NO_ROTATION,1
664,88,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_15D0,0x15D0,NE-SF-W1-ED,IDENTITY_NO_ROTATION,1
665,89,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1579,0x1579,NE-S6-W0-EE,IDENTITY_NO_ROTATION,1
666,90,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0990,0x0990,NF-SF-W9-E9,IDENTITY_NO_ROTATION,1
667,91,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_160F,0x160F,NE-S0-W6-EE,IDENTITY_NO_ROTATION,1
668,92,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0AA3,0x0AA3,NF-SC-WE-E9,IDENTITY_NO_ROTATION,1
669,93,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0B0F,0x0B0F,NF-S0-WA-EA,IDENTITY_NO_ROTATION,1
670,94,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0FCF,0x0FCF,NF-S0-WA-E8,IDENTITY_NO_ROTATION,1
671,95,6,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0C00,0x0C00,NF-SF-WF-EB,IDENTITY_NO_ROTATION,1
672,0,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2ACE,0x2ACE,ND-S1-WF-E8,IDENTITY_NO_ROTATION,1
673,1,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2810,0x2810,ND-SF-WD-EB,IDENTITY_NO_ROTATION,1
674,2,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,1
675,3,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,1
676,4,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2040,0x2040,ND-SF-WF-EF,IDENTITY_NO_ROTATION,1
677,5,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,1
678,6,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2413,0x2413,ND-SC-WC-EF,IDENTITY_NO_ROTATION,1
679,7,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_22AE,0x22AE,ND-S1-WF-EC,IDENTITY_NO_ROTATION,1
680,8,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3FA0,0x3FA0,NC-SF-W3-E9,IDENTITY_NO_ROTATION,1
681,9,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3DCD,0x3DCD,NC-S2-W2-E8,IDENTITY_NO_ROTATION,1
682,10,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_30E2,0x30E2,NC-SD-W7-ED,IDENTITY_NO_ROTATION,1
683,11,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3FA0,0x3FA0,NC-SF-W3-E9,IDENTITY_NO_ROTATION,1
684,12,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3511,0x3511,NC-SE-W0-EF,IDENTITY_NO_ROTATION,1
685,13,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3267,0x3267,NC-S8-W6-EF,IDENTITY_NO_ROTATION,1
686,14,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3607,0x3607,NC-S8-W6-EF,IDENTITY_NO_ROTATION,1
687,15,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3773,0x3773,NC-SC-W0-EF,IDENTITY_NO_ROTATION,1
688,16,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_D0C9,0xD0C9,N2-S6-W6-E4,IDENTITY_NO_ROTATION,1
689,17,7,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_D100,0xD100,N2-SF-W3-E7,IDENTITY_NO_ROTATION,1
