pattern_id,local_x,local_y,operation,layer,payload_id
MP_MILL_RUST_PATCH,2,2,MATERIAL,MATERIAL,MAT_MILL_RUST
MP_MILL_RUST_PATCH,3,2,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,0,3,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,1,3,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,2,3,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,3,3,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,3,3,MATERIAL,MATERIAL,MAT_MILL_RUST
MP_ROOT_ARCH,0,0,NO_CHANGE,GEOMETRY,
MP_ROOT_ARCH,1,0,NO_CHANGE,GEOMETRY,
MP_ROOT_ARCH,2,0,NO_CHANGE,GEOMETRY,
MP_ROOT_ARCH,3,0,NO_CHANGE,GEOMETRY,
MP_ROOT_ARCH,0,1,ADD_SOLID,GEOMETRY,
MP_ROOT_ARCH,1,1,CARVE_AIR,GEOMETRY,
MP_ROOT_ARCH,2,1,CARVE_AIR,GEOMETRY,
MP_ROOT_ARCH,3,1,ADD_SOLID,GEOMETRY,
MP_ROOT_ARCH,0,2,ADD_SOLID,GEOMETRY,
MP_ROOT_ARCH,1,2,CARVE_AIR,GEOMETRY,
MP_ROOT_ARCH,2,2,CARVE_AIR,GEOMETRY,
MP_ROOT_ARCH,3,2,ADD_SOLID,GEOMETRY,
MP_ROOT_ARCH,0,3,ADD_SOLID,GEOMETRY,
MP_ROOT_ARCH,1,3,ADD_SOLID,GEOMETRY,
MP_ROOT_ARCH,2,3,ADD_SOLID,GEOMETRY,
MP_ROOT_ARCH,3,3,ADD_SOLID,GEOMETRY,
MP_ROOT_CLIMB_VINES,0,0,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,1,0,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,1,0,SURFACE,SURFACE,SURF_ROOT_BARK
MP_ROOT_CLIMB_VINES,1,0,AFFORDANCE,AFFORDANCE,AFF_CLIMB
MP_ROOT_CLIMB_VINES,2,0,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,3,0,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,0,1,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,1,1,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,1,1,SURFACE,SURFACE,SURF_ROOT_BARK
MP_ROOT_CLIMB_VINES,1,1,AFFORDANCE,AFFORDANCE,AFF_CLIMB
MP_ROOT_CLIMB_VINES,2,1,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,3,1,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,0,2,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,1,2,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,1,2,SURFACE,SURFACE,SURF_ROOT_BARK
MP_ROOT_CLIMB_VINES,1,2,AFFORDANCE,AFFORDANCE,AFF_CLIMB
MP_ROOT_CLIMB_VINES,2,2,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,3,2,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,0,3,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,1,3,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,1,3,SURFACE,SURFACE,SURF_ROOT_BARK
MP_ROOT_CLIMB_VINES,1,3,AFFORDANCE,AFFORDANCE,AFF_CLIMB
MP_ROOT_CLIMB_VINES,2,3,NO_CHANGE,GEOMETRY,
MP_ROOT_CLIMB_VINES,3,3,NO_CHANGE,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,0,0,NO_CHANGE,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,1,0,ADD_SOLID,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,2,0,ADD_SOLID,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,3,0,ADD_SOLID,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,0,1,NO_CHANGE,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,1,1,CARVE_AIR,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,2,1,CARVE_AIR,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,3,1,ADD_SOLID,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,0,2,NO_CHANGE,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,1,2,CARVE_AIR,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,2,2,CARVE_AIR,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,3,2,CARVE_AIR,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,0,3,NO_CHANGE,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,1,3,NO_CHANGE,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,2,3,NO_CHANGE,GEOMETRY,
MP_ROOT_HOLLOW_POCKET,3,3,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,0,0,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,1,0,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,2,0,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,3,0,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,0,1,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,1,1,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,1,1,MATERIAL,MATERIAL,MAT_CASSIA_SAP
MP_ROOT_SAP_PATCH,1,1,HAZARD,HAZARD,HZ_STICKY_SAP
MP_ROOT_SAP_PATCH,2,1,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,2,1,MATERIAL,MATERIAL,MAT_CASSIA_SAP
MP_ROOT_SAP_PATCH,2,1,HAZARD,HAZARD,HZ_STICKY_SAP
MP_ROOT_SAP_PATCH,3,1,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,0,2,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,1,2,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,1,2,MATERIAL,MATERIAL,MAT_CASSIA_SAP
MP_ROOT_SAP_PATCH,2,2,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,2,2,MATERIAL,MATERIAL,MAT_CASSIA_SAP
MP_ROOT_SAP_PATCH,3,2,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,0,3,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,1,3,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,2,3,NO_CHANGE,GEOMETRY,
MP_ROOT_SAP_PATCH,3,3,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,0,0,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,1,0,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,1,0,MATERIAL,MATERIAL,MAT_ROOT_FIBER
MP_ROOT_SPROUT_MARK,2,0,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,2,0,MATERIAL,MATERIAL,MAT_ROOT_FIBER
MP_ROOT_SPROUT_MARK,3,0,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,0,1,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,1,1,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,1,1,MARKER,MARKER,MARK_ROOT_SPROUT
MP_ROOT_SPROUT_MARK,2,1,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,2,1,MARKER,MARKER,MARK_ROOT_SPROUT
MP_ROOT_SPROUT_MARK,3,1,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,0,2,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,1,2,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,2,2,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,3,2,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,0,3,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,1,3,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,2,3,NO_CHANGE,GEOMETRY,
MP_ROOT_SPROUT_MARK,3,3,NO_CHANGE,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,0,0,NO_CHANGE,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,1,0,CARVE_AIR,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,2,0,CARVE_AIR,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,3,0,NO_CHANGE,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,0,1,NO_CHANGE,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,1,1,CARVE_AIR,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,2,1,CARVE_AIR,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,3,1,NO_CHANGE,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,0,2,NO_CHANGE,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,1,2,CARVE_AIR,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,2,2,CARVE_AIR,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,3,2,NO_CHANGE,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,0,3,NO_CHANGE,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,1,3,CARVE_AIR,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,2,3,CARVE_AIR,GEOMETRY,
MP_ROOT_VERTICAL_TUNNEL,3,3,NO_CHANGE,GEOMETRY,
