case,seed,request_id,formation_id,family_key,x,y,width,height,sector,sector_offset,rank,neighbor_ids,neighbor_count,weight,roll,decision,fallback,policy_digest,diversity_digest,plan_digest
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_53B9CBB898681B40,CAVE_BAND,64,212,60,24,8,0,9939269963356729477,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_468109FDAAFCF263,CAVE_BAND,68,212,60,24,8,0,9942665255263888145,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_B767600103E0F561,CAVE_BAND,72,212,60,24,8,0,9946535536194433965,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_ADF7A69E13093B35,CAVE_BAND,76,212,60,24,8,0,9950458593683133913,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_75D8D327B670E61E,CAVE_BAND,80,212,60,24,8,0,9954469612102090741,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_AA3F41701EBB5B03,CAVE_BAND,84,212,60,24,8,0,9958427853962893441,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_AA95B49D3B53E574,CAVE_BAND,88,212,60,24,8,0,9961805553684000733,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_4CF314195118F72F,CAVE_BAND,92,212,60,24,8,0,9965658242428495177,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_F5552050A52ABF92,CAVE_BAND,4,212,60,24,8,0,10004026800198977233,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_FCA9CF1EAECEDE4E,CAVE_BAND,8,212,60,24,8,0,10007897081129523053,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_3F95A5D1C88A7703,CAVE_BAND,12,212,60,24,8,0,10011820138618223001,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_726EBC795E91D992,CAVE_BAND,16,212,60,24,8,0,10015831157037179829,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_8BD72E7A39618F61,CAVE_BAND,20,212,60,24,8,0,10019226448944338497,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_BB4CEECA87EC8DE9,CAVE_BAND,24,212,60,24,8,0,10023167098619089821,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_C05C896070D3DC75,CAVE_BAND,28,212,60,24,8,0,10027019787363584265,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_1054AFBC446A1CC9,CAVE_BAND,32,212,60,24,8,0,10030960437038335589,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_575FC3D8BC47F2FB,CAVE_BAND,36,212,60,24,8,0,10034918678899138289,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_323F216E6B1258A7,CAVE_BAND,40,212,60,24,8,0,10038366747364451085,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_547ABDF64746BA30,CAVE_BAND,44,212,60,24,8,0,10042289804853151033,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_E2C7861E9197551D,CAVE_BAND,48,212,60,24,8,0,10046160085783696853,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_BE787EEF5E721A53,CAVE_BAND,52,212,60,24,8,0,10050118327644499553,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_54A5D9479A5E1EC9,CAVE_BAND,56,212,60,24,8,0,10054058977319250877,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_80019CF8F3B650FB,CAVE_BAND,60,212,60,24,8,0,10057489453598512297,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,49,50,SOFT_REJECTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_32,SV5_PLACE_32_1DC2EC5502596EA9,CAVE_BAND,160,272,60,24,9,1,9908162580377439065,SV5_PLACE_00_CD742119708C091F,1,70,50,SOFT_ACCEPTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
